Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2
253,357,852,1671,266,219,782
208,357,897,1669,207,219,820
208,283,948,1690,126,219,824
208,187,1015,1719,124,211,824
208,178,1006,1737,124,211,804
205,181,985,1758,124,211,797
200,186,967,1776,124,211,790
194,192,964,1779,120,181,807
194,183,973,1779,96,181,784
194,183,973,1778,97,102,816
194,183,968,1783,97,94,821
194,183,925,1826,97,124,645
192,154,941,1841,93,154,628
198,155,904,1872,87,197,688
161,174,903,1883,95,259,697
133,202,708,2057,116,330,736
133,202,653,2057,167,330,739
119,221,597,1690,579,297,700
119,221,380,1871,589,297,700
174,221,341,1902,564,297,725
218,224,323,1787,698,297,725
238,226,308,1792,708,297,725
317,226,303,1719,784,297,725
317,226,303,1719,784,317,731
316,227,303,1715,788,297,735
316,227,292,1654,860,292,735
316,224,290,1464,1055,292,735
312,221,309,1311,1208,287,735
252,272,341,1217,1302,295,735
318,271,343,911,1608,295,735
358,270,344,860,1659,283,732
402,253,357,852,1671,283,552
423,208,357,897,1669,283,475
517,208,283,948,1690,283,471
612,208,187,1015,1719,288,471
690,208,178,1006,1737,314,471
846,205,181,985,1758,314,500
915,200,186,967,1776,314,373
917,194,192,964,1779,314,311
917,194,183,973,1779,352,289
961,194,183,973,1778,360,228
961,194,183,968,1783,390,198
1193,194,183,925,1826,360,190
1193,192,154,941,1841,330,275
1186,198,155,904,1872,287,276
1264,161,174,903,1883,225,267
1330,133,202,708,2057,154,228
1330,133,202,653,2057,154,486
1327,119,221,597,1690,144,507
1358,119,221,380,1871,144,507
1303,174,221,341,1902,186,533
1297,218,224,323,1787,186,533
1275,238,226,308,1792,186,632
1196,317,226,303,1719,186,632
1196,317,226,303,1719,179,626
1238,316,227,303,1715,187,627
1262,316,227,292,1654,187,627
1265,316,224,290,1464,187,627
1260,312,221,309,1311,218,693
1238,252,272,341,1217,255,693
1182,318,271,343,911,364,693
1258,358,270,344,860,425,693
1214,402,253,357,852,425,693
1193,423,208,357,897,433,693
1099,517,208,283,948,433,693
1004,612,208,187,1015,428,693
926,690,208,178,1006,402,765
770,846,205,181,985,402,866
701,915,200,186,967,402,871
700,917,194,192,964,402,893
700,917,194,183,973,364,972
701,961,194,183,973,356,1100
704,961,194,183,968,435,1106
472,1193,194,183,925,435,1096
754,1193,192,154,941,435,1008
772,1186,198,155,904,488,947
695,1264,161,174,903,488,947
708,1330,133,202,708,528,947
750,1330,133,202,653,630,940
748,1327,119,221,597,633,919
717,1358,119,221,380,648,1062
717,1303,174,221,341,611,1073
819,1297,218,224,323,674,1164
822,1275,238,226,308,674,1100
889,1196,317,226,303,711,1129
889,1196,317,226,303,698,1129
857,1238,316,227,303,690,1151
963,1262,316,227,292,726,1151
960,1265,316,224,290,741,1151
954,1260,312,221,309,760,1151
970,1238,252,272,341,754,1151
1165,1182,318,271,343,864,1158
1083,1258,358,270,344,811,1160
1084,1214,402,253,357,1097,1160
1084,1193,423,208,357,1101,1160
1152,1099,517,208,283,1102,1160
1152,1004,612,208,187,1104,1160
1152,926,690,208,178,1104,1088
1152,770,846,205,181,1105,958
1154,701,915,200,186,1105,953
1206,700,917,194,192,1164,931
1207,700,917,194,183,1164,852
1162,701,961,194,183,1164,724
1159,704,961,194,183,1055,716
1159,472,1193,194,183,1055,716
877,754,1193,192,154,1055,716
980,772,1186,198,155,1002,716
1038,695,1264,161,174,1002,716
961,708,1330,133,202,962,716
1062,750,1330,133,202,860,462
1071,748,1327,119,221,857,462
1074,717,1358,119,221,859,319
1159,717,1303,174,221,854,340
1215,819,1297,218,224,812,378
1508,822,1275,238,226,833,344
1592,889,1196,317,226,811,315
1614,889,1196,317,226,811,319
1609,857,1238,316,227,937,299
1480,963,1262,316,227,1032,304
1480,960,1265,316,224,1032,304
1479,954,1260,312,221,989,238
1462,970,1238,252,272,946,238
1281,1165,1182,318,271,729,231
1247,1083,1258,358,270,735,267
1246,1084,1214,402,253,451,272
1246,1084,1193,423,208,458,276
1178,1152,1099,517,208,457,276
1178,1152,1004,612,208,467,276
1360,1152,926,690,208,552,317
1392,1152,770,846,205,590,317
1390,1154,701,915,200,590,447
1375,1206,700,917,194,531,468
1374,1207,700,917,194,536,468
1398,1162,701,961,194,536,471
1399,1159,704,961,194,536,471
1399,1159,472,1193,194,542,494
1402,877,754,1193,192,598,494
1392,980,772,1186,198,729,536
1339,1038,695,1264,161,829,597
1340,961,708,1330,133,832,597
1197,1062,750,1330,133,971,597
1194,1071,748,1327,119,1021,605
1191,1074,717,1358,119,1004,605
1106,1159,717,1303,174,1004,522
906,1215,819,1297,218,997,433
610,1508,822,1275,238,977,777
459,1592,889,1196,317,980,777
443,1614,889,1196,317,980,885
438,1609,857,1238,316,854,1024
437,1480,963,1262,316,725,1110
437,1480,960,1265,316,710,1225
437,1479,954,1260,312,705,1237
445,1462,970,1238,252,700,1237
551,1281,1165,1182,318,728,1237
551,1247,1083,1258,358,714,1199
604,1246,1084,1214,402,712,1196
605,1246,1084,1193,423,718,1302
608,1178,1152,1099,517,753,1326
608,1178,1152,1004,612,805,1326
426,1360,1152,926,690,861,1474
394,1392,1152,770,846,822,1829
395,1390,1154,701,915,822,1722
357,1375,1206,700,917,822,1777
421,1374,1207,700,917,817,1787
397,1398,1162,701,961,817,1784
396,1399,1159,704,961,817,1784
396,1399,1159,472,1193,811,1761
407,1402,877,754,1193,770,1761
296,1392,980,772,1186,639,1719
290,1339,1038,695,1264,540,1658
287,1340,961,708,1330,579,1696
287,1197,1062,750,1330,440,1877
281,1194,1071,748,1327,401,1921
281,1191,1074,717,1358,402,1922
281,1106,1159,717,1303,656,1922
342,906,1215,819,1297,642,1882
383,610,1508,822,1275,651,1565
383,459,1592,889,1196,633,1565
390,443,1614,889,1196,633,1453
410,438,1609,857,1238,633,1379
454,437,1480,963,1262,676,1376
454,437,1480,960,1265,734,1261
454,437,1479,954,1260,753,1249
446,445,1462,970,1238,753,1249
315,551,1281,1165,1182,723,1249
335,551,1247,1083,1258,723,1249
323,604,1246,1084,1214,723,1247
322,605,1246,1084,1193,698,1206
349,608,1178,1152,1099,663,1386
418,608,1178,1152,1004,599,1387
667,426,1360,1152,926,458,1212
728,394,1392,1152,770,458,858
763,395,1390,1154,701,458,839
763,357,1375,1206,700,458,763
699,421,1374,1207,700,458,812
706,397,1398,1162,701,458,825
767,396,1399,1159,704,458,959
962,396,1399,1159,472,458,959
951,407,1402,877,754,443,959
986,296,1392,980,772,501,988
1014,290,1339,1038,695,505,989
1034,287,1340,961,708,478,951
1040,287,1197,1062,750,500,770
1040,281,1194,1071,748,490,718
1066,281,1191,1074,717,490,717
1184,281,1106,1159,717,237,717
1170,342,906,1215,819,239,717
1373,383,610,1508,822,229,689
1402,383,459,1592,889,229,689
1397,390,443,1614,889,229,720
1380,410,438,1609,857,229,722
1336,454,437,1480,963,245,634
1336,454,437,1480,960,270,634
1336,454,437,1479,954,251,727
1336,446,445,1462,970,251,762
1336,315,551,1281,1165,251,762
1316,335,551,1247,1083,251,762
1275,323,604,1246,1084,255,799
1275,322,605,1246,1084,279,730
1248,349,608,1178,1152,279,526
1180,418,608,1178,1152,279,525
931,667,426,1360,1152,279,512
882,728,394,1392,1152,283,511
896,763,395,1390,1154,295,507
896,763,357,1375,1206,295,523
896,699,421,1374,1207,295,531
1043,706,397,1398,1162,299,518
1121,767,396,1399,1159,310,385
947,962,396,1399,1159,336,406
977,951,407,1402,877,369,423
942,986,296,1392,980,311,394
927,1014,290,1339,1038,306,519
907,1034,287,1340,961,293,627
901,1040,287,1197,1062,271,708
990,1040,281,1194,1071,270,804
964,1066,281,1191,1074,269,858
846,1184,281,1106,1159,268,1013
799,1170,342,906,1215,266,1046
555,1373,383,610,1508,266,1134
526,1402,383,459,1592,266,1138
518,1397,390,443,1614,266,1108
515,1380,410,438,1609,266,1034
528,1336,454,437,1480,207,1034
528,1336,454,437,1480,126,1035
528,1336,454,437,1479,124,944
544,1336,446,445,1462,124,909
545,1336,315,551,1281,124,909
545,1316,335,551,1247,124,924
545,1275,323,604,1246,120,888
545,1275,322,605,1246,96,888
668,1248,349,608,1178,97,890
670,1180,418,608,1178,97,891
670,931,667,426,1360,97,893
658,882,728,394,1392,93,893
608,896,763,395,1390,87,930
690,896,763,357,1375,95,915
693,896,699,421,1374,116,848
562,1043,706,397,1398,167,850
504,1121,767,396,1399,579,849
511,947,962,396,1399,589,832
478,977,951,407,1402,564,820
491,942,986,296,1392,698,821
478,927,1014,290,1339,708,722
497,907,1034,287,1340,784,754
513,901,1040,287,1197,784,702
424,990,1040,281,1194,788,612
424,964,1066,281,1191,860,559
425,846,1184,281,1106,1055,410
573,799,1170,342,906,1208,388
693,555,1373,383,610,1302,306
778,526,1402,383,459,1608,302
936,518,1397,390,443,1659,332
937,515,1380,410,438,1671,347
925,528,1336,454,437,1669,377
989,528,1336,454,437,1690,480
1032,528,1336,454,437,1719,495
1146,544,1336,446,445,1737,577
1162,545,1336,315,551,1758,717
1162,545,1316,335,551,1776,809
1289,545,1275,323,604,1779,883
1352,545,1275,322,605,1779,884
1460,668,1248,349,608,1778,882
1491,670,1180,418,608,1783,883
1493,670,931,667,426,1826,887
1533,658,882,728,394,1841,889
1533,608,896,763,395,1872,852
1452,690,896,763,357,1883,851
