Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
88,641,674,649,1057,877,971,658,532,1108,513,1243,434,712,319,578
88,641,674,420,1283,880,883,746,521,917,715,1240,448,712,307,578
88,637,670,428,1283,880,883,746,515,852,786,1200,534,668,247,522
81,637,634,491,1275,888,805,824,453,888,812,1199,654,746,374,515
263,643,634,491,1274,869,808,841,360,930,863,1145,683,904,374,513
365,642,640,491,1268,865,765,836,392,927,892,1126,690,959,354,506
356,661,642,491,1268,864,766,810,418,811,1008,1126,694,1014,380,650
354,657,648,491,1227,839,832,805,423,801,1018,1122,748,1015,387,650
381,630,657,510,1209,812,820,846,437,803,1018,1108,803,1015,387,635
750,567,720,510,1209,809,821,848,379,857,1022,1022,803,1015,387,608
750,557,729,511,1096,922,821,848,378,825,1055,902,815,1015,387,562
750,541,737,515,1100,922,793,876,331,696,1231,873,815,1015,391,545
750,541,737,515,1081,941,793,876,331,673,1254,866,793,1015,384,545
750,541,737,515,1079,943,793,869,326,685,1232,884,792,1036,357,545
750,541,573,679,1079,871,622,1109,321,674,1251,830,790,1036,346,530
750,541,570,682,1079,692,801,1100,330,674,1251,775,722,1039,345,528
750,541,550,702,1079,639,854,1063,367,669,1256,775,746,914,311,530
736,520,527,760,1079,639,854,1044,386,598,1327,763,780,836,247,525
736,444,553,734,1155,639,854,977,291,716,1358,776,991,738,230,500
764,436,508,689,1253,639,854,906,354,724,1299,835,994,709,230,516
771,383,561,637,1302,627,869,906,341,730,1306,835,978,697,230,513
778,290,654,611,1264,685,704,1077,318,747,1233,914,1049,628,230,513
775,169,778,609,1190,687,690,1153,330,747,1068,1079,1086,622,224,461
775,99,848,542,1257,473,904,1138,345,747,1040,1071,1304,591,224,461
786,98,842,505,1091,683,904,1138,345,747,989,1087,1243,601,225,460
786,98,841,506,1033,741,904,916,567,747,945,920,1240,707,246,429
888,85,854,457,1065,758,864,870,653,715,977,917,1200,706,258,429
1042,84,743,569,1065,713,879,895,658,598,1094,917,1199,704,270,479
1063,84,694,618,1065,713,879,895,658,579,1112,846,1145,801,229,518
1083,84,644,668,1065,713,874,900,658,579,1112,704,1126,914,239,593
1086,84,636,674,1052,707,828,967,658,532,1158,463,1126,930,239,726
1077,88,641,674,649,1057,877,971,658,532,1108,513,1122,1066,240,745
1080,88,641,674,420,1283,880,883,746,521,917,715,1108,1066,431,746
1148,88,637,670,428,1283,880,883,746,515,852,786,1022,1066,444,746
1139,81,637,634,491,1275,888,805,824,453,888,812,902,988,339,666
951,263,643,634,491,1274,869,808,841,360,930,863,873,830,427,605
848,365,642,640,491,1268,865,765,836,392,927,892,866,775,433,609
837,356,661,642,491,1268,864,766,810,418,811,1008,884,720,417,526
837,354,657,648,491,1227,839,832,805,423,801,1018,830,732,446,558
835,381,630,657,510,1209,812,820,846,437,803,1018,775,732,446,558
485,750,567,720,510,1209,809,821,848,379,857,1022,775,777,446,555
485,750,557,729,511,1096,922,821,848,378,825,1055,763,880,446,555
485,750,541,737,515,1100,922,793,876,331,696,1231,776,999,442,555
485,750,541,737,515,1081,941,793,876,331,673,1254,835,1016,441,568
489,750,541,737,515,1079,943,793,869,326,685,1232,835,1042,464,568
489,750,541,573,679,1079,871,622,1109,321,674,1251,914,1206,486,567
508,750,541,570,682,1079,692,801,1100,330,674,1251,1079,1294,515,567
510,750,541,550,702,1079,639,854,1063,367,669,1256,1071,1328,522,565
510,736,520,527,760,1079,639,854,1044,386,598,1327,1087,1412,674,548
632,736,444,553,734,1155,639,854,977,291,716,1358,920,1412,674,553
672,764,436,508,689,1253,639,854,906,354,724,1299,917,1429,675,543
720,771,383,561,637,1302,627,869,906,341,730,1306,917,1499,687,544
713,778,290,654,611,1264,685,704,1077,318,747,1233,846,1523,691,550
765,775,169,778,609,1190,687,690,1153,330,747,1068,704,1519,762,554
780,775,99,848,542,1257,473,904,1138,345,747,1040,463,1509,822,560
837,786,98,842,505,1091,683,904,1138,345,747,989,513,1499,832,560
838,786,98,841,506,1033,741,904,916,567,747,945,715,1315,817,573
743,888,85,854,457,1065,758,864,870,653,715,977,786,1308,805,594
592,1042,84,743,569,1065,713,879,895,658,598,1094,812,1281,793,529
571,1063,84,694,618,1065,713,879,895,658,579,1112,863,1146,793,484
551,1083,84,644,668,1065,713,874,900,658,579,1112,892,1031,783,369
548,1086,84,636,674,1052,707,828,967,658,532,1158,1008,1008,783,236
548,1077,88,641,674,649,1057,877,971,658,532,1108,1018,870,782,217
545,1080,88,641,674,420,1283,880,883,746,521,917,1018,920,591,216
477,1148,88,637,670,428,1283,880,883,746,515,852,1022,955,573,216
466,1139,81,637,634,491,1275,888,805,824,453,888,1055,992,591,216
466,951,263,643,634,491,1274,869,808,841,360,930,1231,992,516,187
462,848,365,642,640,491,1268,865,765,836,392,927,1254,1207,510,190
534,837,356,661,642,491,1268,864,766,810,418,811,1232,1211,500,129
547,837,354,657,648,491,1227,839,832,805,423,801,1251,1219,634,106
571,835,381,630,657,510,1209,812,820,846,437,803,1251,1224,717,106
600,485,750,567,720,510,1209,809,821,848,379,857,1256,1179,721,162
622,485,750,557,729,511,1096,922,821,848,378,825,1327,1076,768,184
648,485,750,541,737,515,1100,922,793,876,331,696,1358,976,805,189
654,485,750,541,737,515,1081,941,793,876,331,673,1299,972,875,227
650,489,750,541,737,515,1079,943,793,869,326,685,1306,954,958,252
650,489,750,541,573,679,1079,871,622,1109,321,674,1233,831,950,252
631,508,750,541,570,682,1079,692,801,1100,330,674,1068,740,1056,252
629,510,750,541,550,702,1079,639,854,1063,367,669,1040,706,1104,252
629,510,736,520,527,760,1079,639,854,1044,386,598,989,621,977,252
507,632,736,444,553,734,1155,639,854,977,291,716,945,621,977,263
439,672,764,436,508,689,1253,639,854,906,354,724,977,604,976,265
384,720,771,383,561,637,1302,627,869,906,341,730,1094,534,964,318
388,713,778,290,654,611,1264,685,704,1077,318,747,1112,510,960,340
340,765,775,169,778,609,1190,687,690,1153,330,747,1112,510,889,342
326,780,775,99,848,542,1257,473,904,1138,345,747,1158,475,829,336
258,837,786,98,842,505,1091,683,904,1138,345,747,1108,475,818,336
257,838,786,98,841,506,1033,741,904,916,567,747,917,475,815,323
250,743,888,85,854,457,1065,758,864,870,653,715,852,475,823,302
247,592,1042,84,743,569,1065,713,879,895,658,598,888,475,846,302
247,571,1063,84,694,618,1065,713,879,895,658,579,930,475,856,302
247,551,1083,84,644,668,1065,713,874,900,658,579,927,475,915,342
290,548,1086,84,636,674,1052,707,828,967,658,532,811,475,922,383
492,548,1077,88,641,674,649,1057,877,971,658,532,801,469,922,383
578,545,1080,88,641,674,420,1283,880,883,746,521,803,419,922,406
578,477,1148,88,637,670,428,1283,880,883,746,515,857,384,922,470
578,466,1139,81,637,634,491,1275,888,805,824,453,825,347,877,476
578,466,951,263,643,634,491,1274,869,808,841,360,696,347,906,476
578,462,848,365,642,640,491,1268,865,765,836,392,673,132,906,460
505,534,837,356,661,642,491,1268,864,766,810,418,685,128,906,463
492,547,837,354,657,648,491,1227,839,832,805,423,674,107,736,455
448,571,835,381,630,657,510,1209,812,820,846,437,674,102,653,564
471,600,485,750,567,720,510,1209,809,821,848,379,669,102,682,568
451,622,485,750,557,729,511,1096,922,821,848,378,598,102,635,545
479,648,485,750,541,737,515,1100,922,793,876,331,716,83,598,551
473,654,485,750,541,737,515,1081,941,793,876,331,724,136,528,500
473,650,489,750,541,737,515,1079,943,793,869,326,730,107,520,475
473,650,489,750,541,573,679,1079,871,622,1109,321,747,66,517,475
473,631,508,750,541,570,682,1079,692,801,1100,330,747,66,382,475
473,629,510,750,541,550,702,1079,639,854,1063,367,747,66,327,545
473,629,510,736,520,527,760,1079,639,854,1044,386,747,90,302,568
475,507,632,736,444,553,734,1155,639,854,977,291,747,92,317,559
475,439,672,764,436,508,689,1253,639,854,906,354,715,92,317,565
475,384,720,771,383,561,637,1302,627,869,906,341,598,198,317,607
476,388,713,778,290,654,611,1264,685,704,1077,318,579,279,427,590
540,340,765,775,169,778,609,1190,687,690,1153,330,579,370,432,584
683,326,780,775,99,848,542,1257,473,904,1138,345,532,370,432,584
721,258,837,786,98,842,505,1091,683,904,1138,345,532,398,432,584
776,257,838,786,98,841,506,1033,741,904,916,567,521,413,557,584
776,250,743,888,85,854,457,1065,758,864,870,653,515,433,571,677
935,247,592,1042,84,743,569,1065,713,879,895,658,453,444,548,766
983,247,571,1063,84,694,618,1065,713,879,895,658,360,479,538,766
983,247,551,1083,84,644,668,1065,713,874,900,658,392,638,876,726
945,290,548,1086,84,636,674,1052,707,828,967,658,418,724,869,685
743,492,548,1077,88,641,674,649,1057,877,971,658,423,724,908,685
662,578,545,1080,88,641,674,420,1283,880,883,746,437,762,959,662
662,578,477,1148,88,637,670,428,1283,880,883,746,379,902,1144,723
703,578,466,1139,81,637,634,491,1275,888,805,824,378,903,1191,721
703,578,466,951,263,643,634,491,1274,869,808,841,331,903,1160,722
703,578,462,848,365,642,640,491,1268,865,765,836,331,903,1173,737
703,505,534,837,356,661,642,491,1268,864,766,810,326,903,1197,734
703,492,547,837,354,657,648,491,1227,839,832,805,321,951,1247,733
709,448,571,835,381,630,657,510,1209,812,820,846,330,1112,1385,624
639,471,600,485,750,567,720,510,1209,809,821,848,367,1159,1384,563
648,451,622,485,750,557,729,511,1096,922,821,848,386,1177,1384,563
594,479,648,485,750,541,737,515,1100,922,793,876,291,1183,1487,796
594,473,654,485,750,541,737,515,1081,941,793,876,354,1123,1512,796
594,473,650,489,750,541,737,515,1079,943,793,869,341,1195,1428,796
594,473,650,489,750,541,573,679,1079,871,622,1109,318,1443,1468,796
594,473,631,508,750,541,570,682,1079,692,801,1100,330,1443,1468,796
594,473,629,510,750,541,550,702,1079,639,854,1063,345,1443,1468,772
594,473,629,510,736,520,527,760,1079,639,854,1044,345,1419,1470,749
592,475,507,632,736,444,553,734,1155,639,854,977,567,1417,1456,740
650,475,439,672,764,436,508,689,1253,639,854,906,653,1417,1456,758
685,475,384,720,771,383,561,637,1302,627,869,906,658,1311,1456,660
684,476,388,713,778,290,654,611,1264,685,704,1077,658,1261,1346,649
661,540,340,765,775,169,778,609,1190,687,690,1153,658,1204,1341,649
711,683,326,780,775,99,848,542,1257,473,904,1138,658,1278,1341,649
757,721,258,837,786,98,842,505,1091,683,904,1138,658,1250,1341,649
702,776,257,838,786,98,841,506,1033,741,904,916,746,1235,1213,649
702,776,250,743,888,85,854,457,1065,758,864,870,746,1220,1191,556
543,935,247,592,1042,84,743,569,1065,713,879,895,824,1237,1288,468
879,983,247,571,1063,84,694,618,1065,713,879,895,841,1290,1338,468
879,983,247,551,1083,84,644,668,1065,713,874,900,836,1175,941,468
874,945,290,548,1086,84,636,674,1052,707,828,967,810,1213,941,468
874,743,492,548,1077,88,641,674,649,1057,877,971,805,1267,1017,468
869,662,578,545,1080,88,641,674,420,1283,880,883,846,1230,1114,468
882,662,578,477,1148,88,637,670,428,1283,880,883,848,1122,929,343
889,703,578,466,1139,81,637,634,491,1275,888,805,848,1173,898,339
889,703,578,466,951,263,643,634,491,1274,869,808,876,1266,879,338
889,703,578,462,848,365,642,640,491,1268,865,765,876,1383,866,323
889,703,505,534,837,356,661,642,491,1268,864,766,869,1425,842,323
905,703,492,547,837,354,657,648,491,1227,839,832,1109,1448,933,325
893,709,448,571,835,381,630,657,510,1209,812,820,1100,1409,803,326
892,639,471,600,485,750,567,720,510,1209,809,821,1063,1376,782,326
881,648,451,622,485,750,557,729,511,1096,922,821,1044,1399,782,376
888,594,479,648,485,750,541,737,515,1100,922,793,977,1401,681,334
888,594,473,654,485,750,541,737,515,1081,941,793,906,1398,656,392
888,594,473,650,489,750,541,737,515,1079,943,793,906,1374,642,456
888,594,473,650,489,750,541,573,679,1079,871,622,1077,1320,591,505
888,594,473,631,508,750,541,570,682,1079,692,801,1153,1495,591,505
888,594,473,629,510,750,541,550,702,1079,639,854,1138,1529,591,493
888,594,473,629,510,736,520,527,760,1079,639,854,1138,1589,608,507
898,592,475,507,632,736,444,553,734,1155,639,854,916,1618,624,759
892,650,475,439,672,764,436,508,689,1253,639,854,870,1618,625,772
896,685,475,384,720,771,383,561,637,1302,627,869,895,1713,629,848
933,684,476,388,713,778,290,654,611,1264,685,704,895,1689,629,848
888,661,540,340,765,775,169,778,609,1190,687,690,900,1656,629,848
694,711,683,326,780,775,99,848,542,1257,473,904,967,1583,629,848
655,757,721,258,837,786,98,842,505,1091,683,904,971,1591,629,848
750,702,776,257,838,786,98,841,506,1033,741,904,883,1593,629,848
750,702,776,250,743,888,85,854,457,1065,758,864,883,1588,629,848
750,543,935,247,592,1042,84,743,569,1065,713,879,805,1560,532,847
366,879,983,247,571,1063,84,694,618,1065,713,879,808,1472,482,847
471,879,983,247,551,1083,84,644,668,1065,713,874,765,1428,482,847
490,874,945,290,548,1086,84,636,674,1052,707,828,766,1304,482,957
508,874,743,492,548,1077,88,641,674,649,1057,877,832,1307,367,957
511,869,662,578,545,1080,88,641,674,420,1283,880,820,1382,219,1024
498,882,662,578,477,1148,88,637,670,428,1283,880,821,1417,219,1024
508,889,703,578,466,1139,81,637,634,491,1275,888,821,1369,223,1024
705,889,703,578,466,951,263,643,634,491,1274,869,793,1313,223,1027
727,889,703,578,462,848,365,642,640,491,1268,865,793,1197,223,1076
727,889,703,505,534,837,356,661,642,491,1268,864,793,1155,223,1093
711,905,703,492,547,837,354,657,648,491,1227,839,622,1084,82,1091
749,893,709,448,571,835,381,630,657,510,1209,812,801,962,88,1134
749,892,639,471,600,485,750,567,720,510,1209,809,854,992,124,1273
754,881,648,451,622,485,750,557,729,511,1096,922,854,995,124,1657
747,888,594,479,648,485,750,541,737,515,1100,922,854,987,122,1456
747,888,594,473,654,485,750,541,737,515,1081,941,854,984,122,1398
747,888,594,473,650,489,750,541,737,515,1079,943,869,936,134,1334
786,888,594,473,650,489,750,541,573,679,1079,871,704,834,188,1285
786,888,594,473,631,508,750,541,570,682,1079,692,690,659,222,1286
786,888,594,473,629,510,750,541,550,702,1079,639,904,625,501,1252
786,888,594,473,629,510,736,520,527,760,1079,639,904,565,482,1297
776,898,592,475,507,632,736,444,553,734,1155,639,904,840,465,1045
743,892,650,475,439,672,764,436,508,689,1253,639,864,881,465,1055
704,896,685,475,384,720,771,383,561,637,1302,627,879,810,461,1007
663,933,684,476,388,713,778,290,654,611,1264,685,879,899,475,1007
832,888,661,540,340,765,775,169,778,609,1190,687,874,907,531,1007
855,694,711,683,326,780,775,99,848,542,1257,473,828,906,612,1019
810,655,757,721,258,837,786,98,842,505,1091,683,877,903,617,1032
935,750,702,776,257,838,786,98,841,506,1033,741,880,901,713,1135
935,750,702,776,250,743,888,85,854,457,1065,758,880,901,831,1249
935,750,543,935,247,592,1042,84,743,569,1065,713,888,952,832,1249
935,366,879,983,247,571,1063,84,694,618,1065,713,869,1009,834,1249
830,471,879,983,247,551,1083,84,644,668,1065,713,865,1035,1012,1249
811,490,874,945,290,548,1086,84,636,674,1052,707,864,1035,1021,1139
793,508,874,743,492,548,1077,88,641,674,649,1057,839,1028,1044,1160
790,511,869,662,578,545,1080,88,641,674,420,1283,812,963,1062,1093
793,498,882,662,578,477,1148,88,637,670,428,1283,809,974,1132,1093
735,508,889,703,578,466,1139,81,637,634,491,1275,922,1304,1113,1093
538,705,889,703,578,466,951,263,643,634,491,1274,922,1268,1113,1092
516,727,889,703,578,462,848,365,642,640,491,1268,941,1267,1363,1044
533,727,889,703,505,534,837,356,661,642,491,1268,943,1267,1469,1087
533,711,905,703,492,547,837,354,657,648,491,1227,871,1267,1553,1087
495,749,893,709,448,571,835,381,630,657,510,1209,692,1267,1539,1043
495,749,892,639,471,600,485,750,567,720,510,1209,639,1223,1666,904
490,754,881,648,451,622,485,750,557,729,511,1096,639,1179,1748,470
490,747,888,594,479,648,485,750,541,737,515,1100,639,1179,1748,469
490,747,888,594,473,654,485,750,541,737,515,1081,639,1179,1748,469
591,747,888,594,473,650,489,750,541,737,515,1079,627,1179,1736,469
552,786,888,594,473,650,489,750,541,573,679,1079,685,1087,1682,469
626,786,888,594,473,631,508,750,541,570,682,1079,687,1196,1670,468
816,786,888,594,473,629,510,750,541,550,702,1079,473,1202,1391,468
819,786,888,594,473,629,510,736,520,527,760,1079,683,1207,1391,409
819,776,898,592,475,507,632,736,444,553,734,1155,741,912,1391,409
800,743,892,650,475,439,672,764,436,508,689,1253,758,871,1390,354
800,704,896,685,475,384,720,771,383,561,637,1302,713,847,1390,326
800,663,933,684,476,388,713,778,290,654,611,1264,713,751,1376,327
631,832,888,661,540,340,765,775,169,778,609,1190,713,771,1320,658
608,855,694,711,683,326,780,775,99,848,542,1257,707,772,1239,759
608,810,655,757,721,258,837,786,98,842,505,1091,1057,767,1234,776
389,935,750,702,776,257,838,786,98,841,506,1033,1283,767,1138,673
482,935,750,702,776,250,743,888,85,854,457,1065,1283,767,1020,560
482,935,750,543,935,247,592,1042,84,743,569,1065,1275,716,1022,610
482,935,366,879,983,247,571,1063,84,694,618,1065,1274,659,1020,652
482,830,471,879,983,247,551,1083,84,644,668,1065,1268,710,867,652
482,811,490,874,945,290,548,1086,84,636,674,1052,1268,729,878,652
482,793,508,874,743,492,548,1077,88,641,674,649,1227,679,860,631
576,790,511,869,662,578,545,1080,88,641,674,420,1209,668,842,631
573,793,498,882,662,578,477,1148,88,637,670,428,1209,590,772,631
573,735,508,889,703,578,466,1139,81,637,634,491,1096,256,771,631
573,538,705,889,703,578,466,951,263,643,634,491,1100,255,771,629
573,516,727,889,703,578,462,848,365,642,640,491,1081,312,527,628
556,533,727,889,703,505,534,837,356,661,642,491,1079,312,434,575
556,533,711,905,703,492,547,837,354,657,648,491,1079,312,358,575
556,495,749,893,709,448,571,835,381,630,657,510,1079,479,358,586
556,495,749,892,639,471,600,485,750,567,720,510,1079,489,184,596
556,490,754,881,648,451,622,485,750,557,729,511,1079,530,118,613
556,490,747,888,594,479,648,485,750,541,737,515,1155,530,174,652
556,490,747,888,594,473,654,485,750,541,737,515,1253,530,193,825
455,591,747,888,594,473,650,489,750,541,737,515,1302,544,381,842
455,552,786,888,594,473,650,489,750,541,573,679,1264,549,630,842
381,626,786,888,594,473,631,508,750,541,570,682,1190,440,609,842
396,816,786,888,594,473,629,510,750,541,550,702,1257,434,613,842
432,819,786,888,594,473,629,510,736,520,527,760,1091,429,677,842
458,819,776,898,592,475,507,632,736,444,553,734,1033,420,682,842
476,800,743,892,650,475,439,672,764,436,508,689,1065,420,682,842
476,800,704,896,685,475,384,720,771,383,561,637,1065,425,683,843
568,800,663,933,684,476,388,713,778,290,654,611,1065,476,683,842
694,631,832,888,661,540,340,765,775,169,778,609,1065,447,683,511
740,608,855,694,711,683,326,780,775,99,848,542,1052,446,683,398
740,608,810,655,757,721,258,837,786,98,842,505,649,446,683,368
739,389,935,750,702,776,257,838,786,98,841,506,420,446,683,368
646,482,935,750,702,776,250,743,888,85,854,457,428,446,683,367
648,482,935,750,543,935,247,592,1042,84,743,569,491,446,680,317
650,482,935,366,879,983,247,571,1063,84,694,618,491,456,680,275
650,482,830,471,879,983,247,551,1083,84,644,668,491,379,655,280
650,482,811,490,874,945,290,548,1086,84,636,674,491,360,715,323
650,482,793,508,874,743,492,548,1077,88,641,674,491,360,747,383
556,576,790,511,869,662,578,545,1080,88,641,674,510,374,752,424
556,573,793,498,882,662,578,477,1148,88,637,670,510,375,784,477
558,573,735,508,889,703,578,466,1139,81,637,634,511,375,934,481
600,573,538,705,889,703,578,466,951,263,643,634,515,375,995,481
605,573,516,727,889,703,578,462,848,365,642,640,515,318,990,483
605,556,533,727,889,703,505,534,837,356,661,642,515,318,977,476
605,556,533,711,905,703,492,547,837,354,657,648,679,318,969,476
605,556,495,749,893,709,448,571,835,381,630,657,682,151,976,465
605,556,495,749,892,639,471,600,485,750,567,720,702,380,977,455
605,556,490,754,881,648,451,622,485,750,557,729,760,352,961,438
605,556,490,747,888,594,479,648,485,750,541,737,734,352,928,493
639,556,490,747,888,594,473,654,485,750,541,737,689,352,927,338
684,455,591,747,888,594,473,650,489,750,541,737,637,338,739,402
761,455,552,786,888,594,473,650,489,750,541,573,611,333,490,471
942,381,626,786,888,594,473,631,508,750,541,570,609,333,489,522
771,396,816,786,888,594,473,629,510,750,541,550,542,333,485,547
740,432,819,786,888,594,473,629,510,736,520,527,505,406,421,547
806,458,819,776,898,592,475,507,632,736,444,553,506,409,416,552
788,476,800,743,892,650,475,439,672,764,436,508,457,509,423,552
845,476,800,704,896,685,475,384,720,771,383,561,569,615,422,561
797,568,800,663,933,684,476,388,713,778,290,654,618,592,422,561
671,694,631,832,888,661,540,340,765,775,169,778,668,624,485,563
628,740,608,855,694,711,683,326,780,775,99,848,674,624,485,573
629,740,608,810,655,757,721,258,837,786,98,842,674,680,565,573
639,739,389,935,750,702,776,257,838,786,98,841,674,690,580,573
642,646,482,935,750,702,776,250,743,888,85,854,670,690,580,647
802,648,482,935,750,543,935,247,592,1042,84,743,634,690,628,665
955,650,482,935,366,879,983,247,571,1063,84,694,634,680,636,680
955,650,482,830,471,879,983,247,551,1083,84,644,640,680,695,675
955,650,482,811,490,874,945,290,548,1086,84,636,642,826,697,632
955,650,482,793,508,874,743,492,548,1077,88,641,648,832,758,572
955,556,576,790,511,869,662,578,545,1080,88,641,657,856,782,539
959,556,573,793,498,882,662,578,477,1148,88,637,720,855,776,486
1143,558,573,735,508,889,703,578,466,1139,81,637,729,873,885,482
1155,600,573,538,705,889,703,578,466,951,263,643,737,873,851,520
1187,605,573,516,727,889,703,578,462,848,365,642,737,893,927,518
1189,605,556,533,727,889,703,505,534,837,356,661,737,937,929,542
1349,605,556,533,711,905,703,492,547,837,354,657,573,946,929,569
1453,605,556,495,749,893,709,448,571,835,381,630,570,946,947,593
1547,605,556,495,749,892,639,471,600,485,750,567,550,716,946,593
1547,605,556,490,754,881,648,451,622,485,750,557,527,707,947,593
1558,605,556,490,747,888,594,479,648,485,750,541,553,826,924,499
1538,639,556,490,747,888,594,473,654,485,750,541,508,1158,906,607
1549,684,455,591,747,888,594,473,650,489,750,541,561,1221,993,619
1473,761,455,552,786,888,594,473,650,489,750,541,654,1252,1105,666
1367,942,381,626,786,888,594,473,631,508,750,541,778,1270,1122,671
1388,771,396,816,786,888,594,473,629,510,750,541,848,1373,1128,668
1416,740,432,819,786,888,594,473,629,510,736,520,842,1403,1196,668
1408,806,458,819,776,898,592,475,507,632,736,444,841,1452,1279,699
1425,788,476,800,743,892,650,475,439,672,764,436,854,1500,1278,699
1467,845,476,800,704,896,685,475,384,720,771,383,743,1412,1278,689
1437,797,568,800,663,933,684,476,388,713,778,290,694,1394,1320,689
1438,671,694,631,832,888,661,540,340,765,775,169,644,1362,1292,687
1438,628,740,608,855,694,711,683,326,780,775,99,636,1362,1293,677
1437,629,740,608,810,655,757,721,258,837,786,98,641,1306,1213,677
1427,639,739,389,935,750,702,776,257,838,786,98,641,1296,1198,689
1424,642,646,482,935,750,702,776,250,743,888,85,637,1296,1242,680
1262,802,648,482,935,750,543,935,247,592,1042,84,637,1296,1194,667
1107,955,650,482,935,366,879,983,247,571,1063,84,643,1296,1186,660
1112,955,650,482,830,471,879,983,247,551,1083,84,642,1296,1127,680
1119,955,650,482,811,490,874,945,290,548,1086,84,661,1150,1045,680
1143,955,650,482,793,508,874,743,492,548,1077,88,657,1144,947,680
1316,955,556,576,790,511,869,662,578,545,1080,88,630,1106,918,672
1323,959,556,573,793,498,882,662,578,477,1148,88,567,1106,892,672
1214,1143,558,573,735,508,889,703,578,466,1139,81,557,1088,633,672
1217,1155,600,573,538,705,889,703,578,466,951,263,541,1088,606,634
1180,1187,605,573,516,727,889,703,578,462,848,365,541,1090,529,642
1209,1189,605,556,533,727,889,703,505,534,837,356,541,1047,527,645
1049,1349,605,556,533,711,905,703,492,547,837,354,541,1040,527,629
1079,1453,605,556,495,749,893,709,448,571,835,381,541,1108,502,606
1040,1547,605,556,495,749,892,639,471,600,485,750,541,1111,627,640
1127,1547,605,556,490,754,881,648,451,622,485,750,520,1108,705,704
1119,1558,605,556,490,747,888,594,479,648,485,750,444,989,803,721
1106,1538,639,556,490,747,888,594,473,654,485,750,436,657,832,595
1050,1549,684,455,591,747,888,594,473,650,489,750,383,610,757,502
1049,1473,761,455,552,786,888,594,473,650,489,750,290,580,714,386
974,1367,942,381,626,786,888,594,473,631,508,750,169,667,707,336
919,1388,771,396,816,786,888,594,473,629,510,750,99,588,777,314
886,1416,740,432,819,786,888,594,473,629,510,736,98,546,709,314
802,1408,806,458,819,776,898,592,475,507,632,736,98,497,704,278
798,1425,788,476,800,743,892,650,475,439,672,764,85,389,706,278
706,1467,845,476,800,704,896,685,475,384,720,771,84,367,735,278
692,1437,797,568,800,663,933,684,476,388,713,778,84,411,731,319
691,1438,671,694,631,832,888,661,540,340,765,775,84,430,698,319
709,1438,628,740,608,855,694,711,683,326,780,775,84,430,704,319
709,1437,629,740,608,810,655,757,721,258,837,786,88,434,712,319
709,1427,639,739,389,935,750,702,776,257,838,786,88,448,712,307
774,1424,642,646,482,935,750,702,776,250,743,888,88,534,668,247
845,1262,802,648,482,935,750,543,935,247,592,1042,81,654,746,374
845,1107,955,650,482,935,366,879,983,247,571,1063,263,683,904,374
840,1112,955,650,482,830,471,879,983,247,551,1083,365,690,959,354
833,1119,955,650,482,811,490,874,945,290,548,1086,356,694,1014,380
815,1143,955,650,482,793,508,874,743,492,548,1077,354,748,1015,387
645,1316,955,556,576,790,511,869,662,578,545,1080,381,803,1015,387
634,1323,959,556,573,793,498,882,662,578,477,1148,750,803,1015,387
602,1214,1143,558,573,735,508,889,703,578,466,1139,750,815,1015,387
549,1217,1155,600,573,538,705,889,703,578,466,951,750,815,1015,391
549,1180,1187,605,573,516,727,889,703,578,462,848,750,793,1015,384
519,1209,1189,605,556,533,727,889,703,505,534,837,750,792,1036,357
535,1049,1349,605,556,533,711,905,703,492,547,837,750,790,1036,346
468,1079,1453,605,556,495,749,893,709,448,571,835,750,722,1039,345
417,1040,1547,605,556,495,749,892,639,471,600,485,750,746,914,311
351,1127,1547,605,556,490,754,881,648,451,622,485,736,780,836,247
357,1119,1558,605,556,490,747,888,594,479,648,485,736,991,738,230
441,1106,1538,639,556,490,747,888,594,473,654,485,764,994,709,230
604,1050,1549,684,455,591,747,888,594,473,650,489,771,978,697,230
607,1049,1473,761,455,552,786,888,594,473,650,489,778,1049,628,230
644,974,1367,942,381,626,786,888,594,473,631,508,775,1086,622,224
644,919,1388,771,396,816,786,888,594,473,629,510,775,1304,591,224
641,886,1416,740,432,819,786,888,594,473,629,510,786,1243,601,225
641,802,1408,806,458,819,776,898,592,475,507,632,786,1240,707,246
628,798,1425,788,476,800,743,892,650,475,439,672,888,1200,706,258
621,706,1467,845,476,800,704,896,685,475,384,720,1042,1199,704,270
622,692,1437,797,568,800,663,933,684,476,388,713,1063,1145,801,229
622,691,1438,671,694,631,832,888,661,540,340,765,1083,1126,914,239
601,709,1438,628,740,608,855,694,711,683,326,780,1086,1126,930,239
620,709,1437,629,740,608,810,655,757,721,258,837,1077,1122,1066,240
627,709,1427,639,739,389,935,750,702,776,257,838,1080,1108,1066,431
562,774,1424,642,646,482,935,750,702,776,250,743,1148,1022,1066,444
517,845,1262,802,648,482,935,750,543,935,247,592,1139,902,988,339
556,845,1107,955,650,482,935,366,879,983,247,571,951,873,830,427
556,840,1112,955,650,482,830,471,879,983,247,551,848,866,775,433
556,833,1119,955,650,482,811,490,874,945,290,548,837,884,720,417
570,815,1143,955,650,482,793,508,874,743,492,548,837,830,732,446
574,645,1316,955,556,576,790,511,869,662,578,545,835,775,732,446
