Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
1360,1152,926,690,208,178,552,317,711,622,1084,82,1091,689,471
1392,1152,770,846,205,181,590,317,749,801,962,88,1134,689,493
1390,1154,701,915,200,186,590,447,749,854,992,124,1273,689,493
1375,1206,700,917,194,192,531,468,754,854,995,124,1657,689,493
1374,1207,700,917,194,183,536,468,747,854,987,122,1456,689,532
1398,1162,701,961,194,183,536,471,747,854,984,122,1398,689,506
1399,1159,704,961,194,183,536,471,747,869,936,134,1334,636,467
1399,1159,472,1193,194,183,542,494,786,704,834,188,1285,533,441
1402,877,754,1193,192,154,598,494,786,690,659,222,1286,525,417
1392,980,772,1186,198,155,729,536,786,904,625,501,1252,506,322
1339,1038,695,1264,161,174,829,597,786,904,565,482,1297,506,322
1340,961,708,1330,133,202,832,597,776,904,840,465,1045,506,322
1197,1062,750,1330,133,202,971,597,743,864,881,465,1055,454,322
1194,1071,748,1327,119,221,1021,605,704,879,810,461,1007,406,322
1191,1074,717,1358,119,221,1004,605,663,879,899,475,1007,382,322
1106,1159,717,1303,174,221,1004,522,832,874,907,531,1007,499,322
906,1215,819,1297,218,224,997,433,855,828,906,612,1019,497,322
610,1508,822,1275,238,226,977,777,810,877,903,617,1032,567,322
459,1592,889,1196,317,226,980,777,935,880,901,713,1135,654,322
443,1614,889,1196,317,226,980,885,935,880,901,831,1249,682,322
438,1609,857,1238,316,227,854,1024,935,888,952,832,1249,682,322
437,1480,963,1262,316,227,725,1110,935,869,1009,834,1249,863,315
437,1480,960,1265,316,224,710,1225,830,865,1035,1012,1249,900,494
437,1479,954,1260,312,221,705,1237,811,864,1035,1021,1139,995,623
445,1462,970,1238,252,272,700,1237,793,839,1028,1044,1160,927,623
551,1281,1165,1182,318,271,728,1237,790,812,963,1062,1093,1010,608
551,1247,1083,1258,358,270,714,1199,793,809,974,1132,1093,982,448
604,1246,1084,1214,402,253,712,1196,735,922,1304,1113,1093,982,448
605,1246,1084,1193,423,208,718,1302,538,922,1268,1113,1092,983,448
608,1178,1152,1099,517,208,753,1326,516,941,1267,1363,1044,1022,444
608,1178,1152,1004,612,208,805,1326,533,943,1267,1469,1087,1097,442
426,1360,1152,926,690,208,861,1474,533,871,1267,1553,1087,1112,369
394,1392,1152,770,846,205,822,1829,495,692,1267,1539,1043,1124,347
395,1390,1154,701,915,200,822,1722,495,639,1223,1666,904,1221,356
357,1375,1206,700,917,194,822,1777,490,639,1179,1748,470,1249,506
421,1374,1207,700,917,194,817,1787,490,639,1179,1748,469,1278,473
397,1398,1162,701,961,194,817,1784,490,639,1179,1748,469,1278,473
396,1399,1159,704,961,194,817,1784,591,627,1179,1736,469,1278,473
396,1399,1159,472,1193,194,811,1761,552,685,1087,1682,469,1278,473
407,1402,877,754,1193,192,770,1761,626,687,1196,1670,468,1271,473
296,1392,980,772,1186,198,639,1719,816,473,1202,1391,468,1252,473
290,1339,1038,695,1264,161,540,1658,819,683,1207,1391,409,1252,473
287,1340,961,708,1330,133,579,1696,819,741,912,1391,409,1252,482
287,1197,1062,750,1330,133,440,1877,800,758,871,1390,354,1229,629
281,1194,1071,748,1327,119,401,1921,800,713,847,1390,326,1229,629
281,1191,1074,717,1358,119,402,1922,800,713,751,1376,327,1229,629
281,1106,1159,717,1303,174,656,1922,631,713,771,1320,658,1233,658
342,906,1215,819,1297,218,642,1882,608,707,772,1239,759,1239,658
383,610,1508,822,1275,238,651,1565,608,1057,767,1234,776,1167,658
383,459,1592,889,1196,317,633,1565,389,1283,767,1138,673,1081,658
390,443,1614,889,1196,317,633,1453,482,1283,767,1020,560,1053,658
410,438,1609,857,1238,316,633,1379,482,1275,716,1022,610,1056,658
454,437,1480,963,1262,316,676,1376,482,1274,659,1020,652,875,658
454,437,1480,960,1265,316,734,1261,482,1268,710,867,652,836,479
454,437,1479,954,1260,312,753,1249,482,1268,729,878,652,641,350
446,445,1462,970,1238,252,753,1249,482,1227,679,860,631,641,350
315,551,1281,1165,1182,318,723,1249,576,1209,668,842,631,539,350
335,551,1247,1083,1258,358,723,1249,573,1209,590,772,631,518,350
323,604,1246,1084,1214,402,723,1247,573,1096,256,771,631,537,382
322,605,1246,1084,1193,423,698,1206,573,1100,255,771,629,654,388
349,608,1178,1152,1099,517,663,1386,573,1081,312,527,628,620,388
418,608,1178,1152,1004,612,599,1387,556,1079,312,434,575,562,388
667,426,1360,1152,926,690,458,1212,556,1079,312,358,575,539,388
728,394,1392,1152,770,846,458,858,556,1079,479,358,586,549,390
763,395,1390,1154,701,915,458,839,556,1079,489,184,596,453,400
763,357,1375,1206,700,917,458,763,556,1079,530,118,613,427,250
699,421,1374,1207,700,917,458,812,556,1155,530,174,652,456,244
706,397,1398,1162,701,961,458,825,556,1253,530,193,825,456,285
767,396,1399,1159,704,961,458,959,455,1302,544,381,842,456,369
962,396,1399,1159,472,1193,458,959,455,1264,549,630,842,456,399
951,407,1402,877,754,1193,443,959,381,1190,440,609,842,456,399
986,296,1392,980,772,1186,501,988,396,1257,434,613,842,509,410
1014,290,1339,1038,695,1264,505,989,432,1091,429,677,842,512,481
1034,287,1340,961,708,1330,478,951,458,1033,420,682,842,518,627
1040,287,1197,1062,750,1330,500,770,476,1065,420,682,842,537,517
1040,281,1194,1071,748,1327,490,718,476,1065,425,683,843,551,517
1066,281,1191,1074,717,1358,490,717,568,1065,476,683,842,551,518
1184,281,1106,1159,717,1303,237,717,694,1065,447,683,511,420,491
1170,342,906,1215,819,1297,239,717,740,1052,446,683,398,414,491
1373,383,610,1508,822,1275,229,689,740,649,446,683,368,425,491
1402,383,459,1592,889,1196,229,689,739,420,446,683,368,456,491
1397,390,443,1614,889,1196,229,720,646,428,446,683,367,478,491
1380,410,438,1609,857,1238,229,722,648,491,446,680,317,552,491
1336,454,437,1480,963,1262,245,634,650,491,456,680,275,624,491
1336,454,437,1480,960,1265,270,634,650,491,379,655,280,645,491
1336,454,437,1479,954,1260,251,727,650,491,360,715,323,618,491
1336,446,445,1462,970,1238,251,762,650,491,360,747,383,757,491
1336,315,551,1281,1165,1182,251,762,556,510,374,752,424,746,491
1316,335,551,1247,1083,1258,251,762,556,510,375,784,477,743,491
1275,323,604,1246,1084,1214,255,799,558,511,375,934,481,724,459
1275,322,605,1246,1084,1193,279,730,600,515,375,995,481,643,453
1248,349,608,1178,1152,1099,279,526,605,515,318,990,483,638,453
1180,418,608,1178,1152,1004,279,525,605,515,318,977,476,598,453
931,667,426,1360,1152,926,279,512,605,679,318,969,476,715,453
882,728,394,1392,1152,770,283,511,605,682,151,976,465,713,473
896,763,395,1390,1154,701,295,507,605,702,380,977,455,753,471
896,763,357,1375,1206,700,295,523,605,760,352,961,438,753,517
896,699,421,1374,1207,700,295,531,605,734,352,928,493,695,703
1043,706,397,1398,1162,701,299,518,639,689,352,927,338,713,671
1121,767,396,1399,1159,704,310,385,684,637,338,739,402,766,647
947,962,396,1399,1159,472,336,406,761,611,333,490,471,839,640
977,951,407,1402,877,754,369,423,942,609,333,489,522,848,640
942,986,296,1392,980,772,311,394,771,542,333,485,547,795,629
927,1014,290,1339,1038,695,306,519,740,505,406,421,547,834,558
907,1034,287,1340,961,708,293,627,806,506,409,416,552,828,403
901,1040,287,1197,1062,750,271,708,788,457,509,423,552,810,366
990,1040,281,1194,1071,748,270,804,845,569,615,422,561,842,366
964,1066,281,1191,1074,717,269,858,797,618,592,422,561,852,365
846,1184,281,1106,1159,717,268,1013,671,668,624,485,563,852,363
799,1170,342,906,1215,819,266,1046,628,674,624,485,573,854,381
555,1373,383,610,1508,822,266,1134,629,674,680,565,573,843,381
526,1402,383,459,1592,889,266,1138,639,674,690,580,573,811,418
518,1397,390,443,1614,889,266,1108,642,670,690,580,647,789,418
515,1380,410,438,1609,857,266,1034,802,634,690,628,665,715,496
528,1336,454,437,1480,963,207,1034,955,634,680,636,680,651,555
528,1336,454,437,1480,960,126,1035,955,640,680,695,675,742,561
528,1336,454,437,1479,954,124,944,955,642,826,697,632,733,563
544,1336,446,445,1462,970,124,909,955,648,832,758,572,594,563
545,1336,315,551,1281,1165,124,909,955,657,856,782,539,607,563
545,1316,335,551,1247,1083,124,924,959,720,855,776,486,619,565
545,1275,323,604,1246,1084,120,888,1143,729,873,885,482,629,592
545,1275,322,605,1246,1084,96,888,1155,737,873,851,520,592,592
668,1248,349,608,1178,1152,97,890,1187,737,893,927,518,592,624
670,1180,418,608,1178,1152,97,891,1189,737,937,929,542,616,673
670,931,667,426,1360,1152,97,893,1349,573,946,929,569,499,717
658,882,728,394,1392,1152,93,893,1453,570,946,947,593,481,695
608,896,763,395,1390,1154,87,930,1547,550,716,946,593,440,680
690,896,763,357,1375,1206,95,915,1547,527,707,947,593,438,678
693,896,699,421,1374,1207,116,848,1558,553,826,924,499,457,501
562,1043,706,397,1398,1162,167,850,1538,508,1158,906,607,452,492
504,1121,767,396,1399,1159,579,849,1549,561,1221,993,619,399,432
511,947,962,396,1399,1159,589,832,1473,654,1252,1105,666,326,409
478,977,951,407,1402,877,564,820,1367,778,1270,1122,671,317,409
491,942,986,296,1392,980,698,821,1388,848,1373,1128,668,317,409
478,927,1014,290,1339,1038,708,722,1416,842,1403,1196,668,275,409
497,907,1034,287,1340,961,784,754,1408,841,1452,1279,699,275,409
513,901,1040,287,1197,1062,784,702,1425,854,1500,1278,699,274,409
424,990,1040,281,1194,1071,788,612,1467,743,1412,1278,689,228,409
424,964,1066,281,1191,1074,860,559,1437,694,1394,1320,689,218,415
425,846,1184,281,1106,1159,1055,410,1438,644,1362,1292,687,218,433
573,799,1170,342,906,1215,1208,388,1438,636,1362,1293,677,216,549
693,555,1373,383,610,1508,1302,306,1437,641,1306,1213,677,216,648
778,526,1402,383,459,1592,1608,302,1427,641,1296,1198,689,216,612
936,518,1397,390,443,1614,1659,332,1424,637,1296,1242,680,272,612
937,515,1380,410,438,1609,1671,347,1262,637,1296,1194,667,356,534
925,528,1336,454,437,1480,1669,377,1107,643,1296,1186,660,440,475
989,528,1336,454,437,1480,1690,480,1112,642,1296,1127,680,344,477
1032,528,1336,454,437,1479,1719,495,1119,661,1150,1045,680,344,574
1146,544,1336,446,445,1462,1737,577,1143,657,1144,947,680,344,587
1162,545,1336,315,551,1281,1758,717,1316,630,1106,918,672,346,587
1162,545,1316,335,551,1247,1776,809,1323,567,1106,892,672,365,608
1289,545,1275,323,604,1246,1779,883,1214,557,1088,633,672,402,581
1352,545,1275,322,605,1246,1779,884,1217,541,1088,606,634,419,585
1460,668,1248,349,608,1178,1778,882,1180,541,1090,529,642,419,553
1491,670,1180,418,608,1178,1783,883,1209,541,1047,527,645,395,588
1493,670,931,667,426,1360,1826,887,1049,541,1040,527,629,411,567
1533,658,882,728,394,1392,1841,889,1079,541,1108,502,606,411,567
1533,608,896,763,395,1390,1872,852,1040,541,1111,627,640,411,565
1452,690,896,763,357,1375,1883,851,1127,520,1108,705,704,433,521
