Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2,Accum_y-3
502,619,402,842,469,1334,433,522,1398
386,666,471,842,469,1285,433,522,1532
336,671,522,842,468,1286,485,538,1532
314,668,547,842,468,1252,485,576,1532
314,668,547,842,409,1297,486,577,1532
278,699,552,842,409,1045,517,660,1532
278,699,552,842,354,1055,517,683,1532
278,689,561,843,326,1007,532,703,1532
319,689,561,842,327,1007,538,901,1532
319,687,563,511,658,1007,578,1050,1527
319,677,573,398,759,1019,578,1017,1528
319,677,573,368,776,1032,578,985,1521
307,689,573,368,673,1135,578,1026,1493
247,680,647,367,560,1249,522,1079,1489
374,667,665,317,610,1249,515,1118,1489
374,660,680,275,652,1249,513,1127,1489
354,680,675,280,652,1249,506,1179,1517
380,680,632,323,652,1139,650,1086,1506
387,680,572,383,631,1160,650,1073,1500
387,672,539,424,631,1093,635,1073,1372
387,672,486,477,631,1093,608,1050,1371
387,672,482,481,631,1093,562,1072,1332
391,634,520,481,629,1092,545,1080,1318
384,642,518,483,628,1044,545,1102,1241
357,645,542,476,575,1087,545,1026,1213
346,629,569,476,575,1087,530,1016,1279
345,606,593,465,586,1043,528,1017,1151
311,640,593,455,596,904,530,1017,1058
247,704,593,438,613,470,525,1049,1020
230,721,499,493,652,469,500,1091,782
230,595,607,338,825,469,516,1091,550
230,502,619,402,842,469,513,1091,564
230,386,666,471,842,469,513,1091,437
224,336,671,522,842,468,461,1075,438
224,314,668,547,842,468,461,1042,438
225,314,668,547,842,409,460,1082,443
246,278,699,552,842,409,429,1059,445
258,278,699,552,842,354,429,1036,445
270,278,689,561,843,326,479,1021,445
229,319,689,561,842,327,518,817,445
239,319,687,563,511,658,593,650,445
239,319,677,573,398,759,726,549,443
240,319,677,573,368,776,745,482,443
431,307,689,573,368,673,746,440,434
444,247,680,647,367,560,746,387,434
339,374,667,665,317,610,666,348,434
427,374,660,680,275,652,605,339,434
433,354,680,675,280,652,609,279,406
417,380,680,632,323,652,526,273,361
446,387,680,572,383,631,558,273,342
446,387,672,539,424,631,558,293,314
446,387,672,486,477,631,555,293,312
446,387,672,482,481,631,555,273,312
442,391,634,520,481,629,555,292,312
441,384,642,518,483,628,568,271,286
464,357,645,542,476,575,568,271,267
486,346,629,569,476,575,567,314,198
515,345,606,593,465,586,567,313,324
522,311,640,593,455,596,565,313,366
674,247,704,593,438,613,548,281,367
674,230,721,499,493,652,553,230,364
675,230,595,607,338,825,543,235,262
687,230,502,619,402,842,544,241,329
691,230,386,666,471,842,550,266,322
762,224,336,671,522,842,554,266,321
822,224,314,668,547,842,560,263,321
832,225,314,668,547,842,560,228,316
817,246,278,699,552,842,573,168,317
805,258,278,699,552,842,594,255,317
793,270,278,689,561,843,529,251,317
793,229,319,689,561,842,484,251,317
783,239,319,687,563,511,369,251,317
783,239,319,677,573,398,236,251,317
782,240,319,677,573,368,217,251,317
591,431,307,689,573,368,216,251,317
573,444,247,680,647,367,216,290,317
591,339,374,667,665,317,216,362,317
516,427,374,660,680,275,187,396,317
510,433,354,680,675,280,190,443,317
500,417,380,680,632,323,129,447,317
634,446,387,680,572,383,106,447,317
717,446,387,672,539,424,106,427,402
721,446,387,672,486,477,162,427,438
768,446,387,672,482,481,184,425,438
805,442,391,634,520,481,189,394,440
875,441,384,642,518,483,227,393,440
958,464,357,645,542,476,252,385,471
950,486,346,629,569,476,252,329,469
1056,515,345,606,593,465,252,329,422
1104,522,311,640,593,455,252,415,409
977,674,247,704,593,438,252,417,409
977,674,230,721,499,493,263,453,409
976,675,230,595,607,338,265,517,410
964,687,230,502,619,402,318,526,282
960,691,230,386,666,471,340,512,282
889,762,224,336,671,522,342,529,282
829,822,224,314,668,547,336,527,282
818,832,225,314,668,547,336,523,285
815,817,246,278,699,552,323,523,282
823,805,258,278,699,552,302,436,282
846,793,270,278,689,561,302,435,282
856,793,229,319,689,561,302,435,282
915,783,239,319,687,563,342,435,282
922,783,239,319,677,573,383,435,282
922,782,240,319,677,573,383,443,282
922,591,431,307,689,573,406,472,282
922,573,444,247,680,647,470,515,282
877,591,339,374,667,665,476,446,282
906,516,427,374,660,680,476,412,283
906,510,433,354,680,675,460,514,284
906,500,417,380,680,632,463,510,284
736,634,446,387,680,572,455,510,284
653,717,446,387,672,539,564,510,202
682,721,446,387,672,486,568,510,287
635,768,446,387,672,482,545,542,299
598,805,442,391,634,520,551,563,326
528,875,441,384,642,518,500,569,370
520,958,464,357,645,542,475,569,518
517,950,486,346,629,569,475,571,525
382,1056,515,345,606,593,475,571,432
327,1104,522,311,640,593,545,523,403
302,977,674,247,704,593,568,538,402
317,977,674,230,721,499,559,503,402
317,976,675,230,595,607,565,502,401
317,964,687,230,502,619,607,694,401
427,960,691,230,386,666,590,892,405
432,889,762,224,336,671,584,877,413
432,829,822,224,314,668,584,877,413
432,818,832,225,314,668,584,984,410
557,815,817,246,278,699,584,984,452
571,823,805,258,278,699,677,992,464
548,846,793,270,278,689,766,992,500
538,856,793,229,319,689,766,992,500
876,915,783,239,319,687,726,992,506
869,922,783,239,319,677,685,992,574
908,922,782,240,319,677,685,984,821
959,922,591,431,307,689,662,955,1091
1144,922,573,444,247,680,723,873,1091
1191,877,591,339,374,667,721,870,1121
1160,906,516,427,374,660,722,870,1158
1173,906,510,433,354,680,737,721,1157
1197,906,500,417,380,680,734,721,1247
1247,736,634,446,387,680,733,721,1247
1385,653,717,446,387,672,624,721,1244
1384,682,721,446,387,672,563,721,1123
1384,635,768,446,387,672,563,689,1111
1487,598,805,442,391,634,796,668,1179
1512,528,875,441,384,642,796,675,1135
1428,520,958,464,357,645,796,675,956
1468,517,950,486,346,629,796,673,949
1468,382,1056,515,345,606,796,707,984
1468,327,1104,522,311,640,772,669,1005
1470,302,977,674,247,704,749,710,1022
1456,317,977,674,230,721,740,709,1046
1456,317,976,675,230,595,758,640,1046
1456,317,964,687,230,502,660,433,1046
1346,427,960,691,230,386,649,224,1131
1341,432,889,762,224,336,649,222,1123
1341,432,829,822,224,314,649,295,1161
1341,432,818,832,225,314,649,208,1161
1213,557,815,817,246,278,649,299,1120
1191,571,823,805,258,278,556,291,1108
1288,548,846,793,270,278,468,291,1240
1338,538,856,793,229,319,468,291,1240
941,876,915,783,239,319,468,291,1234
941,869,922,783,239,319,468,291,1230
1017,908,922,782,240,319,468,305,983
1114,959,922,591,431,307,468,326,713
929,1144,922,573,444,247,343,326,713
898,1191,877,591,339,374,339,327,683
879,1160,906,516,427,374,338,423,645
866,1173,906,510,433,354,323,423,645
842,1197,906,500,417,380,323,444,555
933,1247,736,634,446,387,325,444,555
803,1385,653,717,446,387,326,444,555
782,1384,682,721,446,387,326,444,555
782,1384,635,768,446,387,376,444,555
681,1487,598,805,442,391,334,444,458
656,1512,528,875,441,384,392,431,484
642,1428,520,958,464,357,456,484,523
591,1468,517,950,486,346,505,587,549
591,1468,382,1056,515,345,505,568,537
591,1468,327,1104,522,311,493,606,611
608,1470,302,977,674,247,507,548,594
624,1456,317,977,674,230,759,548,570
625,1456,317,976,675,230,772,623,570
629,1456,317,964,687,230,848,671,570
629,1346,427,960,691,230,848,695,481
629,1341,432,889,762,224,848,705,481
629,1341,432,829,822,224,848,634,443
629,1341,432,818,832,225,848,614,443
629,1213,557,815,817,246,848,523,442
629,1191,571,823,805,258,848,523,442
532,1288,548,846,793,270,847,523,274
482,1338,538,856,793,229,847,523,281
482,941,876,915,783,239,847,525,281
482,941,869,922,783,239,957,661,217
367,1017,908,922,782,240,957,715,217
219,1114,959,922,591,431,1024,724,232
219,929,1144,922,573,444,1024,776,392
223,898,1191,877,591,339,1024,775,392
223,879,1160,906,516,427,1027,679,392
223,866,1173,906,510,433,1076,679,396
223,842,1197,906,500,417,1093,681,398
82,933,1247,736,634,446,1091,689,471
88,803,1385,653,717,446,1134,689,493
124,782,1384,682,721,446,1273,689,493
124,782,1384,635,768,446,1657,689,493
122,681,1487,598,805,442,1456,689,532
122,656,1512,528,875,441,1398,689,506
134,642,1428,520,958,464,1334,636,467
188,591,1468,517,950,486,1285,533,441
222,591,1468,382,1056,515,1286,525,417
501,591,1468,327,1104,522,1252,506,322
482,608,1470,302,977,674,1297,506,322
465,624,1456,317,977,674,1045,506,322
465,625,1456,317,976,675,1055,454,322
461,629,1456,317,964,687,1007,406,322
475,629,1346,427,960,691,1007,382,322
531,629,1341,432,889,762,1007,499,322
612,629,1341,432,829,822,1019,497,322
617,629,1341,432,818,832,1032,567,322
713,629,1213,557,815,817,1135,654,322
831,629,1191,571,823,805,1249,682,322
832,532,1288,548,846,793,1249,682,322
834,482,1338,538,856,793,1249,863,315
1012,482,941,876,915,783,1249,900,494
1021,482,941,869,922,783,1139,995,623
1044,367,1017,908,922,782,1160,927,623
1062,219,1114,959,922,591,1093,1010,608
1132,219,929,1144,922,573,1093,982,448
1113,223,898,1191,877,591,1093,982,448
1113,223,879,1160,906,516,1092,983,448
1363,223,866,1173,906,510,1044,1022,444
1469,223,842,1197,906,500,1087,1097,442
1553,82,933,1247,736,634,1087,1112,369
1539,88,803,1385,653,717,1043,1124,347
1666,124,782,1384,682,721,904,1221,356
1748,124,782,1384,635,768,470,1249,506
1748,122,681,1487,598,805,469,1278,473
1748,122,656,1512,528,875,469,1278,473
1736,134,642,1428,520,958,469,1278,473
1682,188,591,1468,517,950,469,1278,473
1670,222,591,1468,382,1056,468,1271,473
1391,501,591,1468,327,1104,468,1252,473
1391,482,608,1470,302,977,409,1252,473
1391,465,624,1456,317,977,409,1252,482
1390,465,625,1456,317,976,354,1229,629
1390,461,629,1456,317,964,326,1229,629
1376,475,629,1346,427,960,327,1229,629
1320,531,629,1341,432,889,658,1233,658
1239,612,629,1341,432,829,759,1239,658
1234,617,629,1341,432,818,776,1167,658
1138,713,629,1213,557,815,673,1081,658
1020,831,629,1191,571,823,560,1053,658
1022,832,532,1288,548,846,610,1056,658
1020,834,482,1338,538,856,652,875,658
867,1012,482,941,876,915,652,836,479
878,1021,482,941,869,922,652,641,350
860,1044,367,1017,908,922,631,641,350
842,1062,219,1114,959,922,631,539,350
772,1132,219,929,1144,922,631,518,350
771,1113,223,898,1191,877,631,537,382
771,1113,223,879,1160,906,629,654,388
527,1363,223,866,1173,906,628,620,388
434,1469,223,842,1197,906,575,562,388
358,1553,82,933,1247,736,575,539,388
358,1539,88,803,1385,653,586,549,390
184,1666,124,782,1384,682,596,453,400
118,1748,124,782,1384,635,613,427,250
174,1748,122,681,1487,598,652,456,244
193,1748,122,656,1512,528,825,456,285
381,1736,134,642,1428,520,842,456,369
630,1682,188,591,1468,517,842,456,399
609,1670,222,591,1468,382,842,456,399
613,1391,501,591,1468,327,842,509,410
677,1391,482,608,1470,302,842,512,481
682,1391,465,624,1456,317,842,518,627
682,1390,465,625,1456,317,842,537,517
683,1390,461,629,1456,317,843,551,517
683,1376,475,629,1346,427,842,551,518
683,1320,531,629,1341,432,511,420,491
683,1239,612,629,1341,432,398,414,491
683,1234,617,629,1341,432,368,425,491
683,1138,713,629,1213,557,368,456,491
683,1020,831,629,1191,571,367,478,491
680,1022,832,532,1288,548,317,552,491
680,1020,834,482,1338,538,275,624,491
655,867,1012,482,941,876,280,645,491
715,878,1021,482,941,869,323,618,491
747,860,1044,367,1017,908,383,757,491
752,842,1062,219,1114,959,424,746,491
784,772,1132,219,929,1144,477,743,491
934,771,1113,223,898,1191,481,724,459
995,771,1113,223,879,1160,481,643,453
990,527,1363,223,866,1173,483,638,453
977,434,1469,223,842,1197,476,598,453
969,358,1553,82,933,1247,476,715,453
976,358,1539,88,803,1385,465,713,473
977,184,1666,124,782,1384,455,753,471
961,118,1748,124,782,1384,438,753,517
928,174,1748,122,681,1487,493,695,703
927,193,1748,122,656,1512,338,713,671
739,381,1736,134,642,1428,402,766,647
490,630,1682,188,591,1468,471,839,640
489,609,1670,222,591,1468,522,848,640
485,613,1391,501,591,1468,547,795,629
421,677,1391,482,608,1470,547,834,558
416,682,1391,465,624,1456,552,828,403
423,682,1390,465,625,1456,552,810,366
422,683,1390,461,629,1456,561,842,366
422,683,1376,475,629,1346,561,852,365
485,683,1320,531,629,1341,563,852,363
485,683,1239,612,629,1341,573,854,381
565,683,1234,617,629,1341,573,843,381
580,683,1138,713,629,1213,573,811,418
580,683,1020,831,629,1191,647,789,418
628,680,1022,832,532,1288,665,715,496
636,680,1020,834,482,1338,680,651,555
695,655,867,1012,482,941,675,742,561
697,715,878,1021,482,941,632,733,563
758,747,860,1044,367,1017,572,594,563
782,752,842,1062,219,1114,539,607,563
776,784,772,1132,219,929,486,619,565
885,934,771,1113,223,898,482,629,592
851,995,771,1113,223,879,520,592,592
927,990,527,1363,223,866,518,592,624
929,977,434,1469,223,842,542,616,673
929,969,358,1553,82,933,569,499,717
947,976,358,1539,88,803,593,481,695
946,977,184,1666,124,782,593,440,680
947,961,118,1748,124,782,593,438,678
924,928,174,1748,122,681,499,457,501
906,927,193,1748,122,656,607,452,492
993,739,381,1736,134,642,619,399,432
1105,490,630,1682,188,591,666,326,409
1122,489,609,1670,222,591,671,317,409
1128,485,613,1391,501,591,668,317,409
1196,421,677,1391,482,608,668,275,409
1279,416,682,1391,465,624,699,275,409
1278,423,682,1390,465,625,699,274,409
1278,422,683,1390,461,629,689,228,409
1320,422,683,1376,475,629,689,218,415
1292,485,683,1320,531,629,687,218,433
1293,485,683,1239,612,629,677,216,549
1213,565,683,1234,617,629,677,216,648
1198,580,683,1138,713,629,689,216,612
1242,580,683,1020,831,629,680,272,612
1194,628,680,1022,832,532,667,356,534
1186,636,680,1020,834,482,660,440,475
1127,695,655,867,1012,482,680,344,477
1045,697,715,878,1021,482,680,344,574
947,758,747,860,1044,367,680,344,587
918,782,752,842,1062,219,672,346,587
892,776,784,772,1132,219,672,365,608
633,885,934,771,1113,223,672,402,581
606,851,995,771,1113,223,634,419,585
529,927,990,527,1363,223,642,419,553
527,929,977,434,1469,223,645,395,588
527,929,969,358,1553,82,629,411,567
502,947,976,358,1539,88,606,411,567
627,946,977,184,1666,124,640,411,565
705,947,961,118,1748,124,704,433,521
803,924,928,174,1748,122,721,441,521
832,906,927,193,1748,122,595,428,522
757,993,739,381,1736,134,502,433,522
714,1105,490,630,1682,188,386,433,522
707,1122,489,609,1670,222,336,485,538
777,1128,485,613,1391,501,314,485,576
709,1196,421,677,1391,482,314,486,577
704,1279,416,682,1391,465,278,517,660
706,1278,423,682,1390,465,278,517,683
735,1278,422,683,1390,461,278,532,703
731,1320,422,683,1376,475,319,538,901
698,1292,485,683,1320,531,319,578,1050
704,1293,485,683,1239,612,319,578,1017
712,1213,565,683,1234,617,319,578,985
712,1198,580,683,1138,713,307,578,1026
668,1242,580,683,1020,831,247,522,1079
746,1194,628,680,1022,832,374,515,1118
904,1186,636,680,1020,834,374,513,1127
959,1127,695,655,867,1012,354,506,1179
1014,1045,697,715,878,1021,380,650,1086
1015,947,758,747,860,1044,387,650,1073
1015,918,782,752,842,1062,387,635,1073
1015,892,776,784,772,1132,387,608,1050
1015,633,885,934,771,1113,387,562,1072
1015,606,851,995,771,1113,391,545,1080
1015,529,927,990,527,1363,384,545,1102
1036,527,929,977,434,1469,357,545,1026
1036,527,929,969,358,1553,346,530,1016
1039,502,947,976,358,1539,345,528,1017
914,627,946,977,184,1666,311,530,1017
836,705,947,961,118,1748,247,525,1049
738,803,924,928,174,1748,230,500,1091
709,832,906,927,193,1748,230,516,1091
697,757,993,739,381,1736,230,513,1091
628,714,1105,490,630,1682,230,513,1091
622,707,1122,489,609,1670,224,461,1075
591,777,1128,485,613,1391,224,461,1042
601,709,1196,421,677,1391,225,460,1082
707,704,1279,416,682,1391,246,429,1059
706,706,1278,423,682,1390,258,429,1036
704,735,1278,422,683,1390,270,479,1021
801,731,1320,422,683,1376,229,518,817
914,698,1292,485,683,1320,239,593,650
930,704,1293,485,683,1239,239,726,549
1066,712,1213,565,683,1234,240,745,482
1066,712,1198,580,683,1138,431,746,440
1066,668,1242,580,683,1020,444,746,387
988,746,1194,628,680,1022,339,666,348
830,904,1186,636,680,1020,427,605,339
775,959,1127,695,655,867,433,609,279
720,1014,1045,697,715,878,417,526,273
732,1015,947,758,747,860,446,558,273
732,1015,918,782,752,842,446,558,293
777,1015,892,776,784,772,446,555,293
880,1015,633,885,934,771,446,555,273
999,1015,606,851,995,771,442,555,292
1016,1015,529,927,990,527,441,568,271
1042,1036,527,929,977,434,464,568,271
1206,1036,527,929,969,358,486,567,314
1294,1039,502,947,976,358,515,567,313
1328,914,627,946,977,184,522,565,313
1412,836,705,947,961,118,674,548,281
1412,738,803,924,928,174,674,553,230
1429,709,832,906,927,193,675,543,235
1499,697,757,993,739,381,687,544,241
1523,628,714,1105,490,630,691,550,266
1519,622,707,1122,489,609,762,554,266
1509,591,777,1128,485,613,822,560,263
1499,601,709,1196,421,677,832,560,228
1315,707,704,1279,416,682,817,573,168
1308,706,706,1278,423,682,805,594,255
1281,704,735,1278,422,683,793,529,251
1146,801,731,1320,422,683,793,484,251
1031,914,698,1292,485,683,783,369,251
1008,930,704,1293,485,683,783,236,251
870,1066,712,1213,565,683,782,217,251
920,1066,712,1198,580,683,591,216,251
955,1066,668,1242,580,683,573,216,290
992,988,746,1194,628,680,591,216,362
992,830,904,1186,636,680,516,187,396
1207,775,959,1127,695,655,510,190,443
1211,720,1014,1045,697,715,500,129,447
1219,732,1015,947,758,747,634,106,447
1224,732,1015,918,782,752,717,106,427
1179,777,1015,892,776,784,721,162,427
1076,880,1015,633,885,934,768,184,425
976,999,1015,606,851,995,805,189,394
972,1016,1015,529,927,990,875,227,393
954,1042,1036,527,929,977,958,252,385
831,1206,1036,527,929,969,950,252,329
740,1294,1039,502,947,976,1056,252,329
706,1328,914,627,946,977,1104,252,415
621,1412,836,705,947,961,977,252,417
621,1412,738,803,924,928,977,263,453
604,1429,709,832,906,927,976,265,517
534,1499,697,757,993,739,964,318,526
510,1523,628,714,1105,490,960,340,512
510,1519,622,707,1122,489,889,342,529
475,1509,591,777,1128,485,829,336,527
475,1499,601,709,1196,421,818,336,523
475,1315,707,704,1279,416,815,323,523
475,1308,706,706,1278,423,823,302,436
475,1281,704,735,1278,422,846,302,435
475,1146,801,731,1320,422,856,302,435
475,1031,914,698,1292,485,915,342,435
475,1008,930,704,1293,485,922,383,435
469,870,1066,712,1213,565,922,383,443
419,920,1066,712,1198,580,922,406,472
384,955,1066,668,1242,580,922,470,515
347,992,988,746,1194,628,877,476,446
347,992,830,904,1186,636,906,476,412
132,1207,775,959,1127,695,906,460,514
128,1211,720,1014,1045,697,906,463,510
107,1219,732,1015,947,758,736,455,510
102,1224,732,1015,918,782,653,564,510
102,1179,777,1015,892,776,682,568,510
102,1076,880,1015,633,885,635,545,542
83,976,999,1015,606,851,598,551,563
136,972,1016,1015,529,927,528,500,569
107,954,1042,1036,527,929,520,475,569
66,831,1206,1036,527,929,517,475,571
66,740,1294,1039,502,947,382,475,571
66,706,1328,914,627,946,327,545,523
90,621,1412,836,705,947,302,568,538
92,621,1412,738,803,924,317,559,503
92,604,1429,709,832,906,317,565,502
198,534,1499,697,757,993,317,607,694
279,510,1523,628,714,1105,427,590,892
370,510,1519,622,707,1122,432,584,877
370,475,1509,591,777,1128,432,584,877
398,475,1499,601,709,1196,432,584,984
413,475,1315,707,704,1279,557,584,984
433,475,1308,706,706,1278,571,677,992
444,475,1281,704,735,1278,548,766,992
479,475,1146,801,731,1320,538,766,992
638,475,1031,914,698,1292,876,726,992
724,475,1008,930,704,1293,869,685,992
724,469,870,1066,712,1213,908,685,984
762,419,920,1066,712,1198,959,662,955
902,384,955,1066,668,1242,1144,723,873
903,347,992,988,746,1194,1191,721,870
903,347,992,830,904,1186,1160,722,870
903,132,1207,775,959,1127,1173,737,721
903,128,1211,720,1014,1045,1197,734,721
951,107,1219,732,1015,947,1247,733,721
1112,102,1224,732,1015,918,1385,624,721
1159,102,1179,777,1015,892,1384,563,721
1177,102,1076,880,1015,633,1384,563,689
1183,83,976,999,1015,606,1487,796,668
1123,136,972,1016,1015,529,1512,796,675
1195,107,954,1042,1036,527,1428,796,675
1443,66,831,1206,1036,527,1468,796,673
1443,66,740,1294,1039,502,1468,796,707
1443,66,706,1328,914,627,1468,772,669
1419,90,621,1412,836,705,1470,749,710
1417,92,621,1412,738,803,1456,740,709
1417,92,604,1429,709,832,1456,758,640
1311,198,534,1499,697,757,1456,660,433
1261,279,510,1523,628,714,1346,649,224
1204,370,510,1519,622,707,1341,649,222
1278,370,475,1509,591,777,1341,649,295
1250,398,475,1499,601,709,1341,649,208
1235,413,475,1315,707,704,1213,649,299
1220,433,475,1308,706,706,1191,556,291
1237,444,475,1281,704,735,1288,468,291
1290,479,475,1146,801,731,1338,468,291
1175,638,475,1031,914,698,941,468,291
1213,724,475,1008,930,704,941,468,291
1267,724,469,870,1066,712,1017,468,305
1230,762,419,920,1066,712,1114,468,326
1122,902,384,955,1066,668,929,343,326
1173,903,347,992,988,746,898,339,327
1266,903,347,992,830,904,879,338,423
1383,903,132,1207,775,959,866,323,423
1425,903,128,1211,720,1014,842,323,444
1448,951,107,1219,732,1015,933,325,444
1409,1112,102,1224,732,1015,803,326,444
1376,1159,102,1179,777,1015,782,326,444
1399,1177,102,1076,880,1015,782,376,444
1401,1183,83,976,999,1015,681,334,444
1398,1123,136,972,1016,1015,656,392,431
1374,1195,107,954,1042,1036,642,456,484
1320,1443,66,831,1206,1036,591,505,587
1495,1443,66,740,1294,1039,591,505,568
1529,1443,66,706,1328,914,591,493,606
1589,1419,90,621,1412,836,608,507,548
1618,1417,92,621,1412,738,624,759,548
1618,1417,92,604,1429,709,625,772,623
1713,1311,198,534,1499,697,629,848,671
1689,1261,279,510,1523,628,629,848,695
1656,1204,370,510,1519,622,629,848,705
1583,1278,370,475,1509,591,629,848,634
1591,1250,398,475,1499,601,629,848,614
1593,1235,413,475,1315,707,629,848,523
1588,1220,433,475,1308,706,629,848,523
1560,1237,444,475,1281,704,532,847,523
1472,1290,479,475,1146,801,482,847,523
1428,1175,638,475,1031,914,482,847,525
1304,1213,724,475,1008,930,482,957,661
1307,1267,724,469,870,1066,367,957,715
1382,1230,762,419,920,1066,219,1024,724
1417,1122,902,384,955,1066,219,1024,776
1369,1173,903,347,992,988,223,1024,775
1313,1266,903,347,992,830,223,1027,679
1197,1383,903,132,1207,775,223,1076,679
1155,1425,903,128,1211,720,223,1093,681
1084,1448,951,107,1219,732,82,1091,689
962,1409,1112,102,1224,732,88,1134,689
992,1376,1159,102,1179,777,124,1273,689
995,1399,1177,102,1076,880,124,1657,689
987,1401,1183,83,976,999,122,1456,689
984,1398,1123,136,972,1016,122,1398,689
936,1374,1195,107,954,1042,134,1334,636
834,1320,1443,66,831,1206,188,1285,533
659,1495,1443,66,740,1294,222,1286,525
625,1529,1443,66,706,1328,501,1252,506
565,1589,1419,90,621,1412,482,1297,506
840,1618,1417,92,621,1412,465,1045,506
881,1618,1417,92,604,1429,465,1055,454
810,1713,1311,198,534,1499,461,1007,406
899,1689,1261,279,510,1523,475,1007,382
907,1656,1204,370,510,1519,531,1007,499
906,1583,1278,370,475,1509,612,1019,497
903,1591,1250,398,475,1499,617,1032,567
901,1593,1235,413,475,1315,713,1135,654
901,1588,1220,433,475,1308,831,1249,682
952,1560,1237,444,475,1281,832,1249,682
1009,1472,1290,479,475,1146,834,1249,863
1035,1428,1175,638,475,1031,1012,1249,900
1035,1304,1213,724,475,1008,1021,1139,995
1028,1307,1267,724,469,870,1044,1160,927
963,1382,1230,762,419,920,1062,1093,1010
974,1417,1122,902,384,955,1132,1093,982
1304,1369,1173,903,347,992,1113,1093,982
1268,1313,1266,903,347,992,1113,1092,983
1267,1197,1383,903,132,1207,1363,1044,1022
1267,1155,1425,903,128,1211,1469,1087,1097
1267,1084,1448,951,107,1219,1553,1087,1112
1267,962,1409,1112,102,1224,1539,1043,1124
1223,992,1376,1159,102,1179,1666,904,1221
1179,995,1399,1177,102,1076,1748,470,1249
1179,987,1401,1183,83,976,1748,469,1278
1179,984,1398,1123,136,972,1748,469,1278
1179,936,1374,1195,107,954,1736,469,1278
1087,834,1320,1443,66,831,1682,469,1278
1196,659,1495,1443,66,740,1670,468,1271
1202,625,1529,1443,66,706,1391,468,1252
1207,565,1589,1419,90,621,1391,409,1252
912,840,1618,1417,92,621,1391,409,1252
871,881,1618,1417,92,604,1390,354,1229
847,810,1713,1311,198,534,1390,326,1229
751,899,1689,1261,279,510,1376,327,1229
771,907,1656,1204,370,510,1320,658,1233
772,906,1583,1278,370,475,1239,759,1239
767,903,1591,1250,398,475,1234,776,1167
767,901,1593,1235,413,475,1138,673,1081
767,901,1588,1220,433,475,1020,560,1053
716,952,1560,1237,444,475,1022,610,1056
659,1009,1472,1290,479,475,1020,652,875
710,1035,1428,1175,638,475,867,652,836
729,1035,1304,1213,724,475,878,652,641
679,1028,1307,1267,724,469,860,631,641
668,963,1382,1230,762,419,842,631,539
590,974,1417,1122,902,384,772,631,518
256,1304,1369,1173,903,347,771,631,537
255,1268,1313,1266,903,347,771,629,654
312,1267,1197,1383,903,132,527,628,620
312,1267,1155,1425,903,128,434,575,562
312,1267,1084,1448,951,107,358,575,539
479,1267,962,1409,1112,102,358,586,549
489,1223,992,1376,1159,102,184,596,453
530,1179,995,1399,1177,102,118,613,427
530,1179,987,1401,1183,83,174,652,456
530,1179,984,1398,1123,136,193,825,456
544,1179,936,1374,1195,107,381,842,456
549,1087,834,1320,1443,66,630,842,456
440,1196,659,1495,1443,66,609,842,456
434,1202,625,1529,1443,66,613,842,509
429,1207,565,1589,1419,90,677,842,512
420,912,840,1618,1417,92,682,842,518
420,871,881,1618,1417,92,682,842,537
425,847,810,1713,1311,198,683,843,551
476,751,899,1689,1261,279,683,842,551
447,771,907,1656,1204,370,683,511,420
446,772,906,1583,1278,370,683,398,414
446,767,903,1591,1250,398,683,368,425
446,767,901,1593,1235,413,683,368,456
446,767,901,1588,1220,433,683,367,478
446,716,952,1560,1237,444,680,317,552
456,659,1009,1472,1290,479,680,275,624
379,710,1035,1428,1175,638,655,280,645
360,729,1035,1304,1213,724,715,323,618
360,679,1028,1307,1267,724,747,383,757
374,668,963,1382,1230,762,752,424,746
375,590,974,1417,1122,902,784,477,743
375,256,1304,1369,1173,903,934,481,724
375,255,1268,1313,1266,903,995,481,643
318,312,1267,1197,1383,903,990,483,638
318,312,1267,1155,1425,903,977,476,598
318,312,1267,1084,1448,951,969,476,715
151,479,1267,962,1409,1112,976,465,713
380,489,1223,992,1376,1159,977,455,753
352,530,1179,995,1399,1177,961,438,753
352,530,1179,987,1401,1183,928,493,695
352,530,1179,984,1398,1123,927,338,713
338,544,1179,936,1374,1195,739,402,766
333,549,1087,834,1320,1443,490,471,839
333,440,1196,659,1495,1443,489,522,848
333,434,1202,625,1529,1443,485,547,795
406,429,1207,565,1589,1419,421,547,834
409,420,912,840,1618,1417,416,552,828
509,420,871,881,1618,1417,423,552,810
615,425,847,810,1713,1311,422,561,842
592,476,751,899,1689,1261,422,561,852
624,447,771,907,1656,1204,485,563,852
624,446,772,906,1583,1278,485,573,854
680,446,767,903,1591,1250,565,573,843
690,446,767,901,1593,1235,580,573,811
690,446,767,901,1588,1220,580,647,789
690,446,716,952,1560,1237,628,665,715
680,456,659,1009,1472,1290,636,680,651
680,379,710,1035,1428,1175,695,675,742
826,360,729,1035,1304,1213,697,632,733
832,360,679,1028,1307,1267,758,572,594
856,374,668,963,1382,1230,782,539,607
855,375,590,974,1417,1122,776,486,619
873,375,256,1304,1369,1173,885,482,629
873,375,255,1268,1313,1266,851,520,592
893,318,312,1267,1197,1383,927,518,592
937,318,312,1267,1155,1425,929,542,616
946,318,312,1267,1084,1448,929,569,499
