Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7
491,658,337,1027,1221,952,981,646,838
491,658,340,1025,1211,952,621,601,755
491,658,340,901,1211,952,665,597,744
491,658,370,904,1259,952,573,684,743
491,658,496,821,1263,873,562,689,763
491,658,550,784,1079,873,578,689,807
491,479,581,819,1160,822,594,689,810
491,350,581,819,1174,822,594,689,834
491,350,596,541,1147,834,594,689,926
491,350,703,553,1108,791,595,689,884
491,350,950,552,1108,829,651,689,880
459,382,871,598,1137,796,873,689,880
453,388,905,616,1137,936,1187,689,874
453,388,1257,616,1147,944,1353,689,874
453,388,1400,616,1147,929,1417,689,876
453,388,1421,529,1133,867,1445,689,884
473,390,1411,530,1138,854,1765,689,744
471,400,1412,530,941,823,1795,689,816
517,250,1413,495,1098,748,1853,689,816
703,244,1416,519,952,618,2031,689,831
671,285,1465,444,1081,613,2130,689,398
647,369,1651,275,1073,720,2088,689,402
640,399,1702,228,1128,696,2086,689,403
640,399,1720,227,1134,636,2089,718,502
629,410,1666,225,1205,663,2089,822,569
558,481,1716,247,1292,667,2008,1028,637
403,627,1739,356,1391,667,2008,849,671
366,517,1857,502,1271,636,2038,779,706
366,517,1886,505,1161,657,2069,899,706
365,518,2073,505,1055,677,2017,844,713
363,491,2089,504,1050,691,1971,750,967
381,491,2072,527,1195,691,1965,735,1073
381,491,2111,527,1247,691,1966,717,1124
418,491,2138,520,1252,693,1940,693,1124
418,491,2154,515,1231,693,1956,611,1115
496,491,2127,515,1226,698,1986,615,1095
555,491,2080,515,1235,700,1955,615,1051
561,491,2049,480,1142,700,1939,615,1176
563,491,2049,480,1159,705,1940,630,1176
563,491,2034,479,1172,696,1940,673,1194
563,491,1984,465,1242,696,1939,675,1170
565,491,1742,535,1354,614,1883,675,1170
592,459,1731,494,1467,614,1661,675,1180
592,453,1697,512,1467,470,1347,675,1188
624,453,1406,551,1550,469,1181,675,1291
673,453,1228,611,1616,469,1182,675,1291
717,453,1123,631,1650,481,1139,694,1283
695,473,1132,631,1643,481,765,743,1264
680,471,1141,713,1642,481,683,847,1259
678,517,1144,796,1483,413,624,877,1266
501,703,1209,788,1503,415,415,878,1254
492,671,1188,801,1409,414,316,977,1246
432,647,1005,812,1355,221,296,982,1303
409,640,953,856,1303,226,274,982,1349
409,640,935,898,1297,226,293,953,1252
409,629,935,898,1228,200,293,849,1170
409,558,872,844,1244,246,291,645,1102
409,403,849,715,1164,259,291,644,1068
409,366,731,562,1110,312,281,641,1033
409,366,702,559,1242,291,255,571,1033
415,365,515,559,1276,420,279,686,1026
433,363,504,559,1290,695,330,714,772
549,381,504,536,1181,816,343,642,719
648,381,469,536,1251,847,355,644,668
612,418,479,535,1263,850,311,644,668
612,418,437,535,1249,850,295,639,668
534,496,338,535,1247,864,265,753,723
475,555,331,535,1271,980,290,806,729
477,561,331,537,1272,1141,382,833,613
574,563,387,537,1240,1136,384,915,657
587,563,412,552,1227,1132,384,990,549
587,563,511,564,1157,1132,385,988,561
608,565,509,493,1046,1139,385,990,665
581,592,524,496,903,1158,390,1051,655
585,592,530,547,962,1317,393,1148,647
553,624,572,508,918,1478,482,1192,544
588,673,619,496,884,1559,516,1200,542
567,717,624,609,854,1617,523,1182,542
567,695,758,763,869,1620,523,1162,548
565,680,841,681,869,1625,513,1058,517
521,678,875,598,870,1632,512,1041,512
521,501,1048,582,946,1633,512,1049,509
522,492,1354,569,939,1622,543,1091,488
522,432,1398,558,948,1600,590,1168,457
522,409,1532,514,1147,1671,633,1240,410
538,409,1532,472,1391,1671,611,1339,403
576,409,1532,472,1343,1691,611,1360,403
577,409,1532,472,1240,1641,628,1391,403
660,409,1532,472,1221,1668,665,1391,403
683,409,1532,472,1222,1615,680,1382,403
703,409,1532,472,1104,1602,675,1315,403
901,415,1532,472,1070,1451,635,1184,403
1050,433,1527,472,1056,1158,589,1135,403
1017,549,1528,472,1020,1037,582,1141,350
985,648,1521,472,898,1006,588,1142,350
1026,612,1493,507,881,1001,592,1169,350
1079,612,1489,517,868,1001,590,1242,350
1118,534,1489,517,871,982,607,1123,295
1127,475,1489,517,851,865,582,1160,315
1179,477,1517,563,863,705,490,1229,389
1086,574,1506,586,868,705,487,1139,321
1073,587,1500,573,954,719,487,1021,319
1073,587,1372,572,1036,727,486,1021,346
1050,608,1371,650,1124,719,486,1019,244
1072,581,1332,701,1188,691,486,962,248
1080,585,1318,650,1172,510,530,867,248
1102,553,1241,767,1200,341,526,823,250
1026,588,1213,777,1205,260,473,815,253
1016,567,1279,642,1197,199,536,814,253
1017,567,1151,487,1182,284,536,785,247
1017,565,1058,487,1182,293,536,785,211
1049,521,1020,490,1181,286,536,772,209
1091,521,782,491,1051,279,536,763,209
1091,522,550,491,1036,295,505,622,209
1091,522,564,491,1092,295,458,540,179
1091,522,437,495,999,219,438,468,185
1075,538,438,541,839,219,468,369,228
1042,576,438,546,907,220,519,348,228
1082,577,443,592,956,248,549,320,228
1059,660,445,607,985,301,514,320,228
1036,683,445,870,987,302,466,320,228
1021,703,445,925,952,389,466,320,246
817,901,445,980,952,389,467,320,259
650,1050,445,1012,1144,411,462,320,380
549,1017,443,1212,1147,433,456,313,538
482,985,443,1216,1147,443,437,308,627
440,1026,434,1181,1147,511,434,281,636
387,1079,434,1171,1157,582,439,208,636
348,1118,434,1171,1154,584,426,204,643
339,1127,434,1211,1141,700,457,114,790
279,1179,406,1275,1128,710,511,18,709
273,1086,361,1382,1123,710,581,11,717
273,1073,342,1380,1051,696,640,20,731
293,1073,314,1419,980,688,720,44,692
293,1050,312,1435,924,686,733,44,703
273,1072,312,1402,859,726,743,40,847
292,1080,312,1469,817,754,696,38,1129
271,1102,286,1491,744,754,611,38,1244
271,1026,267,1457,707,754,565,38,1244
314,1016,198,1448,729,844,494,59,1244
313,1017,324,1448,769,807,546,60,1245
313,1017,366,1448,769,794,604,61,1245
281,1049,367,1445,820,934,683,80,1299
230,1091,364,1444,897,937,744,281,1321
235,1091,262,1444,874,921,761,322,1334
241,1091,329,1469,823,921,761,364,1334
266,1091,322,1479,753,920,745,496,1328
266,1075,321,1433,727,938,744,625,1268
263,1042,321,1428,670,916,707,625,1268
228,1082,316,1382,668,890,694,620,1268
168,1059,317,1367,708,797,692,625,1268
255,1036,317,1105,758,793,691,626,1268
251,1021,317,1050,780,706,691,628,1250
251,817,317,1091,851,728,690,629,1253
251,650,317,1059,717,706,690,631,1133
251,549,317,859,723,684,690,631,975
251,482,317,855,794,675,690,631,886
251,440,317,1089,819,610,710,631,882
290,387,317,1246,815,539,710,631,925
362,348,317,1349,923,537,708,632,926
396,339,317,1368,1135,420,705,635,753
443,279,317,1260,1167,409,692,635,748
447,273,317,1130,1219,410,648,655,759
447,273,317,1130,1280,485,589,646,745
427,293,402,1080,1305,563,525,622,757
427,293,438,986,1272,572,539,627,744
425,273,438,960,1285,555,543,629,596
394,292,440,857,1404,527,636,629,347
393,271,440,718,1400,655,636,629,232
385,271,471,694,1400,719,636,629,229
329,314,469,693,1378,645,636,608,229
329,313,422,693,1338,598,584,607,228
415,313,409,693,1355,597,533,650,228
417,281,409,693,1322,493,473,895,177
453,230,409,693,1341,503,413,809,158
517,235,410,693,1375,525,396,800,155
526,241,282,668,1426,525,402,892,174
512,266,282,654,1424,525,462,856,174
529,266,282,654,1374,507,433,729,174
527,263,282,654,1441,506,419,782,174
523,228,285,654,1452,504,381,813,174
523,168,282,654,1384,565,395,813,174
436,255,282,653,1331,595,511,815,174
435,251,282,653,1309,651,555,813,174
435,251,282,585,1336,673,774,815,159
435,251,282,646,1330,710,787,926,158
435,251,282,706,1334,780,787,927,158
443,251,282,708,1263,781,787,975,158
472,251,282,530,1263,778,767,1042,153
515,290,282,433,1267,781,762,1042,110
446,362,282,330,1161,781,784,1119,102
412,396,283,271,952,782,789,1123,102
514,443,284,267,920,782,773,1123,102
510,447,284,267,868,860,773,1103,83
510,447,284,267,1064,785,773,1105,83
510,427,202,267,1087,707,757,1114,98
510,427,287,295,1117,698,731,1245,195
542,425,299,328,1123,675,712,1385,242
563,394,326,393,1057,675,619,1423,220
569,393,370,405,1209,561,619,1423,229
569,385,518,430,1209,497,619,1423,229
571,329,525,465,1209,472,685,1450,229
571,329,432,466,1288,468,685,1519,229
523,415,403,498,1271,518,678,1475,229
538,417,402,750,1253,482,661,1211,227
503,453,402,809,1157,506,663,1097,427
502,517,401,818,1123,542,668,1069,517
694,526,401,818,1058,546,693,937,516
892,512,405,818,1021,551,626,841,517
877,529,413,818,1013,551,626,839,587
877,527,413,818,929,551,675,786,617
984,523,410,820,871,554,681,755,638
984,523,452,820,870,579,673,750,653
992,436,464,833,870,550,595,747,653
992,435,500,869,881,494,551,747,653
992,435,500,841,787,450,332,744,678
992,435,506,780,779,438,319,631,710
992,435,574,720,769,389,327,630,710
984,443,821,827,785,409,368,582,849
955,472,1091,771,760,473,369,515,851
873,515,1091,711,750,470,367,515,927
870,446,1121,711,748,591,343,437,1054
870,412,1158,727,745,594,311,430,1054
721,514,1157,739,745,594,286,430,1054
721,510,1247,745,745,523,260,430,1054
721,510,1247,756,474,557,260,448,1054
721,510,1244,767,415,590,260,454,1027
721,510,1123,739,385,591,259,369,930
689,542,1111,711,366,607,293,460,883
668,563,1179,646,312,624,293,430,872
675,569,1135,634,157,756,316,431,861
675,569,956,609,157,756,316,553,861
673,571,949,574,159,756,250,526,861
707,571,984,573,90,756,285,513,861
669,523,1005,559,117,769,396,513,861
710,538,1022,382,117,809,443,513,860
709,503,1046,334,117,997,487,512,657
640,502,1046,461,117,940,488,512,557
433,694,1046,461,208,936,517,620,731
224,892,1131,465,222,931,540,620,866
222,877,1123,488,222,938,540,628,796
295,877,1161,504,356,947,491,628,766
208,984,1161,517,364,944,485,644,885
299,984,1120,523,364,858,492,676,870
291,992,1108,510,364,857,822,680,1077
291,992,1240,474,353,857,822,732,1116
291,992,1240,476,666,857,822,756,1090
291,992,1234,476,678,832,822,771,1092
291,992,1230,476,748,811,814,775,1310
305,984,983,367,733,789,773,776,1171
326,955,713,367,733,725,770,776,1178
326,873,713,367,733,725,779,776,1144
327,870,683,367,733,607,813,776,1098
423,870,645,351,733,603,812,776,1180
423,721,645,339,733,609,812,776,1410
444,721,555,333,733,610,812,776,1516
444,721,555,322,733,618,812,764,1606
444,721,555,311,757,585,930,749,1747
444,721,555,311,791,584,1024,716,1843
444,689,555,330,791,568,991,485,1843
444,668,458,330,791,551,1016,477,1871
431,675,484,330,793,405,1053,514,1911
484,675,523,340,793,486,1053,410,1921
587,673,549,408,791,717,1053,410,1989
568,707,537,492,781,717,1018,354,2059
606,669,611,474,754,896,907,354,2314
548,710,594,415,772,883,858,354,2317
548,709,570,406,929,667,1022,354,2322
623,640,570,270,937,887,1062,410,2331
671,433,570,270,846,920,1003,301,2139
695,224,481,274,832,1176,980,314,2003
705,222,481,465,854,1208,980,339,2003
634,295,443,449,721,1211,980,356,2003
614,208,443,436,759,1219,1190,360,1868
523,299,442,524,1039,1328,1177,424,1868
523,291,442,538,1156,1364,809,421,1766
523,291,274,541,1165,1402,824,391,1727
523,291,281,539,848,1415,824,454,1727
525,291,281,561,834,1415,824,543,1821
661,291,217,561,820,1415,824,540,1628
715,305,217,561,890,1415,824,539,1679
724,326,232,561,893,1415,824,539,1701
776,326,392,561,893,1415,826,539,1659
775,327,392,561,893,1412,792,539,1578
679,423,392,564,909,1562,792,552,1496
679,423,396,569,909,1588,792,552,1283
681,444,398,571,909,1596,792,552,1189
689,444,471,571,909,1758,792,544,1099
689,444,493,571,885,1816,674,544,959
689,444,493,571,851,1837,580,526,863
689,444,493,547,851,1971,579,587,863
689,444,532,557,851,1971,554,587,848
689,431,506,598,849,1971,494,549,866
636,484,467,605,849,1934,494,560,866
533,587,441,600,853,1703,494,603,870
525,568,417,555,902,1703,510,604,801
506,606,322,593,930,1461,523,605,546
506,548,322,577,947,1434,561,605,543
506,548,322,594,856,1425,354,605,538
454,623,322,594,1001,1209,323,545,529
406,671,322,596,1002,1205,332,544,529
382,695,322,622,1003,949,392,531,529
499,705,322,466,993,910,400,498,529
497,634,322,469,992,898,400,481,529
567,614,322,467,946,890,190,461,524
654,523,322,373,666,781,190,365,524
682,523,322,359,549,745,265,364,419
682,523,322,356,540,707,254,342,419
863,523,315,356,589,694,326,255,419
900,525,494,334,551,694,326,151,292
995,661,623,334,525,807,384,150,288
927,715,623,363,458,967,384,150,237
1010,724,608,371,455,1123,384,150,206
982,776,448,424,455,1123,373,228,206
982,775,448,427,455,1123,373,258,206
983,679,448,464,439,973,373,246,207
1022,679,444,542,439,941,373,326,190
1097,681,442,544,439,924,406,326,178
1112,689,369,663,439,820,730,326,236
1124,689,347,956,439,774,731,326,263
1221,689,356,967,439,754,731,326,401
1249,689,506,1206,439,620,731,263,416
1278,689,473,1196,454,620,731,263,473
1278,689,473,1155,469,620,731,263,416
1278,636,473,1138,469,678,731,236,656
1278,533,473,1075,465,793,731,376,584
1271,525,473,1055,527,794,715,486,583
1252,506,473,1043,569,799,702,491,583
1252,506,473,1043,535,799,664,534,583
1252,506,482,1024,647,987,660,534,583
1229,454,629,1024,519,982,645,598,586
1229,406,629,1022,545,953,635,603,586
1229,382,629,989,574,953,575,626,586
1233,499,658,1126,568,953,567,654,586
1239,497,658,1123,575,953,567,655,586
1167,567,658,1123,577,963,567,1015,651
1081,654,658,1123,709,963,567,1042,679
1053,682,658,1123,711,963,492,1138,679
1056,682,658,1123,794,966,567,1149,679
875,863,658,1123,782,1150,495,1164,679
836,900,479,1123,778,1162,546,1164,678
641,995,350,1123,745,1050,488,1164,657
641,927,350,1094,1020,917,489,1164,657
539,1010,350,1086,1022,800,532,1164,657
518,982,350,1033,1024,800,579,1086,657
537,982,382,1144,1024,802,621,1056,657
654,983,388,1112,1024,802,647,1055,656
620,1022,388,1029,1024,805,648,975,656
562,1097,388,1060,1024,805,630,975,656
539,1112,388,1025,1123,723,368,991,598
549,1124,390,742,1123,713,380,1045,570
453,1221,400,731,1123,910,411,1107,432
427,1249,250,492,1158,912,554,1109,417
456,1278,244,492,1143,1092,688,1140,347
456,1278,285,492,1203,1102,705,1140,346
456,1278,369,492,1372,1062,813,1200,96
456,1278,399,493,1419,947,838,1041,96
456,1271,399,474,1309,946,898,930,96
509,1252,410,502,1241,993,899,924,96
512,1252,481,515,1272,993,899,968,96
518,1252,627,515,1114,805,899,968,276
537,1229,517,515,1096,979,933,918,355
551,1229,517,515,1069,1110,946,913,372
551,1229,518,514,1039,1216,948,958,443
420,1233,491,319,1034,1221,952,976,558
414,1239,491,337,1027,1221,952,981,646
425,1167,491,340,1025,1211,952,621,601
456,1081,491,340,901,1211,952,665,597
478,1053,491,370,904,1259,952,573,684
552,1056,491,496,821,1263,873,562,689
624,875,491,550,784,1079,873,578,689
645,836,491,581,819,1160,822,594,689
618,641,491,581,819,1174,822,594,689
757,641,491,596,541,1147,834,594,689
746,539,491,703,553,1108,791,595,689
743,518,491,950,552,1108,829,651,689
724,537,459,871,598,1137,796,873,689
643,654,453,905,616,1137,936,1187,689
638,620,453,1257,616,1147,944,1353,689
598,562,453,1400,616,1147,929,1417,689
715,539,453,1421,529,1133,867,1445,689
713,549,473,1411,530,1138,854,1765,689
753,453,471,1412,530,941,823,1795,689
753,427,517,1413,495,1098,748,1853,689
695,456,703,1416,519,952,618,2031,689
713,456,671,1465,444,1081,613,2130,689
766,456,647,1651,275,1073,720,2088,689
839,456,640,1702,228,1128,696,2086,689
848,456,640,1720,227,1134,636,2089,718
795,509,629,1666,225,1205,663,2089,822
834,512,558,1716,247,1292,667,2008,1028
828,518,403,1739,356,1391,667,2008,849
810,537,366,1857,502,1271,636,2038,779
842,551,366,1886,505,1161,657,2069,899
852,551,365,2073,505,1055,677,2017,844
852,420,363,2089,504,1050,691,1971,750
854,414,381,2072,527,1195,691,1965,735
843,425,381,2111,527,1247,691,1966,717
811,456,418,2138,520,1252,693,1940,693
789,478,418,2154,515,1231,693,1956,611
715,552,496,2127,515,1226,698,1986,615
651,624,555,2080,515,1235,700,1955,615
742,645,561,2049,480,1142,700,1939,615
733,618,563,2049,480,1159,705,1940,630
594,757,563,2034,479,1172,696,1940,673
607,746,563,1984,465,1242,696,1939,675
619,743,565,1742,535,1354,614,1883,675
629,724,592,1731,494,1467,614,1661,675
592,643,592,1697,512,1467,470,1347,675
592,638,624,1406,551,1550,469,1181,675
616,598,673,1228,611,1616,469,1182,675
499,715,717,1123,631,1650,481,1139,694
481,713,695,1132,631,1643,481,765,743
440,753,680,1141,713,1642,481,683,847
438,753,678,1144,796,1483,413,624,877
457,695,501,1209,788,1503,415,415,878
452,713,492,1188,801,1409,414,316,977
399,766,432,1005,812,1355,221,296,982
326,839,409,953,856,1303,226,274,982
317,848,409,935,898,1297,226,293,953
317,795,409,935,898,1228,200,293,849
275,834,409,872,844,1244,246,291,645
275,828,409,849,715,1164,259,291,644
274,810,409,731,562,1110,312,281,641
228,842,409,702,559,1242,291,255,571
218,852,415,515,559,1276,420,279,686
218,852,433,504,559,1290,695,330,714
216,854,549,504,536,1181,816,343,642
216,843,648,469,536,1251,847,355,644
216,811,612,479,535,1263,850,311,644
272,789,612,437,535,1249,850,295,639
356,715,534,338,535,1247,864,265,753
440,651,475,331,535,1271,980,290,806
344,742,477,331,537,1272,1141,382,833
344,733,574,387,537,1240,1136,384,915
344,594,587,412,552,1227,1132,384,990
346,607,587,511,564,1157,1132,385,988
365,619,608,509,493,1046,1139,385,990
402,629,581,524,496,903,1158,390,1051
419,592,585,530,547,962,1317,393,1148
419,592,553,572,508,918,1478,482,1192
395,616,588,619,496,884,1559,516,1200
411,499,567,624,609,854,1617,523,1182
411,481,567,758,763,869,1620,523,1162
411,440,565,841,681,869,1625,513,1058
433,438,521,875,598,870,1632,512,1041
441,457,521,1048,582,946,1633,512,1049
428,452,522,1354,569,939,1622,543,1091
433,399,522,1398,558,948,1600,590,1168
433,326,522,1532,514,1147,1671,633,1240
485,317,538,1532,472,1391,1671,611,1339
485,317,576,1532,472,1343,1691,611,1360
486,275,577,1532,472,1240,1641,628,1391
517,275,660,1532,472,1221,1668,665,1391
517,274,683,1532,472,1222,1615,680,1382
532,228,703,1532,472,1104,1602,675,1315
538,218,901,1532,472,1070,1451,635,1184
578,218,1050,1527,472,1056,1158,589,1135
578,216,1017,1528,472,1020,1037,582,1141
578,216,985,1521,472,898,1006,588,1142
578,216,1026,1493,507,881,1001,592,1169
522,272,1079,1489,517,868,1001,590,1242
515,356,1118,1489,517,871,982,607,1123
513,440,1127,1489,517,851,865,582,1160
506,344,1179,1517,563,863,705,490,1229
650,344,1086,1506,586,868,705,487,1139
650,344,1073,1500,573,954,719,487,1021
635,346,1073,1372,572,1036,727,486,1021
608,365,1050,1371,650,1124,719,486,1019
562,402,1072,1332,701,1188,691,486,962
545,419,1080,1318,650,1172,510,530,867
545,419,1102,1241,767,1200,341,526,823
545,395,1026,1213,777,1205,260,473,815
530,411,1016,1279,642,1197,199,536,814
528,411,1017,1151,487,1182,284,536,785
530,411,1017,1058,487,1182,293,536,785
525,433,1049,1020,490,1181,286,536,772
500,441,1091,782,491,1051,279,536,763
516,428,1091,550,491,1036,295,505,622
513,433,1091,564,491,1092,295,458,540
513,433,1091,437,495,999,219,438,468
461,485,1075,438,541,839,219,468,369
461,485,1042,438,546,907,220,519,348
460,486,1082,443,592,956,248,549,320
429,517,1059,445,607,985,301,514,320
429,517,1036,445,870,987,302,466,320
479,532,1021,445,925,952,389,466,320
518,538,817,445,980,952,389,467,320
593,578,650,445,1012,1144,411,462,320
726,578,549,443,1212,1147,433,456,313
745,578,482,443,1216,1147,443,437,308
746,578,440,434,1181,1147,511,434,281
746,522,387,434,1171,1157,582,439,208
666,515,348,434,1171,1154,584,426,204
605,513,339,434,1211,1141,700,457,114
609,506,279,406,1275,1128,710,511,18
526,650,273,361,1382,1123,710,581,11
558,650,273,342,1380,1051,696,640,20
558,635,293,314,1419,980,688,720,44
555,608,293,312,1435,924,686,733,44
555,562,273,312,1402,859,726,743,40
555,545,292,312,1469,817,754,696,38
568,545,271,286,1491,744,754,611,38
568,545,271,267,1457,707,754,565,38
567,530,314,198,1448,729,844,494,59
567,528,313,324,1448,769,807,546,60
565,530,313,366,1448,769,794,604,61
548,525,281,367,1445,820,934,683,80
553,500,230,364,1444,897,937,744,281
543,516,235,262,1444,874,921,761,322
544,513,241,329,1469,823,921,761,364
550,513,266,322,1479,753,920,745,496
554,461,266,321,1433,727,938,744,625
560,461,263,321,1428,670,916,707,625
560,460,228,316,1382,668,890,694,620
573,429,168,317,1367,708,797,692,625
594,429,255,317,1105,758,793,691,626
529,479,251,317,1050,780,706,691,628
484,518,251,317,1091,851,728,690,629
369,593,251,317,1059,717,706,690,631
236,726,251,317,859,723,684,690,631
217,745,251,317,855,794,675,690,631
216,746,251,317,1089,819,610,710,631
216,746,290,317,1246,815,539,710,631
216,666,362,317,1349,923,537,708,632
187,605,396,317,1368,1135,420,705,635
190,609,443,317,1260,1167,409,692,635
129,526,447,317,1130,1219,410,648,655
106,558,447,317,1130,1280,485,589,646
106,558,427,402,1080,1305,563,525,622
162,555,427,438,986,1272,572,539,627
184,555,425,438,960,1285,555,543,629
189,555,394,440,857,1404,527,636,629
227,568,393,440,718,1400,655,636,629
252,568,385,471,694,1400,719,636,629
252,567,329,469,693,1378,645,636,608
252,567,329,422,693,1338,598,584,607
252,565,415,409,693,1355,597,533,650
252,548,417,409,693,1322,493,473,895
263,553,453,409,693,1341,503,413,809
265,543,517,410,693,1375,525,396,800
318,544,526,282,668,1426,525,402,892
340,550,512,282,654,1424,525,462,856
342,554,529,282,654,1374,507,433,729
336,560,527,282,654,1441,506,419,782
336,560,523,285,654,1452,504,381,813
323,573,523,282,654,1384,565,395,813
302,594,436,282,653,1331,595,511,815
302,529,435,282,653,1309,651,555,813
302,484,435,282,585,1336,673,774,815
342,369,435,282,646,1330,710,787,926
383,236,435,282,706,1334,780,787,927
383,217,443,282,708,1263,781,787,975
406,216,472,282,530,1263,778,767,1042
470,216,515,282,433,1267,781,762,1042
476,216,446,282,330,1161,781,784,1119
476,187,412,283,271,952,782,789,1123
460,190,514,284,267,920,782,773,1123
463,129,510,284,267,868,860,773,1103
455,106,510,284,267,1064,785,773,1105
564,106,510,202,267,1087,707,757,1114
568,162,510,287,295,1117,698,731,1245
545,184,542,299,328,1123,675,712,1385
551,189,563,326,393,1057,675,619,1423
500,227,569,370,405,1209,561,619,1423
475,252,569,518,430,1209,497,619,1423
475,252,571,525,465,1209,472,685,1450
475,252,571,432,466,1288,468,685,1519
545,252,523,403,498,1271,518,678,1475
568,252,538,402,750,1253,482,661,1211
559,263,503,402,809,1157,506,663,1097
565,265,502,401,818,1123,542,668,1069
607,318,694,401,818,1058,546,693,937
590,340,892,405,818,1021,551,626,841
584,342,877,413,818,1013,551,626,839
584,336,877,413,818,929,551,675,786
584,336,984,410,820,871,554,681,755
584,323,984,452,820,870,579,673,750
677,302,992,464,833,870,550,595,747
766,302,992,500,869,881,494,551,747
766,302,992,500,841,787,450,332,744
726,342,992,506,780,779,438,319,631
685,383,992,574,720,769,389,327,630
685,383,984,821,827,785,409,368,582
662,406,955,1091,771,760,473,369,515
723,470,873,1091,711,750,470,367,515
721,476,870,1121,711,748,591,343,437
722,476,870,1158,727,745,594,311,430
737,460,721,1157,739,745,594,286,430
734,463,721,1247,745,745,523,260,430
733,455,721,1247,756,474,557,260,448
624,564,721,1244,767,415,590,260,454
563,568,721,1123,739,385,591,259,369
563,545,689,1111,711,366,607,293,460
796,551,668,1179,646,312,624,293,430
796,500,675,1135,634,157,756,316,431
796,475,675,956,609,157,756,316,553
796,475,673,949,574,159,756,250,526
796,475,707,984,573,90,756,285,513
772,545,669,1005,559,117,769,396,513
749,568,710,1022,382,117,809,443,513
740,559,709,1046,334,117,997,487,512
758,565,640,1046,461,117,940,488,512
660,607,433,1046,461,208,936,517,620
649,590,224,1131,465,222,931,540,620
649,584,222,1123,488,222,938,540,628
649,584,295,1161,504,356,947,491,628
649,584,208,1161,517,364,944,485,644
649,584,299,1120,523,364,858,492,676
556,677,291,1108,510,364,857,822,680
468,766,291,1240,474,353,857,822,732
468,766,291,1240,476,666,857,822,756
468,726,291,1234,476,678,832,822,771
468,685,291,1230,476,748,811,814,775
468,685,305,983,367,733,789,773,776
468,662,326,713,367,733,725,770,776
343,723,326,713,367,733,725,779,776
339,721,327,683,367,733,607,813,776
338,722,423,645,351,733,603,812,776
323,737,423,645,339,733,609,812,776
323,734,444,555,333,733,610,812,776
325,733,444,555,322,733,618,812,764
326,624,444,555,311,757,585,930,749
326,563,444,555,311,791,584,1024,716
376,563,444,555,330,791,568,991,485
334,796,444,458,330,791,551,1016,477
392,796,431,484,330,793,405,1053,514
456,796,484,523,340,793,486,1053,410
505,796,587,549,408,791,717,1053,410
505,796,568,537,492,781,717,1018,354
493,772,606,611,474,754,896,907,354
507,749,548,594,415,772,883,858,354
759,740,548,570,406,929,667,1022,354
772,758,623,570,270,937,887,1062,410
848,660,671,570,270,846,920,1003,301
848,649,695,481,274,832,1176,980,314
848,649,705,481,465,854,1208,980,339
848,649,634,443,449,721,1211,980,356
848,649,614,443,436,759,1219,1190,360
848,649,523,442,524,1039,1328,1177,424
848,556,523,442,538,1156,1364,809,421
847,468,523,274,541,1165,1402,824,391
847,468,523,281,539,848,1415,824,454
847,468,525,281,561,834,1415,824,543
957,468,661,217,561,820,1415,824,540
957,468,715,217,561,890,1415,824,539
1024,468,724,232,561,893,1415,824,539
1024,343,776,392,561,893,1415,826,539
1024,339,775,392,561,893,1412,792,539
1027,338,679,392,564,909,1562,792,552
1076,323,679,396,569,909,1588,792,552
1093,323,681,398,571,909,1596,792,552
1091,325,689,471,571,909,1758,792,544
1134,326,689,493,571,885,1816,674,544
1273,326,689,493,571,851,1837,580,526
1657,376,689,493,547,851,1971,579,587
1456,334,689,532,557,851,1971,554,587
1398,392,689,506,598,849,1971,494,549
1334,456,636,467,605,849,1934,494,560
1285,505,533,441,600,853,1703,494,603
1286,505,525,417,555,902,1703,510,604
1252,493,506,322,593,930,1461,523,605
1297,507,506,322,577,947,1434,561,605
1045,759,506,322,594,856,1425,354,605
1055,772,454,322,594,1001,1209,323,545
1007,848,406,322,596,1002,1205,332,544
1007,848,382,322,622,1003,949,392,531
1007,848,499,322,466,993,910,400,498
1019,848,497,322,469,992,898,400,481
1032,848,567,322,467,946,890,190,461
1135,848,654,322,373,666,781,190,365
1249,848,682,322,359,549,745,265,364
1249,847,682,322,356,540,707,254,342
1249,847,863,315,356,589,694,326,255
1249,847,900,494,334,551,694,326,151
1139,957,995,623,334,525,807,384,150
1160,957,927,623,363,458,967,384,150
1093,1024,1010,608,371,455,1123,384,150
1093,1024,982,448,424,455,1123,373,228
1093,1024,982,448,427,455,1123,373,258
1092,1027,983,448,464,439,973,373,246
1044,1076,1022,444,542,439,941,373,326
1087,1093,1097,442,544,439,924,406,326
1087,1091,1112,369,663,439,820,730,326
1043,1134,1124,347,956,439,774,731,326
904,1273,1221,356,967,439,754,731,326
470,1657,1249,506,1206,439,620,731,263
469,1456,1278,473,1196,454,620,731,263
469,1398,1278,473,1155,469,620,731,263
469,1334,1278,473,1138,469,678,731,236
469,1285,1278,473,1075,465,793,731,376
468,1286,1271,473,1055,527,794,715,486
468,1252,1252,473,1043,569,799,702,491
409,1297,1252,473,1043,535,799,664,534
409,1045,1252,482,1024,647,987,660,534
354,1055,1229,629,1024,519,982,645,598
326,1007,1229,629,1022,545,953,635,603
327,1007,1229,629,989,574,953,575,626
658,1007,1233,658,1126,568,953,567,654
759,1019,1239,658,1123,575,953,567,655
