Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3
406,959,1761,761,611,333
423,959,1761,942,609,333
394,988,1719,771,542,333
519,989,1658,740,505,406
627,951,1696,806,506,409
708,770,1877,788,457,509
804,718,1921,845,569,615
858,717,1922,797,618,592
1013,717,1922,671,668,624
1046,717,1882,628,674,624
1134,689,1565,629,674,680
1138,689,1565,639,674,690
1108,720,1453,642,670,690
1034,722,1379,802,634,690
1034,634,1376,955,634,680
1035,634,1261,955,640,680
944,727,1249,955,642,826
909,762,1249,955,648,832
909,762,1249,955,657,856
924,762,1249,959,720,855
888,799,1247,1143,729,873
888,730,1206,1155,737,873
890,526,1386,1187,737,893
891,525,1387,1189,737,937
893,512,1212,1349,573,946
893,511,858,1453,570,946
930,507,839,1547,550,716
915,523,763,1547,527,707
848,531,812,1558,553,826
850,518,825,1538,508,1158
849,385,959,1549,561,1221
832,406,959,1473,654,1252
820,423,959,1367,778,1270
821,394,988,1388,848,1373
722,519,989,1416,842,1403
754,627,951,1408,841,1452
702,708,770,1425,854,1500
612,804,718,1467,743,1412
559,858,717,1437,694,1394
410,1013,717,1438,644,1362
388,1046,717,1438,636,1362
306,1134,689,1437,641,1306
302,1138,689,1427,641,1296
332,1108,720,1424,637,1296
347,1034,722,1262,637,1296
377,1034,634,1107,643,1296
480,1035,634,1112,642,1296
495,944,727,1119,661,1150
577,909,762,1143,657,1144
717,909,762,1316,630,1106
809,924,762,1323,567,1106
883,888,799,1214,557,1088
884,888,730,1217,541,1088
882,890,526,1180,541,1090
883,891,525,1209,541,1047
887,893,512,1049,541,1040
889,893,511,1079,541,1108
852,930,507,1040,541,1111
851,915,523,1127,520,1108
901,848,531,1119,444,989
1010,850,518,1106,436,657
1092,849,385,1050,383,610
1091,832,406,1049,290,580
1086,820,423,974,169,667
1314,821,394,919,99,588
1335,722,519,886,98,546
1203,754,627,802,98,497
1293,702,708,798,85,389
1287,612,804,706,84,367
1306,559,858,692,84,411
1325,410,1013,691,84,430
1365,388,1046,709,84,430
1364,306,1134,709,88,434
1415,302,1138,709,88,448
1384,332,1108,774,88,534
1369,347,1034,845,81,654
1359,377,1034,845,263,683
1255,480,1035,840,365,690
1248,495,944,833,356,694
1166,577,909,815,354,748
1026,717,909,645,381,803
919,809,924,634,750,803
844,883,888,602,750,815
868,884,888,549,750,815
898,882,890,549,750,793
896,883,891,519,750,792
900,887,893,535,750,790
928,889,893,468,750,722
928,852,930,417,750,746
928,851,915,351,736,780
878,901,848,357,736,991
770,1010,850,441,764,994
708,1092,849,604,771,978
705,1091,832,607,778,1049
705,1086,820,644,775,1086
476,1314,821,644,775,1304
428,1335,722,641,786,1243
428,1203,754,641,786,1240
309,1293,702,628,888,1200
311,1287,612,621,1042,1199
309,1306,559,622,1063,1145
347,1325,410,622,1083,1126
316,1365,388,601,1086,1126
321,1364,306,620,1077,1122
351,1415,302,627,1080,1108
359,1384,332,562,1148,1022
359,1369,347,517,1139,902
339,1359,377,556,951,873
339,1255,480,556,848,866
337,1248,495,556,837,884
337,1166,577,570,837,830
337,1026,717,574,835,775
337,919,809,708,485,775
367,844,883,708,485,763
342,868,884,749,485,776
391,898,882,778,485,835
399,896,883,804,489,835
388,900,887,982,489,914
358,928,889,935,508,1079
358,928,852,931,510,1071
358,928,851,910,510,1087
358,878,901,901,632,920
355,770,1010,816,672,917
378,708,1092,692,720,917
378,705,1091,689,713,846
378,705,1086,652,765,704
378,476,1314,652,780,463
378,428,1335,652,837,513
370,428,1203,652,838,715
370,309,1293,652,743,786
388,311,1287,652,592,812
375,309,1306,651,571,863
312,347,1325,651,551,892
297,316,1365,651,548,1008
296,321,1364,632,548,1018
215,351,1415,625,545,1018
219,359,1384,628,477,1022
219,359,1369,782,466,1055
219,339,1359,820,466,1231
219,339,1255,824,462,1254
211,337,1248,824,534,1232
211,337,1166,804,547,1251
211,337,1026,797,571,1251
211,337,919,790,600,1256
181,367,844,807,622,1327
181,342,868,784,648,1358
102,391,898,816,654,1299
94,399,896,821,650,1306
124,388,900,645,650,1233
154,358,928,628,631,1068
197,358,928,688,629,1040
259,358,928,697,629,989
330,358,878,736,507,945
330,355,770,739,439,977
297,378,708,700,384,1094
297,378,705,700,388,1112
297,378,705,725,340,1112
297,378,476,725,326,1158
297,378,428,725,258,1108
297,370,428,725,257,917
317,370,309,731,250,852
297,388,311,735,247,888
292,375,309,735,247,930
292,312,347,735,247,927
287,297,316,735,290,811
295,296,321,735,492,801
295,215,351,735,578,803
283,219,359,732,578,857
283,219,359,552,578,825
283,219,339,475,578,696
283,219,339,471,578,673
288,211,337,471,505,685
314,211,337,471,492,674
314,211,337,500,448,674
314,211,337,373,471,669
314,181,367,311,451,598
352,181,342,289,479,716
360,102,391,228,473,724
390,94,399,198,473,730
360,124,388,190,473,747
330,154,358,275,473,747
287,197,358,276,473,747
225,259,358,267,473,747
154,330,358,228,475,747
154,330,355,486,475,715
144,297,378,507,475,598
144,297,378,507,476,579
186,297,378,533,540,579
186,297,378,533,683,532
186,297,378,632,721,532
186,297,370,632,776,521
179,317,370,626,776,515
187,297,388,627,935,453
187,292,375,627,983,360
187,292,312,627,983,392
218,287,297,693,945,418
255,295,296,693,743,423
364,295,215,693,662,437
425,283,219,693,662,379
425,283,219,693,703,378
433,283,219,693,703,331
433,283,219,693,703,331
428,288,211,693,703,326
402,314,211,765,703,321
402,314,211,866,709,330
402,314,211,871,639,367
402,314,181,893,648,386
364,352,181,972,594,291
356,360,102,1100,594,354
435,390,94,1106,594,341
435,360,124,1096,594,318
435,330,154,1008,594,330
488,287,197,947,594,345
488,225,259,947,594,345
528,154,330,947,592,567
630,154,330,940,650,653
633,144,297,919,685,658
648,144,297,1062,684,658
611,186,297,1073,661,658
674,186,297,1164,711,658
674,186,297,1100,757,658
711,186,297,1129,702,746
698,179,317,1129,702,746
690,187,297,1151,543,824
726,187,292,1151,879,841
741,187,292,1151,879,836
760,218,287,1151,874,810
754,255,295,1151,874,805
864,364,295,1158,869,846
811,425,283,1160,882,848
1097,425,283,1160,889,848
1101,433,283,1160,889,876
1102,433,283,1160,889,876
1104,428,288,1160,889,869
1104,402,314,1088,905,1109
1105,402,314,958,893,1100
1105,402,314,953,892,1063
1164,402,314,931,881,1044
1164,364,352,852,888,977
1164,356,360,724,888,906
1055,435,390,716,888,906
1055,435,360,716,888,1077
1055,435,330,716,888,1153
1002,488,287,716,888,1138
1002,488,225,716,888,1138
962,528,154,716,898,916
860,630,154,462,892,870
857,633,144,462,896,895
859,648,144,319,933,895
854,611,186,340,888,900
812,674,186,378,694,967
833,674,186,344,655,971
811,711,186,315,750,883
811,698,179,319,750,883
937,690,187,299,750,805
1032,726,187,304,366,808
1032,741,187,304,471,765
989,760,218,238,490,766
946,754,255,238,508,832
729,864,364,231,511,820
735,811,425,267,498,821
451,1097,425,272,508,821
458,1101,433,276,705,793
457,1102,433,276,727,793
467,1104,428,276,727,793
552,1104,402,317,711,622
590,1105,402,317,749,801
590,1105,402,447,749,854
531,1164,402,468,754,854
536,1164,364,468,747,854
536,1164,356,471,747,854
536,1055,435,471,747,869
542,1055,435,494,786,704
598,1055,435,494,786,690
729,1002,488,536,786,904
829,1002,488,597,786,904
832,962,528,597,776,904
971,860,630,597,743,864
1021,857,633,605,704,879
1004,859,648,605,663,879
1004,854,611,522,832,874
997,812,674,433,855,828
977,833,674,777,810,877
980,811,711,777,935,880
980,811,698,885,935,880
854,937,690,1024,935,888
725,1032,726,1110,935,869
710,1032,741,1225,830,865
705,989,760,1237,811,864
700,946,754,1237,793,839
728,729,864,1237,790,812
714,735,811,1199,793,809
712,451,1097,1196,735,922
718,458,1101,1302,538,922
753,457,1102,1326,516,941
805,467,1104,1326,533,943
861,552,1104,1474,533,871
822,590,1105,1829,495,692
822,590,1105,1722,495,639
822,531,1164,1777,490,639
817,536,1164,1787,490,639
817,536,1164,1784,490,639
817,536,1055,1784,591,627
811,542,1055,1761,552,685
770,598,1055,1761,626,687
639,729,1002,1719,816,473
540,829,1002,1658,819,683
579,832,962,1696,819,741
440,971,860,1877,800,758
401,1021,857,1921,800,713
402,1004,859,1922,800,713
656,1004,854,1922,631,713
642,997,812,1882,608,707
651,977,833,1565,608,1057
633,980,811,1565,389,1283
633,980,811,1453,482,1283
633,854,937,1379,482,1275
676,725,1032,1376,482,1274
734,710,1032,1261,482,1268
753,705,989,1249,482,1268
753,700,946,1249,482,1227
723,728,729,1249,576,1209
723,714,735,1249,573,1209
723,712,451,1247,573,1096
698,718,458,1206,573,1100
663,753,457,1386,573,1081
599,805,467,1387,556,1079
458,861,552,1212,556,1079
458,822,590,858,556,1079
458,822,590,839,556,1079
458,822,531,763,556,1079
458,817,536,812,556,1155
458,817,536,825,556,1253
458,817,536,959,455,1302
458,811,542,959,455,1264
443,770,598,959,381,1190
501,639,729,988,396,1257
505,540,829,989,432,1091
478,579,832,951,458,1033
500,440,971,770,476,1065
490,401,1021,718,476,1065
490,402,1004,717,568,1065
237,656,1004,717,694,1065
239,642,997,717,740,1052
229,651,977,689,740,649
229,633,980,689,739,420
229,633,980,720,646,428
229,633,854,722,648,491
245,676,725,634,650,491
270,734,710,634,650,491
251,753,705,727,650,491
251,753,700,762,650,491
251,723,728,762,556,510
251,723,714,762,556,510
255,723,712,799,558,511
279,698,718,730,600,515
279,663,753,526,605,515
279,599,805,525,605,515
279,458,861,512,605,679
283,458,822,511,605,682
295,458,822,507,605,702
295,458,822,523,605,760
295,458,817,531,605,734
299,458,817,518,639,689
310,458,817,385,684,637
336,458,811,406,761,611
369,443,770,423,942,609
311,501,639,394,771,542
306,505,540,519,740,505
293,478,579,627,806,506
271,500,440,708,788,457
270,490,401,804,845,569
269,490,402,858,797,618
268,237,656,1013,671,668
266,239,642,1046,628,674
266,229,651,1134,629,674
266,229,633,1138,639,674
266,229,633,1108,642,670
266,229,633,1034,802,634
207,245,676,1034,955,634
126,270,734,1035,955,640
124,251,753,944,955,642
124,251,753,909,955,648
124,251,723,909,955,657
124,251,723,924,959,720
120,255,723,888,1143,729
96,279,698,888,1155,737
97,279,663,890,1187,737
97,279,599,891,1189,737
97,279,458,893,1349,573
93,283,458,893,1453,570
87,295,458,930,1547,550
95,295,458,915,1547,527
116,295,458,848,1558,553
167,299,458,850,1538,508
579,310,458,849,1549,561
589,336,458,832,1473,654
564,369,443,820,1367,778
698,311,501,821,1388,848
708,306,505,722,1416,842
784,293,478,754,1408,841
784,271,500,702,1425,854
788,270,490,612,1467,743
860,269,490,559,1437,694
1055,268,237,410,1438,644
1208,266,239,388,1438,636
1302,266,229,306,1437,641
1608,266,229,302,1427,641
1659,266,229,332,1424,637
1671,266,229,347,1262,637
1669,207,245,377,1107,643
1690,126,270,480,1112,642
1719,124,251,495,1119,661
1737,124,251,577,1143,657
1758,124,251,717,1316,630
1776,124,251,809,1323,567
1779,120,255,883,1214,557
1779,96,279,884,1217,541
1778,97,279,882,1180,541
1783,97,279,883,1209,541
1826,97,279,887,1049,541
1841,93,283,889,1079,541
1872,87,295,852,1040,541
1883,95,295,851,1127,520
2057,116,295,901,1119,444
2057,167,299,1010,1106,436
1690,579,310,1092,1050,383
1871,589,336,1091,1049,290
1902,564,369,1086,974,169
1787,698,311,1314,919,99
1792,708,306,1335,886,98
1719,784,293,1203,802,98
1719,784,271,1293,798,85
1715,788,270,1287,706,84
1654,860,269,1306,692,84
1464,1055,268,1325,691,84
1311,1208,266,1365,709,84
1217,1302,266,1364,709,88
911,1608,266,1415,709,88
860,1659,266,1384,774,88
852,1671,266,1369,845,81
897,1669,207,1359,845,263
948,1690,126,1255,840,365
1015,1719,124,1248,833,356
1006,1737,124,1166,815,354
985,1758,124,1026,645,381
967,1776,124,919,634,750
964,1779,120,844,602,750
973,1779,96,868,549,750
973,1778,97,898,549,750
968,1783,97,896,519,750
925,1826,97,900,535,750
941,1841,93,928,468,750
904,1872,87,928,417,750
903,1883,95,928,351,736
708,2057,116,878,357,736
653,2057,167,770,441,764
597,1690,579,708,604,771
380,1871,589,705,607,778
341,1902,564,705,644,775
323,1787,698,476,644,775
308,1792,708,428,641,786
303,1719,784,428,641,786
303,1719,784,309,628,888
303,1715,788,311,621,1042
292,1654,860,309,622,1063
290,1464,1055,347,622,1083
309,1311,1208,316,601,1086
341,1217,1302,321,620,1077
343,911,1608,351,627,1080
344,860,1659,359,562,1148
357,852,1671,359,517,1139
357,897,1669,339,556,951
283,948,1690,339,556,848
187,1015,1719,337,556,837
178,1006,1737,337,570,837
181,985,1758,337,574,835
186,967,1776,337,708,485
192,964,1779,367,708,485
183,973,1779,342,749,485
183,973,1778,391,778,485
183,968,1783,399,804,489
183,925,1826,388,982,489
154,941,1841,358,935,508
155,904,1872,358,931,510
174,903,1883,358,910,510
202,708,2057,358,901,632
202,653,2057,355,816,672
221,597,1690,378,692,720
221,380,1871,378,689,713
221,341,1902,378,652,765
224,323,1787,378,652,780
226,308,1792,378,652,837
226,303,1719,370,652,838
226,303,1719,370,652,743
227,303,1715,388,652,592
227,292,1654,375,651,571
224,290,1464,312,651,551
221,309,1311,297,651,548
272,341,1217,296,632,548
271,343,911,215,625,545
270,344,860,219,628,477
253,357,852,219,782,466
208,357,897,219,820,466
208,283,948,219,824,462
208,187,1015,211,824,534
208,178,1006,211,804,547
205,181,985,211,797,571
200,186,967,211,790,600
194,192,964,181,807,622
194,183,973,181,784,648
194,183,973,102,816,654
194,183,968,94,821,650
194,183,925,124,645,650
192,154,941,154,628,631
198,155,904,197,688,629
161,174,903,259,697,629
133,202,708,330,736,507
133,202,653,330,739,439
119,221,597,297,700,384
119,221,380,297,700,388
174,221,341,297,725,340
218,224,323,297,725,326
238,226,308,297,725,258
317,226,303,297,725,257
317,226,303,317,731,250
316,227,303,297,735,247
316,227,292,292,735,247
316,224,290,292,735,247
312,221,309,287,735,290
252,272,341,295,735,492
318,271,343,295,735,578
358,270,344,283,732,578
402,253,357,283,552,578
423,208,357,283,475,578
517,208,283,283,471,578
612,208,187,288,471,505
690,208,178,314,471,492
846,205,181,314,500,448
915,200,186,314,373,471
917,194,192,314,311,451
917,194,183,352,289,479
961,194,183,360,228,473
961,194,183,390,198,473
1193,194,183,360,190,473
1193,192,154,330,275,473
1186,198,155,287,276,473
1264,161,174,225,267,473
1330,133,202,154,228,475
1330,133,202,154,486,475
1327,119,221,144,507,475
1358,119,221,144,507,476
1303,174,221,186,533,540
1297,218,224,186,533,683
1275,238,226,186,632,721
1196,317,226,186,632,776
1196,317,226,179,626,776
1238,316,227,187,627,935
1262,316,227,187,627,983
1265,316,224,187,627,983
1260,312,221,218,693,945
1238,252,272,255,693,743
1182,318,271,364,693,662
1258,358,270,425,693,662
1214,402,253,425,693,703
1193,423,208,433,693,703
1099,517,208,433,693,703
1004,612,208,428,693,703
926,690,208,402,765,703
770,846,205,402,866,709
701,915,200,402,871,639
700,917,194,402,893,648
700,917,194,364,972,594
701,961,194,356,1100,594
704,961,194,435,1106,594
472,1193,194,435,1096,594
754,1193,192,435,1008,594
772,1186,198,488,947,594
695,1264,161,488,947,594
708,1330,133,528,947,592
750,1330,133,630,940,650
748,1327,119,633,919,685
717,1358,119,648,1062,684
717,1303,174,611,1073,661
819,1297,218,674,1164,711
822,1275,238,674,1100,757
889,1196,317,711,1129,702
889,1196,317,698,1129,702
857,1238,316,690,1151,543
963,1262,316,726,1151,879
960,1265,316,741,1151,879
954,1260,312,760,1151,874
970,1238,252,754,1151,874
1165,1182,318,864,1158,869
1083,1258,358,811,1160,882
1084,1214,402,1097,1160,889
1084,1193,423,1101,1160,889
1152,1099,517,1102,1160,889
1152,1004,612,1104,1160,889
1152,926,690,1104,1088,905
1152,770,846,1105,958,893
1154,701,915,1105,953,892
1206,700,917,1164,931,881
1207,700,917,1164,852,888
1162,701,961,1164,724,888
1159,704,961,1055,716,888
1159,472,1193,1055,716,888
877,754,1193,1055,716,888
980,772,1186,1002,716,888
1038,695,1264,1002,716,888
961,708,1330,962,716,898
1062,750,1330,860,462,892
1071,748,1327,857,462,896
1074,717,1358,859,319,933
1159,717,1303,854,340,888
1215,819,1297,812,378,694
1508,822,1275,833,344,655
1592,889,1196,811,315,750
1614,889,1196,811,319,750
1609,857,1238,937,299,750
1480,963,1262,1032,304,366
1480,960,1265,1032,304,471
1479,954,1260,989,238,490
1462,970,1238,946,238,508
1281,1165,1182,729,231,511
1247,1083,1258,735,267,498
1246,1084,1214,451,272,508
1246,1084,1193,458,276,705
1178,1152,1099,457,276,727
1178,1152,1004,467,276,727
1360,1152,926,552,317,711
1392,1152,770,590,317,749
1390,1154,701,590,447,749
1375,1206,700,531,468,754
1374,1207,700,536,468,747
1398,1162,701,536,471,747
1399,1159,704,536,471,747
1399,1159,472,542,494,786
1402,877,754,598,494,786
1392,980,772,729,536,786
1339,1038,695,829,597,786
1340,961,708,832,597,776
1197,1062,750,971,597,743
1194,1071,748,1021,605,704
1191,1074,717,1004,605,663
1106,1159,717,1004,522,832
906,1215,819,997,433,855
610,1508,822,977,777,810
459,1592,889,980,777,935
443,1614,889,980,885,935
438,1609,857,854,1024,935
437,1480,963,725,1110,935
437,1480,960,710,1225,830
437,1479,954,705,1237,811
445,1462,970,700,1237,793
551,1281,1165,728,1237,790
551,1247,1083,714,1199,793
604,1246,1084,712,1196,735
605,1246,1084,718,1302,538
608,1178,1152,753,1326,516
608,1178,1152,805,1326,533
426,1360,1152,861,1474,533
394,1392,1152,822,1829,495
395,1390,1154,822,1722,495
357,1375,1206,822,1777,490
421,1374,1207,817,1787,490
397,1398,1162,817,1784,490
396,1399,1159,817,1784,591
396,1399,1159,811,1761,552
407,1402,877,770,1761,626
296,1392,980,639,1719,816
290,1339,1038,540,1658,819
287,1340,961,579,1696,819
287,1197,1062,440,1877,800
281,1194,1071,401,1921,800
281,1191,1074,402,1922,800
281,1106,1159,656,1922,631
342,906,1215,642,1882,608
383,610,1508,651,1565,608
383,459,1592,633,1565,389
390,443,1614,633,1453,482
410,438,1609,633,1379,482
454,437,1480,676,1376,482
454,437,1480,734,1261,482
454,437,1479,753,1249,482
446,445,1462,753,1249,482
315,551,1281,723,1249,576
335,551,1247,723,1249,573
323,604,1246,723,1247,573
322,605,1246,698,1206,573
349,608,1178,663,1386,573
418,608,1178,599,1387,556
667,426,1360,458,1212,556
728,394,1392,458,858,556
763,395,1390,458,839,556
763,357,1375,458,763,556
699,421,1374,458,812,556
706,397,1398,458,825,556
767,396,1399,458,959,455
962,396,1399,458,959,455
951,407,1402,443,959,381
986,296,1392,501,988,396
1014,290,1339,505,989,432
1034,287,1340,478,951,458
1040,287,1197,500,770,476
1040,281,1194,490,718,476
1066,281,1191,490,717,568
1184,281,1106,237,717,694
1170,342,906,239,717,740
1373,383,610,229,689,740
1402,383,459,229,689,739
1397,390,443,229,720,646
1380,410,438,229,722,648
1336,454,437,245,634,650
1336,454,437,270,634,650
1336,454,437,251,727,650
1336,446,445,251,762,650
1336,315,551,251,762,556
1316,335,551,251,762,556
1275,323,604,255,799,558
1275,322,605,279,730,600
1248,349,608,279,526,605
1180,418,608,279,525,605
931,667,426,279,512,605
882,728,394,283,511,605
896,763,395,295,507,605
896,763,357,295,523,605
896,699,421,295,531,605
1043,706,397,299,518,639
1121,767,396,310,385,684
947,962,396,336,406,761
977,951,407,369,423,942
942,986,296,311,394,771
927,1014,290,306,519,740
907,1034,287,293,627,806
901,1040,287,271,708,788
990,1040,281,270,804,845
964,1066,281,269,858,797
846,1184,281,268,1013,671
799,1170,342,266,1046,628
555,1373,383,266,1134,629
526,1402,383,266,1138,639
518,1397,390,266,1108,642
515,1380,410,266,1034,802
528,1336,454,207,1034,955
528,1336,454,126,1035,955
528,1336,454,124,944,955
544,1336,446,124,909,955
545,1336,315,124,909,955
545,1316,335,124,924,959
545,1275,323,120,888,1143
545,1275,322,96,888,1155
668,1248,349,97,890,1187
670,1180,418,97,891,1189
670,931,667,97,893,1349
658,882,728,93,893,1453
608,896,763,87,930,1547
690,896,763,95,915,1547
693,896,699,116,848,1558
562,1043,706,167,850,1538
504,1121,767,579,849,1549
511,947,962,589,832,1473
478,977,951,564,820,1367
491,942,986,698,821,1388
478,927,1014,708,722,1416
497,907,1034,784,754,1408
513,901,1040,784,702,1425
424,990,1040,788,612,1467
424,964,1066,860,559,1437
425,846,1184,1055,410,1438
573,799,1170,1208,388,1438
693,555,1373,1302,306,1437
778,526,1402,1608,302,1427
936,518,1397,1659,332,1424
937,515,1380,1671,347,1262
925,528,1336,1669,377,1107
989,528,1336,1690,480,1112
1032,528,1336,1719,495,1119
1146,544,1336,1737,577,1143
1162,545,1336,1758,717,1316
1162,545,1316,1776,809,1323
1289,545,1275,1779,883,1214
1352,545,1275,1779,884,1217
1460,668,1248,1778,882,1180
1491,670,1180,1783,883,1209
1493,670,931,1826,887,1049
1533,658,882,1841,889,1079
1533,608,896,1872,852,1040
1452,690,896,1883,851,1127
