Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
340,550,513,512,282,654,1424,525
342,554,461,529,282,654,1374,507
336,560,461,527,282,654,1441,506
336,560,460,523,285,654,1452,504
323,573,429,523,282,654,1384,565
302,594,429,436,282,653,1331,595
302,529,479,435,282,653,1309,651
302,484,518,435,282,585,1336,673
342,369,593,435,282,646,1330,710
383,236,726,435,282,706,1334,780
383,217,745,443,282,708,1263,781
406,216,746,472,282,530,1263,778
470,216,746,515,282,433,1267,781
476,216,666,446,282,330,1161,781
476,187,605,412,283,271,952,782
460,190,609,514,284,267,920,782
463,129,526,510,284,267,868,860
455,106,558,510,284,267,1064,785
564,106,558,510,202,267,1087,707
568,162,555,510,287,295,1117,698
545,184,555,542,299,328,1123,675
551,189,555,563,326,393,1057,675
500,227,568,569,370,405,1209,561
475,252,568,569,518,430,1209,497
475,252,567,571,525,465,1209,472
475,252,567,571,432,466,1288,468
545,252,565,523,403,498,1271,518
568,252,548,538,402,750,1253,482
559,263,553,503,402,809,1157,506
565,265,543,502,401,818,1123,542
607,318,544,694,401,818,1058,546
590,340,550,892,405,818,1021,551
584,342,554,877,413,818,1013,551
584,336,560,877,413,818,929,551
584,336,560,984,410,820,871,554
584,323,573,984,452,820,870,579
677,302,594,992,464,833,870,550
766,302,529,992,500,869,881,494
766,302,484,992,500,841,787,450
726,342,369,992,506,780,779,438
685,383,236,992,574,720,769,389
685,383,217,984,821,827,785,409
662,406,216,955,1091,771,760,473
723,470,216,873,1091,711,750,470
721,476,216,870,1121,711,748,591
722,476,187,870,1158,727,745,594
737,460,190,721,1157,739,745,594
734,463,129,721,1247,745,745,523
733,455,106,721,1247,756,474,557
624,564,106,721,1244,767,415,590
563,568,162,721,1123,739,385,591
563,545,184,689,1111,711,366,607
796,551,189,668,1179,646,312,624
796,500,227,675,1135,634,157,756
796,475,252,675,956,609,157,756
796,475,252,673,949,574,159,756
796,475,252,707,984,573,90,756
772,545,252,669,1005,559,117,769
749,568,252,710,1022,382,117,809
740,559,263,709,1046,334,117,997
758,565,265,640,1046,461,117,940
660,607,318,433,1046,461,208,936
649,590,340,224,1131,465,222,931
649,584,342,222,1123,488,222,938
649,584,336,295,1161,504,356,947
649,584,336,208,1161,517,364,944
649,584,323,299,1120,523,364,858
556,677,302,291,1108,510,364,857
468,766,302,291,1240,474,353,857
468,766,302,291,1240,476,666,857
468,726,342,291,1234,476,678,832
468,685,383,291,1230,476,748,811
468,685,383,305,983,367,733,789
468,662,406,326,713,367,733,725
343,723,470,326,713,367,733,725
339,721,476,327,683,367,733,607
338,722,476,423,645,351,733,603
323,737,460,423,645,339,733,609
323,734,463,444,555,333,733,610
325,733,455,444,555,322,733,618
326,624,564,444,555,311,757,585
326,563,568,444,555,311,791,584
376,563,545,444,555,330,791,568
334,796,551,444,458,330,791,551
392,796,500,431,484,330,793,405
456,796,475,484,523,340,793,486
505,796,475,587,549,408,791,717
505,796,475,568,537,492,781,717
493,772,545,606,611,474,754,896
507,749,568,548,594,415,772,883
759,740,559,548,570,406,929,667
772,758,565,623,570,270,937,887
848,660,607,671,570,270,846,920
848,649,590,695,481,274,832,1176
848,649,584,705,481,465,854,1208
848,649,584,634,443,449,721,1211
848,649,584,614,443,436,759,1219
848,649,584,523,442,524,1039,1328
848,556,677,523,442,538,1156,1364
847,468,766,523,274,541,1165,1402
847,468,766,523,281,539,848,1415
847,468,726,525,281,561,834,1415
957,468,685,661,217,561,820,1415
957,468,685,715,217,561,890,1415
1024,468,662,724,232,561,893,1415
1024,343,723,776,392,561,893,1415
1024,339,721,775,392,561,893,1412
1027,338,722,679,392,564,909,1562
1076,323,737,679,396,569,909,1588
1093,323,734,681,398,571,909,1596
1091,325,733,689,471,571,909,1758
1134,326,624,689,493,571,885,1816
1273,326,563,689,493,571,851,1837
1657,376,563,689,493,547,851,1971
1456,334,796,689,532,557,851,1971
1398,392,796,689,506,598,849,1971
1334,456,796,636,467,605,849,1934
1285,505,796,533,441,600,853,1703
1286,505,796,525,417,555,902,1703
1252,493,772,506,322,593,930,1461
1297,507,749,506,322,577,947,1434
1045,759,740,506,322,594,856,1425
1055,772,758,454,322,594,1001,1209
1007,848,660,406,322,596,1002,1205
1007,848,649,382,322,622,1003,949
1007,848,649,499,322,466,993,910
1019,848,649,497,322,469,992,898
1032,848,649,567,322,467,946,890
1135,848,649,654,322,373,666,781
1249,848,556,682,322,359,549,745
1249,847,468,682,322,356,540,707
1249,847,468,863,315,356,589,694
1249,847,468,900,494,334,551,694
1139,957,468,995,623,334,525,807
1160,957,468,927,623,363,458,967
1093,1024,468,1010,608,371,455,1123
1093,1024,343,982,448,424,455,1123
1093,1024,339,982,448,427,455,1123
1092,1027,338,983,448,464,439,973
1044,1076,323,1022,444,542,439,941
1087,1093,323,1097,442,544,439,924
1087,1091,325,1112,369,663,439,820
1043,1134,326,1124,347,956,439,774
904,1273,326,1221,356,967,439,754
470,1657,376,1249,506,1206,439,620
469,1456,334,1278,473,1196,454,620
469,1398,392,1278,473,1155,469,620
469,1334,456,1278,473,1138,469,678
469,1285,505,1278,473,1075,465,793
468,1286,505,1271,473,1055,527,794
468,1252,493,1252,473,1043,569,799
409,1297,507,1252,473,1043,535,799
409,1045,759,1252,482,1024,647,987
354,1055,772,1229,629,1024,519,982
326,1007,848,1229,629,1022,545,953
327,1007,848,1229,629,989,574,953
658,1007,848,1233,658,1126,568,953
759,1019,848,1239,658,1123,575,953
776,1032,848,1167,658,1123,577,963
673,1135,848,1081,658,1123,709,963
560,1249,848,1053,658,1123,711,963
610,1249,847,1056,658,1123,794,966
652,1249,847,875,658,1123,782,1150
652,1249,847,836,479,1123,778,1162
652,1139,957,641,350,1123,745,1050
631,1160,957,641,350,1094,1020,917
631,1093,1024,539,350,1086,1022,800
631,1093,1024,518,350,1033,1024,800
631,1093,1024,537,382,1144,1024,802
629,1092,1027,654,388,1112,1024,802
628,1044,1076,620,388,1029,1024,805
575,1087,1093,562,388,1060,1024,805
575,1087,1091,539,388,1025,1123,723
586,1043,1134,549,390,742,1123,713
596,904,1273,453,400,731,1123,910
613,470,1657,427,250,492,1158,912
652,469,1456,456,244,492,1143,1092
825,469,1398,456,285,492,1203,1102
842,469,1334,456,369,492,1372,1062
842,469,1285,456,399,493,1419,947
842,468,1286,456,399,474,1309,946
842,468,1252,509,410,502,1241,993
842,409,1297,512,481,515,1272,993
842,409,1045,518,627,515,1114,805
842,354,1055,537,517,515,1096,979
843,326,1007,551,517,515,1069,1110
842,327,1007,551,518,514,1039,1216
511,658,1007,420,491,319,1034,1221
398,759,1019,414,491,337,1027,1221
368,776,1032,425,491,340,1025,1211
368,673,1135,456,491,340,901,1211
367,560,1249,478,491,370,904,1259
317,610,1249,552,491,496,821,1263
275,652,1249,624,491,550,784,1079
280,652,1249,645,491,581,819,1160
323,652,1139,618,491,581,819,1174
383,631,1160,757,491,596,541,1147
424,631,1093,746,491,703,553,1108
477,631,1093,743,491,950,552,1108
481,631,1093,724,459,871,598,1137
481,629,1092,643,453,905,616,1137
483,628,1044,638,453,1257,616,1147
476,575,1087,598,453,1400,616,1147
476,575,1087,715,453,1421,529,1133
465,586,1043,713,473,1411,530,1138
455,596,904,753,471,1412,530,941
438,613,470,753,517,1413,495,1098
493,652,469,695,703,1416,519,952
338,825,469,713,671,1465,444,1081
402,842,469,766,647,1651,275,1073
471,842,469,839,640,1702,228,1128
522,842,468,848,640,1720,227,1134
547,842,468,795,629,1666,225,1205
547,842,409,834,558,1716,247,1292
552,842,409,828,403,1739,356,1391
552,842,354,810,366,1857,502,1271
561,843,326,842,366,1886,505,1161
561,842,327,852,365,2073,505,1055
563,511,658,852,363,2089,504,1050
573,398,759,854,381,2072,527,1195
573,368,776,843,381,2111,527,1247
573,368,673,811,418,2138,520,1252
647,367,560,789,418,2154,515,1231
665,317,610,715,496,2127,515,1226
680,275,652,651,555,2080,515,1235
675,280,652,742,561,2049,480,1142
632,323,652,733,563,2049,480,1159
572,383,631,594,563,2034,479,1172
539,424,631,607,563,1984,465,1242
486,477,631,619,565,1742,535,1354
482,481,631,629,592,1731,494,1467
520,481,629,592,592,1697,512,1467
518,483,628,592,624,1406,551,1550
542,476,575,616,673,1228,611,1616
569,476,575,499,717,1123,631,1650
593,465,586,481,695,1132,631,1643
593,455,596,440,680,1141,713,1642
593,438,613,438,678,1144,796,1483
499,493,652,457,501,1209,788,1503
607,338,825,452,492,1188,801,1409
619,402,842,399,432,1005,812,1355
666,471,842,326,409,953,856,1303
671,522,842,317,409,935,898,1297
668,547,842,317,409,935,898,1228
668,547,842,275,409,872,844,1244
699,552,842,275,409,849,715,1164
699,552,842,274,409,731,562,1110
689,561,843,228,409,702,559,1242
689,561,842,218,415,515,559,1276
687,563,511,218,433,504,559,1290
677,573,398,216,549,504,536,1181
677,573,368,216,648,469,536,1251
689,573,368,216,612,479,535,1263
680,647,367,272,612,437,535,1249
667,665,317,356,534,338,535,1247
660,680,275,440,475,331,535,1271
680,675,280,344,477,331,537,1272
680,632,323,344,574,387,537,1240
680,572,383,344,587,412,552,1227
672,539,424,346,587,511,564,1157
672,486,477,365,608,509,493,1046
672,482,481,402,581,524,496,903
634,520,481,419,585,530,547,962
642,518,483,419,553,572,508,918
645,542,476,395,588,619,496,884
629,569,476,411,567,624,609,854
606,593,465,411,567,758,763,869
640,593,455,411,565,841,681,869
704,593,438,433,521,875,598,870
721,499,493,441,521,1048,582,946
595,607,338,428,522,1354,569,939
502,619,402,433,522,1398,558,948
386,666,471,433,522,1532,514,1147
336,671,522,485,538,1532,472,1391
314,668,547,485,576,1532,472,1343
314,668,547,486,577,1532,472,1240
278,699,552,517,660,1532,472,1221
278,699,552,517,683,1532,472,1222
278,689,561,532,703,1532,472,1104
319,689,561,538,901,1532,472,1070
319,687,563,578,1050,1527,472,1056
319,677,573,578,1017,1528,472,1020
319,677,573,578,985,1521,472,898
307,689,573,578,1026,1493,507,881
247,680,647,522,1079,1489,517,868
374,667,665,515,1118,1489,517,871
374,660,680,513,1127,1489,517,851
354,680,675,506,1179,1517,563,863
380,680,632,650,1086,1506,586,868
387,680,572,650,1073,1500,573,954
387,672,539,635,1073,1372,572,1036
387,672,486,608,1050,1371,650,1124
387,672,482,562,1072,1332,701,1188
391,634,520,545,1080,1318,650,1172
384,642,518,545,1102,1241,767,1200
357,645,542,545,1026,1213,777,1205
346,629,569,530,1016,1279,642,1197
345,606,593,528,1017,1151,487,1182
311,640,593,530,1017,1058,487,1182
247,704,593,525,1049,1020,490,1181
230,721,499,500,1091,782,491,1051
230,595,607,516,1091,550,491,1036
230,502,619,513,1091,564,491,1092
230,386,666,513,1091,437,495,999
224,336,671,461,1075,438,541,839
224,314,668,461,1042,438,546,907
225,314,668,460,1082,443,592,956
246,278,699,429,1059,445,607,985
258,278,699,429,1036,445,870,987
270,278,689,479,1021,445,925,952
229,319,689,518,817,445,980,952
239,319,687,593,650,445,1012,1144
239,319,677,726,549,443,1212,1147
240,319,677,745,482,443,1216,1147
431,307,689,746,440,434,1181,1147
444,247,680,746,387,434,1171,1157
339,374,667,666,348,434,1171,1154
427,374,660,605,339,434,1211,1141
433,354,680,609,279,406,1275,1128
417,380,680,526,273,361,1382,1123
446,387,680,558,273,342,1380,1051
446,387,672,558,293,314,1419,980
446,387,672,555,293,312,1435,924
446,387,672,555,273,312,1402,859
442,391,634,555,292,312,1469,817
441,384,642,568,271,286,1491,744
464,357,645,568,271,267,1457,707
486,346,629,567,314,198,1448,729
515,345,606,567,313,324,1448,769
522,311,640,565,313,366,1448,769
674,247,704,548,281,367,1445,820
674,230,721,553,230,364,1444,897
675,230,595,543,235,262,1444,874
687,230,502,544,241,329,1469,823
691,230,386,550,266,322,1479,753
762,224,336,554,266,321,1433,727
822,224,314,560,263,321,1428,670
832,225,314,560,228,316,1382,668
817,246,278,573,168,317,1367,708
805,258,278,594,255,317,1105,758
793,270,278,529,251,317,1050,780
793,229,319,484,251,317,1091,851
783,239,319,369,251,317,1059,717
783,239,319,236,251,317,859,723
782,240,319,217,251,317,855,794
591,431,307,216,251,317,1089,819
573,444,247,216,290,317,1246,815
591,339,374,216,362,317,1349,923
516,427,374,187,396,317,1368,1135
510,433,354,190,443,317,1260,1167
500,417,380,129,447,317,1130,1219
634,446,387,106,447,317,1130,1280
717,446,387,106,427,402,1080,1305
721,446,387,162,427,438,986,1272
768,446,387,184,425,438,960,1285
805,442,391,189,394,440,857,1404
875,441,384,227,393,440,718,1400
958,464,357,252,385,471,694,1400
950,486,346,252,329,469,693,1378
1056,515,345,252,329,422,693,1338
1104,522,311,252,415,409,693,1355
977,674,247,252,417,409,693,1322
977,674,230,263,453,409,693,1341
976,675,230,265,517,410,693,1375
964,687,230,318,526,282,668,1426
960,691,230,340,512,282,654,1424
889,762,224,342,529,282,654,1374
829,822,224,336,527,282,654,1441
818,832,225,336,523,285,654,1452
815,817,246,323,523,282,654,1384
823,805,258,302,436,282,653,1331
846,793,270,302,435,282,653,1309
856,793,229,302,435,282,585,1336
915,783,239,342,435,282,646,1330
922,783,239,383,435,282,706,1334
922,782,240,383,443,282,708,1263
922,591,431,406,472,282,530,1263
922,573,444,470,515,282,433,1267
877,591,339,476,446,282,330,1161
906,516,427,476,412,283,271,952
906,510,433,460,514,284,267,920
906,500,417,463,510,284,267,868
736,634,446,455,510,284,267,1064
653,717,446,564,510,202,267,1087
682,721,446,568,510,287,295,1117
635,768,446,545,542,299,328,1123
598,805,442,551,563,326,393,1057
528,875,441,500,569,370,405,1209
520,958,464,475,569,518,430,1209
517,950,486,475,571,525,465,1209
382,1056,515,475,571,432,466,1288
327,1104,522,545,523,403,498,1271
302,977,674,568,538,402,750,1253
317,977,674,559,503,402,809,1157
317,976,675,565,502,401,818,1123
317,964,687,607,694,401,818,1058
427,960,691,590,892,405,818,1021
432,889,762,584,877,413,818,1013
432,829,822,584,877,413,818,929
432,818,832,584,984,410,820,871
557,815,817,584,984,452,820,870
571,823,805,677,992,464,833,870
548,846,793,766,992,500,869,881
538,856,793,766,992,500,841,787
876,915,783,726,992,506,780,779
869,922,783,685,992,574,720,769
908,922,782,685,984,821,827,785
959,922,591,662,955,1091,771,760
1144,922,573,723,873,1091,711,750
1191,877,591,721,870,1121,711,748
1160,906,516,722,870,1158,727,745
1173,906,510,737,721,1157,739,745
1197,906,500,734,721,1247,745,745
1247,736,634,733,721,1247,756,474
1385,653,717,624,721,1244,767,415
1384,682,721,563,721,1123,739,385
1384,635,768,563,689,1111,711,366
1487,598,805,796,668,1179,646,312
1512,528,875,796,675,1135,634,157
1428,520,958,796,675,956,609,157
1468,517,950,796,673,949,574,159
1468,382,1056,796,707,984,573,90
1468,327,1104,772,669,1005,559,117
1470,302,977,749,710,1022,382,117
1456,317,977,740,709,1046,334,117
1456,317,976,758,640,1046,461,117
1456,317,964,660,433,1046,461,208
1346,427,960,649,224,1131,465,222
1341,432,889,649,222,1123,488,222
1341,432,829,649,295,1161,504,356
1341,432,818,649,208,1161,517,364
1213,557,815,649,299,1120,523,364
1191,571,823,556,291,1108,510,364
1288,548,846,468,291,1240,474,353
1338,538,856,468,291,1240,476,666
941,876,915,468,291,1234,476,678
941,869,922,468,291,1230,476,748
1017,908,922,468,305,983,367,733
1114,959,922,468,326,713,367,733
929,1144,922,343,326,713,367,733
898,1191,877,339,327,683,367,733
879,1160,906,338,423,645,351,733
866,1173,906,323,423,645,339,733
842,1197,906,323,444,555,333,733
933,1247,736,325,444,555,322,733
803,1385,653,326,444,555,311,757
782,1384,682,326,444,555,311,791
782,1384,635,376,444,555,330,791
681,1487,598,334,444,458,330,791
656,1512,528,392,431,484,330,793
642,1428,520,456,484,523,340,793
591,1468,517,505,587,549,408,791
591,1468,382,505,568,537,492,781
591,1468,327,493,606,611,474,754
608,1470,302,507,548,594,415,772
624,1456,317,759,548,570,406,929
625,1456,317,772,623,570,270,937
629,1456,317,848,671,570,270,846
629,1346,427,848,695,481,274,832
629,1341,432,848,705,481,465,854
629,1341,432,848,634,443,449,721
629,1341,432,848,614,443,436,759
629,1213,557,848,523,442,524,1039
629,1191,571,848,523,442,538,1156
532,1288,548,847,523,274,541,1165
482,1338,538,847,523,281,539,848
482,941,876,847,525,281,561,834
482,941,869,957,661,217,561,820
367,1017,908,957,715,217,561,890
219,1114,959,1024,724,232,561,893
219,929,1144,1024,776,392,561,893
223,898,1191,1024,775,392,561,893
223,879,1160,1027,679,392,564,909
223,866,1173,1076,679,396,569,909
223,842,1197,1093,681,398,571,909
82,933,1247,1091,689,471,571,909
88,803,1385,1134,689,493,571,885
124,782,1384,1273,689,493,571,851
124,782,1384,1657,689,493,547,851
122,681,1487,1456,689,532,557,851
122,656,1512,1398,689,506,598,849
134,642,1428,1334,636,467,605,849
188,591,1468,1285,533,441,600,853
222,591,1468,1286,525,417,555,902
501,591,1468,1252,506,322,593,930
482,608,1470,1297,506,322,577,947
465,624,1456,1045,506,322,594,856
465,625,1456,1055,454,322,594,1001
461,629,1456,1007,406,322,596,1002
475,629,1346,1007,382,322,622,1003
531,629,1341,1007,499,322,466,993
612,629,1341,1019,497,322,469,992
617,629,1341,1032,567,322,467,946
713,629,1213,1135,654,322,373,666
831,629,1191,1249,682,322,359,549
832,532,1288,1249,682,322,356,540
834,482,1338,1249,863,315,356,589
1012,482,941,1249,900,494,334,551
1021,482,941,1139,995,623,334,525
1044,367,1017,1160,927,623,363,458
1062,219,1114,1093,1010,608,371,455
1132,219,929,1093,982,448,424,455
1113,223,898,1093,982,448,427,455
1113,223,879,1092,983,448,464,439
1363,223,866,1044,1022,444,542,439
1469,223,842,1087,1097,442,544,439
1553,82,933,1087,1112,369,663,439
1539,88,803,1043,1124,347,956,439
1666,124,782,904,1221,356,967,439
1748,124,782,470,1249,506,1206,439
1748,122,681,469,1278,473,1196,454
1748,122,656,469,1278,473,1155,469
1736,134,642,469,1278,473,1138,469
1682,188,591,469,1278,473,1075,465
1670,222,591,468,1271,473,1055,527
1391,501,591,468,1252,473,1043,569
1391,482,608,409,1252,473,1043,535
1391,465,624,409,1252,482,1024,647
1390,465,625,354,1229,629,1024,519
1390,461,629,326,1229,629,1022,545
1376,475,629,327,1229,629,989,574
1320,531,629,658,1233,658,1126,568
1239,612,629,759,1239,658,1123,575
1234,617,629,776,1167,658,1123,577
1138,713,629,673,1081,658,1123,709
1020,831,629,560,1053,658,1123,711
1022,832,532,610,1056,658,1123,794
1020,834,482,652,875,658,1123,782
867,1012,482,652,836,479,1123,778
878,1021,482,652,641,350,1123,745
860,1044,367,631,641,350,1094,1020
842,1062,219,631,539,350,1086,1022
772,1132,219,631,518,350,1033,1024
771,1113,223,631,537,382,1144,1024
771,1113,223,629,654,388,1112,1024
527,1363,223,628,620,388,1029,1024
434,1469,223,575,562,388,1060,1024
358,1553,82,575,539,388,1025,1123
358,1539,88,586,549,390,742,1123
184,1666,124,596,453,400,731,1123
118,1748,124,613,427,250,492,1158
174,1748,122,652,456,244,492,1143
193,1748,122,825,456,285,492,1203
381,1736,134,842,456,369,492,1372
630,1682,188,842,456,399,493,1419
609,1670,222,842,456,399,474,1309
613,1391,501,842,509,410,502,1241
677,1391,482,842,512,481,515,1272
682,1391,465,842,518,627,515,1114
682,1390,465,842,537,517,515,1096
683,1390,461,843,551,517,515,1069
683,1376,475,842,551,518,514,1039
683,1320,531,511,420,491,319,1034
683,1239,612,398,414,491,337,1027
683,1234,617,368,425,491,340,1025
683,1138,713,368,456,491,340,901
683,1020,831,367,478,491,370,904
680,1022,832,317,552,491,496,821
680,1020,834,275,624,491,550,784
655,867,1012,280,645,491,581,819
715,878,1021,323,618,491,581,819
747,860,1044,383,757,491,596,541
752,842,1062,424,746,491,703,553
784,772,1132,477,743,491,950,552
934,771,1113,481,724,459,871,598
995,771,1113,481,643,453,905,616
990,527,1363,483,638,453,1257,616
977,434,1469,476,598,453,1400,616
969,358,1553,476,715,453,1421,529
976,358,1539,465,713,473,1411,530
977,184,1666,455,753,471,1412,530
961,118,1748,438,753,517,1413,495
928,174,1748,493,695,703,1416,519
927,193,1748,338,713,671,1465,444
739,381,1736,402,766,647,1651,275
490,630,1682,471,839,640,1702,228
489,609,1670,522,848,640,1720,227
485,613,1391,547,795,629,1666,225
421,677,1391,547,834,558,1716,247
416,682,1391,552,828,403,1739,356
423,682,1390,552,810,366,1857,502
422,683,1390,561,842,366,1886,505
422,683,1376,561,852,365,2073,505
485,683,1320,563,852,363,2089,504
485,683,1239,573,854,381,2072,527
565,683,1234,573,843,381,2111,527
580,683,1138,573,811,418,2138,520
580,683,1020,647,789,418,2154,515
628,680,1022,665,715,496,2127,515
636,680,1020,680,651,555,2080,515
695,655,867,675,742,561,2049,480
697,715,878,632,733,563,2049,480
758,747,860,572,594,563,2034,479
782,752,842,539,607,563,1984,465
776,784,772,486,619,565,1742,535
885,934,771,482,629,592,1731,494
851,995,771,520,592,592,1697,512
927,990,527,518,592,624,1406,551
929,977,434,542,616,673,1228,611
929,969,358,569,499,717,1123,631
947,976,358,593,481,695,1132,631
946,977,184,593,440,680,1141,713
947,961,118,593,438,678,1144,796
924,928,174,499,457,501,1209,788
906,927,193,607,452,492,1188,801
993,739,381,619,399,432,1005,812
1105,490,630,666,326,409,953,856
1122,489,609,671,317,409,935,898
1128,485,613,668,317,409,935,898
1196,421,677,668,275,409,872,844
1279,416,682,699,275,409,849,715
1278,423,682,699,274,409,731,562
1278,422,683,689,228,409,702,559
1320,422,683,689,218,415,515,559
1292,485,683,687,218,433,504,559
1293,485,683,677,216,549,504,536
1213,565,683,677,216,648,469,536
1198,580,683,689,216,612,479,535
1242,580,683,680,272,612,437,535
1194,628,680,667,356,534,338,535
1186,636,680,660,440,475,331,535
1127,695,655,680,344,477,331,537
1045,697,715,680,344,574,387,537
947,758,747,680,344,587,412,552
918,782,752,672,346,587,511,564
892,776,784,672,365,608,509,493
633,885,934,672,402,581,524,496
606,851,995,634,419,585,530,547
529,927,990,642,419,553,572,508
527,929,977,645,395,588,619,496
527,929,969,629,411,567,624,609
502,947,976,606,411,567,758,763
627,946,977,640,411,565,841,681
705,947,961,704,433,521,875,598
803,924,928,721,441,521,1048,582
832,906,927,595,428,522,1354,569
757,993,739,502,433,522,1398,558
714,1105,490,386,433,522,1532,514
707,1122,489,336,485,538,1532,472
777,1128,485,314,485,576,1532,472
709,1196,421,314,486,577,1532,472
704,1279,416,278,517,660,1532,472
706,1278,423,278,517,683,1532,472
735,1278,422,278,532,703,1532,472
731,1320,422,319,538,901,1532,472
698,1292,485,319,578,1050,1527,472
704,1293,485,319,578,1017,1528,472
712,1213,565,319,578,985,1521,472
712,1198,580,307,578,1026,1493,507
668,1242,580,247,522,1079,1489,517
746,1194,628,374,515,1118,1489,517
904,1186,636,374,513,1127,1489,517
959,1127,695,354,506,1179,1517,563
1014,1045,697,380,650,1086,1506,586
1015,947,758,387,650,1073,1500,573
1015,918,782,387,635,1073,1372,572
1015,892,776,387,608,1050,1371,650
1015,633,885,387,562,1072,1332,701
1015,606,851,391,545,1080,1318,650
1015,529,927,384,545,1102,1241,767
1036,527,929,357,545,1026,1213,777
1036,527,929,346,530,1016,1279,642
1039,502,947,345,528,1017,1151,487
914,627,946,311,530,1017,1058,487
836,705,947,247,525,1049,1020,490
738,803,924,230,500,1091,782,491
709,832,906,230,516,1091,550,491
697,757,993,230,513,1091,564,491
628,714,1105,230,513,1091,437,495
622,707,1122,224,461,1075,438,541
591,777,1128,224,461,1042,438,546
601,709,1196,225,460,1082,443,592
707,704,1279,246,429,1059,445,607
706,706,1278,258,429,1036,445,870
704,735,1278,270,479,1021,445,925
801,731,1320,229,518,817,445,980
914,698,1292,239,593,650,445,1012
930,704,1293,239,726,549,443,1212
1066,712,1213,240,745,482,443,1216
1066,712,1198,431,746,440,434,1181
1066,668,1242,444,746,387,434,1171
988,746,1194,339,666,348,434,1171
830,904,1186,427,605,339,434,1211
775,959,1127,433,609,279,406,1275
720,1014,1045,417,526,273,361,1382
732,1015,947,446,558,273,342,1380
732,1015,918,446,558,293,314,1419
777,1015,892,446,555,293,312,1435
880,1015,633,446,555,273,312,1402
999,1015,606,442,555,292,312,1469
1016,1015,529,441,568,271,286,1491
1042,1036,527,464,568,271,267,1457
1206,1036,527,486,567,314,198,1448
1294,1039,502,515,567,313,324,1448
1328,914,627,522,565,313,366,1448
1412,836,705,674,548,281,367,1445
1412,738,803,674,553,230,364,1444
1429,709,832,675,543,235,262,1444
1499,697,757,687,544,241,329,1469
1523,628,714,691,550,266,322,1479
1519,622,707,762,554,266,321,1433
1509,591,777,822,560,263,321,1428
1499,601,709,832,560,228,316,1382
1315,707,704,817,573,168,317,1367
1308,706,706,805,594,255,317,1105
1281,704,735,793,529,251,317,1050
1146,801,731,793,484,251,317,1091
1031,914,698,783,369,251,317,1059
1008,930,704,783,236,251,317,859
870,1066,712,782,217,251,317,855
920,1066,712,591,216,251,317,1089
955,1066,668,573,216,290,317,1246
992,988,746,591,216,362,317,1349
992,830,904,516,187,396,317,1368
1207,775,959,510,190,443,317,1260
1211,720,1014,500,129,447,317,1130
1219,732,1015,634,106,447,317,1130
1224,732,1015,717,106,427,402,1080
1179,777,1015,721,162,427,438,986
1076,880,1015,768,184,425,438,960
976,999,1015,805,189,394,440,857
972,1016,1015,875,227,393,440,718
954,1042,1036,958,252,385,471,694
831,1206,1036,950,252,329,469,693
740,1294,1039,1056,252,329,422,693
706,1328,914,1104,252,415,409,693
621,1412,836,977,252,417,409,693
621,1412,738,977,263,453,409,693
604,1429,709,976,265,517,410,693
534,1499,697,964,318,526,282,668
510,1523,628,960,340,512,282,654
510,1519,622,889,342,529,282,654
475,1509,591,829,336,527,282,654
475,1499,601,818,336,523,285,654
475,1315,707,815,323,523,282,654
475,1308,706,823,302,436,282,653
475,1281,704,846,302,435,282,653
475,1146,801,856,302,435,282,585
475,1031,914,915,342,435,282,646
475,1008,930,922,383,435,282,706
469,870,1066,922,383,443,282,708
419,920,1066,922,406,472,282,530
384,955,1066,922,470,515,282,433
347,992,988,877,476,446,282,330
347,992,830,906,476,412,283,271
132,1207,775,906,460,514,284,267
128,1211,720,906,463,510,284,267
107,1219,732,736,455,510,284,267
102,1224,732,653,564,510,202,267
102,1179,777,682,568,510,287,295
102,1076,880,635,545,542,299,328
83,976,999,598,551,563,326,393
136,972,1016,528,500,569,370,405
107,954,1042,520,475,569,518,430
66,831,1206,517,475,571,525,465
66,740,1294,382,475,571,432,466
66,706,1328,327,545,523,403,498
90,621,1412,302,568,538,402,750
92,621,1412,317,559,503,402,809
92,604,1429,317,565,502,401,818
198,534,1499,317,607,694,401,818
279,510,1523,427,590,892,405,818
370,510,1519,432,584,877,413,818
370,475,1509,432,584,877,413,818
398,475,1499,432,584,984,410,820
413,475,1315,557,584,984,452,820
433,475,1308,571,677,992,464,833
444,475,1281,548,766,992,500,869
479,475,1146,538,766,992,500,841
638,475,1031,876,726,992,506,780
724,475,1008,869,685,992,574,720
724,469,870,908,685,984,821,827
762,419,920,959,662,955,1091,771
902,384,955,1144,723,873,1091,711
903,347,992,1191,721,870,1121,711
903,347,992,1160,722,870,1158,727
903,132,1207,1173,737,721,1157,739
903,128,1211,1197,734,721,1247,745
951,107,1219,1247,733,721,1247,756
1112,102,1224,1385,624,721,1244,767
1159,102,1179,1384,563,721,1123,739
1177,102,1076,1384,563,689,1111,711
1183,83,976,1487,796,668,1179,646
1123,136,972,1512,796,675,1135,634
1195,107,954,1428,796,675,956,609
1443,66,831,1468,796,673,949,574
1443,66,740,1468,796,707,984,573
1443,66,706,1468,772,669,1005,559
1419,90,621,1470,749,710,1022,382
1417,92,621,1456,740,709,1046,334
1417,92,604,1456,758,640,1046,461
