Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9,Accum_y-10
256,1304,1369,1173,903,347,992,771,631,537,382,1144,1024,802,621,1056,657
255,1268,1313,1266,903,347,992,771,629,654,388,1112,1024,802,647,1055,656
312,1267,1197,1383,903,132,1207,527,628,620,388,1029,1024,805,648,975,656
312,1267,1155,1425,903,128,1211,434,575,562,388,1060,1024,805,630,975,656
312,1267,1084,1448,951,107,1219,358,575,539,388,1025,1123,723,368,991,598
479,1267,962,1409,1112,102,1224,358,586,549,390,742,1123,713,380,1045,570
489,1223,992,1376,1159,102,1179,184,596,453,400,731,1123,910,411,1107,432
530,1179,995,1399,1177,102,1076,118,613,427,250,492,1158,912,554,1109,417
530,1179,987,1401,1183,83,976,174,652,456,244,492,1143,1092,688,1140,347
530,1179,984,1398,1123,136,972,193,825,456,285,492,1203,1102,705,1140,346
544,1179,936,1374,1195,107,954,381,842,456,369,492,1372,1062,813,1200,96
549,1087,834,1320,1443,66,831,630,842,456,399,493,1419,947,838,1041,96
440,1196,659,1495,1443,66,740,609,842,456,399,474,1309,946,898,930,96
434,1202,625,1529,1443,66,706,613,842,509,410,502,1241,993,899,924,96
429,1207,565,1589,1419,90,621,677,842,512,481,515,1272,993,899,968,96
420,912,840,1618,1417,92,621,682,842,518,627,515,1114,805,899,968,276
420,871,881,1618,1417,92,604,682,842,537,517,515,1096,979,933,918,355
425,847,810,1713,1311,198,534,683,843,551,517,515,1069,1110,946,913,372
476,751,899,1689,1261,279,510,683,842,551,518,514,1039,1216,948,958,443
447,771,907,1656,1204,370,510,683,511,420,491,319,1034,1221,952,976,558
446,772,906,1583,1278,370,475,683,398,414,491,337,1027,1221,952,981,646
446,767,903,1591,1250,398,475,683,368,425,491,340,1025,1211,952,621,601
446,767,901,1593,1235,413,475,683,368,456,491,340,901,1211,952,665,597
446,767,901,1588,1220,433,475,683,367,478,491,370,904,1259,952,573,684
446,716,952,1560,1237,444,475,680,317,552,491,496,821,1263,873,562,689
456,659,1009,1472,1290,479,475,680,275,624,491,550,784,1079,873,578,689
379,710,1035,1428,1175,638,475,655,280,645,491,581,819,1160,822,594,689
360,729,1035,1304,1213,724,475,715,323,618,491,581,819,1174,822,594,689
360,679,1028,1307,1267,724,469,747,383,757,491,596,541,1147,834,594,689
374,668,963,1382,1230,762,419,752,424,746,491,703,553,1108,791,595,689
375,590,974,1417,1122,902,384,784,477,743,491,950,552,1108,829,651,689
375,256,1304,1369,1173,903,347,934,481,724,459,871,598,1137,796,873,689
375,255,1268,1313,1266,903,347,995,481,643,453,905,616,1137,936,1187,689
318,312,1267,1197,1383,903,132,990,483,638,453,1257,616,1147,944,1353,689
318,312,1267,1155,1425,903,128,977,476,598,453,1400,616,1147,929,1417,689
318,312,1267,1084,1448,951,107,969,476,715,453,1421,529,1133,867,1445,689
151,479,1267,962,1409,1112,102,976,465,713,473,1411,530,1138,854,1765,689
380,489,1223,992,1376,1159,102,977,455,753,471,1412,530,941,823,1795,689
352,530,1179,995,1399,1177,102,961,438,753,517,1413,495,1098,748,1853,689
352,530,1179,987,1401,1183,83,928,493,695,703,1416,519,952,618,2031,689
352,530,1179,984,1398,1123,136,927,338,713,671,1465,444,1081,613,2130,689
338,544,1179,936,1374,1195,107,739,402,766,647,1651,275,1073,720,2088,689
333,549,1087,834,1320,1443,66,490,471,839,640,1702,228,1128,696,2086,689
333,440,1196,659,1495,1443,66,489,522,848,640,1720,227,1134,636,2089,718
333,434,1202,625,1529,1443,66,485,547,795,629,1666,225,1205,663,2089,822
406,429,1207,565,1589,1419,90,421,547,834,558,1716,247,1292,667,2008,1028
409,420,912,840,1618,1417,92,416,552,828,403,1739,356,1391,667,2008,849
509,420,871,881,1618,1417,92,423,552,810,366,1857,502,1271,636,2038,779
615,425,847,810,1713,1311,198,422,561,842,366,1886,505,1161,657,2069,899
592,476,751,899,1689,1261,279,422,561,852,365,2073,505,1055,677,2017,844
624,447,771,907,1656,1204,370,485,563,852,363,2089,504,1050,691,1971,750
624,446,772,906,1583,1278,370,485,573,854,381,2072,527,1195,691,1965,735
680,446,767,903,1591,1250,398,565,573,843,381,2111,527,1247,691,1966,717
690,446,767,901,1593,1235,413,580,573,811,418,2138,520,1252,693,1940,693
690,446,767,901,1588,1220,433,580,647,789,418,2154,515,1231,693,1956,611
690,446,716,952,1560,1237,444,628,665,715,496,2127,515,1226,698,1986,615
680,456,659,1009,1472,1290,479,636,680,651,555,2080,515,1235,700,1955,615
680,379,710,1035,1428,1175,638,695,675,742,561,2049,480,1142,700,1939,615
826,360,729,1035,1304,1213,724,697,632,733,563,2049,480,1159,705,1940,630
832,360,679,1028,1307,1267,724,758,572,594,563,2034,479,1172,696,1940,673
856,374,668,963,1382,1230,762,782,539,607,563,1984,465,1242,696,1939,675
855,375,590,974,1417,1122,902,776,486,619,565,1742,535,1354,614,1883,675
873,375,256,1304,1369,1173,903,885,482,629,592,1731,494,1467,614,1661,675
873,375,255,1268,1313,1266,903,851,520,592,592,1697,512,1467,470,1347,675
893,318,312,1267,1197,1383,903,927,518,592,624,1406,551,1550,469,1181,675
937,318,312,1267,1155,1425,903,929,542,616,673,1228,611,1616,469,1182,675
946,318,312,1267,1084,1448,951,929,569,499,717,1123,631,1650,481,1139,694
946,151,479,1267,962,1409,1112,947,593,481,695,1132,631,1643,481,765,743
716,380,489,1223,992,1376,1159,946,593,440,680,1141,713,1642,481,683,847
707,352,530,1179,995,1399,1177,947,593,438,678,1144,796,1483,413,624,877
826,352,530,1179,987,1401,1183,924,499,457,501,1209,788,1503,415,415,878
1158,352,530,1179,984,1398,1123,906,607,452,492,1188,801,1409,414,316,977
1221,338,544,1179,936,1374,1195,993,619,399,432,1005,812,1355,221,296,982
1252,333,549,1087,834,1320,1443,1105,666,326,409,953,856,1303,226,274,982
1270,333,440,1196,659,1495,1443,1122,671,317,409,935,898,1297,226,293,953
1373,333,434,1202,625,1529,1443,1128,668,317,409,935,898,1228,200,293,849
1403,406,429,1207,565,1589,1419,1196,668,275,409,872,844,1244,246,291,645
1452,409,420,912,840,1618,1417,1279,699,275,409,849,715,1164,259,291,644
1500,509,420,871,881,1618,1417,1278,699,274,409,731,562,1110,312,281,641
1412,615,425,847,810,1713,1311,1278,689,228,409,702,559,1242,291,255,571
1394,592,476,751,899,1689,1261,1320,689,218,415,515,559,1276,420,279,686
1362,624,447,771,907,1656,1204,1292,687,218,433,504,559,1290,695,330,714
1362,624,446,772,906,1583,1278,1293,677,216,549,504,536,1181,816,343,642
1306,680,446,767,903,1591,1250,1213,677,216,648,469,536,1251,847,355,644
1296,690,446,767,901,1593,1235,1198,689,216,612,479,535,1263,850,311,644
1296,690,446,767,901,1588,1220,1242,680,272,612,437,535,1249,850,295,639
1296,690,446,716,952,1560,1237,1194,667,356,534,338,535,1247,864,265,753
1296,680,456,659,1009,1472,1290,1186,660,440,475,331,535,1271,980,290,806
1296,680,379,710,1035,1428,1175,1127,680,344,477,331,537,1272,1141,382,833
1150,826,360,729,1035,1304,1213,1045,680,344,574,387,537,1240,1136,384,915
1144,832,360,679,1028,1307,1267,947,680,344,587,412,552,1227,1132,384,990
1106,856,374,668,963,1382,1230,918,672,346,587,511,564,1157,1132,385,988
1106,855,375,590,974,1417,1122,892,672,365,608,509,493,1046,1139,385,990
1088,873,375,256,1304,1369,1173,633,672,402,581,524,496,903,1158,390,1051
1088,873,375,255,1268,1313,1266,606,634,419,585,530,547,962,1317,393,1148
1090,893,318,312,1267,1197,1383,529,642,419,553,572,508,918,1478,482,1192
1047,937,318,312,1267,1155,1425,527,645,395,588,619,496,884,1559,516,1200
1040,946,318,312,1267,1084,1448,527,629,411,567,624,609,854,1617,523,1182
1108,946,151,479,1267,962,1409,502,606,411,567,758,763,869,1620,523,1162
1111,716,380,489,1223,992,1376,627,640,411,565,841,681,869,1625,513,1058
1108,707,352,530,1179,995,1399,705,704,433,521,875,598,870,1632,512,1041
989,826,352,530,1179,987,1401,803,721,441,521,1048,582,946,1633,512,1049
657,1158,352,530,1179,984,1398,832,595,428,522,1354,569,939,1622,543,1091
610,1221,338,544,1179,936,1374,757,502,433,522,1398,558,948,1600,590,1168
580,1252,333,549,1087,834,1320,714,386,433,522,1532,514,1147,1671,633,1240
667,1270,333,440,1196,659,1495,707,336,485,538,1532,472,1391,1671,611,1339
588,1373,333,434,1202,625,1529,777,314,485,576,1532,472,1343,1691,611,1360
546,1403,406,429,1207,565,1589,709,314,486,577,1532,472,1240,1641,628,1391
497,1452,409,420,912,840,1618,704,278,517,660,1532,472,1221,1668,665,1391
389,1500,509,420,871,881,1618,706,278,517,683,1532,472,1222,1615,680,1382
367,1412,615,425,847,810,1713,735,278,532,703,1532,472,1104,1602,675,1315
411,1394,592,476,751,899,1689,731,319,538,901,1532,472,1070,1451,635,1184
430,1362,624,447,771,907,1656,698,319,578,1050,1527,472,1056,1158,589,1135
430,1362,624,446,772,906,1583,704,319,578,1017,1528,472,1020,1037,582,1141
434,1306,680,446,767,903,1591,712,319,578,985,1521,472,898,1006,588,1142
448,1296,690,446,767,901,1593,712,307,578,1026,1493,507,881,1001,592,1169
534,1296,690,446,767,901,1588,668,247,522,1079,1489,517,868,1001,590,1242
654,1296,690,446,716,952,1560,746,374,515,1118,1489,517,871,982,607,1123
683,1296,680,456,659,1009,1472,904,374,513,1127,1489,517,851,865,582,1160
690,1296,680,379,710,1035,1428,959,354,506,1179,1517,563,863,705,490,1229
694,1150,826,360,729,1035,1304,1014,380,650,1086,1506,586,868,705,487,1139
748,1144,832,360,679,1028,1307,1015,387,650,1073,1500,573,954,719,487,1021
803,1106,856,374,668,963,1382,1015,387,635,1073,1372,572,1036,727,486,1021
803,1106,855,375,590,974,1417,1015,387,608,1050,1371,650,1124,719,486,1019
815,1088,873,375,256,1304,1369,1015,387,562,1072,1332,701,1188,691,486,962
815,1088,873,375,255,1268,1313,1015,391,545,1080,1318,650,1172,510,530,867
793,1090,893,318,312,1267,1197,1015,384,545,1102,1241,767,1200,341,526,823
792,1047,937,318,312,1267,1155,1036,357,545,1026,1213,777,1205,260,473,815
790,1040,946,318,312,1267,1084,1036,346,530,1016,1279,642,1197,199,536,814
722,1108,946,151,479,1267,962,1039,345,528,1017,1151,487,1182,284,536,785
746,1111,716,380,489,1223,992,914,311,530,1017,1058,487,1182,293,536,785
780,1108,707,352,530,1179,995,836,247,525,1049,1020,490,1181,286,536,772
991,989,826,352,530,1179,987,738,230,500,1091,782,491,1051,279,536,763
994,657,1158,352,530,1179,984,709,230,516,1091,550,491,1036,295,505,622
978,610,1221,338,544,1179,936,697,230,513,1091,564,491,1092,295,458,540
1049,580,1252,333,549,1087,834,628,230,513,1091,437,495,999,219,438,468
1086,667,1270,333,440,1196,659,622,224,461,1075,438,541,839,219,468,369
1304,588,1373,333,434,1202,625,591,224,461,1042,438,546,907,220,519,348
1243,546,1403,406,429,1207,565,601,225,460,1082,443,592,956,248,549,320
1240,497,1452,409,420,912,840,707,246,429,1059,445,607,985,301,514,320
1200,389,1500,509,420,871,881,706,258,429,1036,445,870,987,302,466,320
1199,367,1412,615,425,847,810,704,270,479,1021,445,925,952,389,466,320
1145,411,1394,592,476,751,899,801,229,518,817,445,980,952,389,467,320
1126,430,1362,624,447,771,907,914,239,593,650,445,1012,1144,411,462,320
1126,430,1362,624,446,772,906,930,239,726,549,443,1212,1147,433,456,313
1122,434,1306,680,446,767,903,1066,240,745,482,443,1216,1147,443,437,308
1108,448,1296,690,446,767,901,1066,431,746,440,434,1181,1147,511,434,281
1022,534,1296,690,446,767,901,1066,444,746,387,434,1171,1157,582,439,208
902,654,1296,690,446,716,952,988,339,666,348,434,1171,1154,584,426,204
873,683,1296,680,456,659,1009,830,427,605,339,434,1211,1141,700,457,114
866,690,1296,680,379,710,1035,775,433,609,279,406,1275,1128,710,511,18
884,694,1150,826,360,729,1035,720,417,526,273,361,1382,1123,710,581,11
830,748,1144,832,360,679,1028,732,446,558,273,342,1380,1051,696,640,20
775,803,1106,856,374,668,963,732,446,558,293,314,1419,980,688,720,44
775,803,1106,855,375,590,974,777,446,555,293,312,1435,924,686,733,44
763,815,1088,873,375,256,1304,880,446,555,273,312,1402,859,726,743,40
776,815,1088,873,375,255,1268,999,442,555,292,312,1469,817,754,696,38
835,793,1090,893,318,312,1267,1016,441,568,271,286,1491,744,754,611,38
835,792,1047,937,318,312,1267,1042,464,568,271,267,1457,707,754,565,38
914,790,1040,946,318,312,1267,1206,486,567,314,198,1448,729,844,494,59
1079,722,1108,946,151,479,1267,1294,515,567,313,324,1448,769,807,546,60
1071,746,1111,716,380,489,1223,1328,522,565,313,366,1448,769,794,604,61
1087,780,1108,707,352,530,1179,1412,674,548,281,367,1445,820,934,683,80
920,991,989,826,352,530,1179,1412,674,553,230,364,1444,897,937,744,281
917,994,657,1158,352,530,1179,1429,675,543,235,262,1444,874,921,761,322
917,978,610,1221,338,544,1179,1499,687,544,241,329,1469,823,921,761,364
846,1049,580,1252,333,549,1087,1523,691,550,266,322,1479,753,920,745,496
704,1086,667,1270,333,440,1196,1519,762,554,266,321,1433,727,938,744,625
463,1304,588,1373,333,434,1202,1509,822,560,263,321,1428,670,916,707,625
513,1243,546,1403,406,429,1207,1499,832,560,228,316,1382,668,890,694,620
715,1240,497,1452,409,420,912,1315,817,573,168,317,1367,708,797,692,625
786,1200,389,1500,509,420,871,1308,805,594,255,317,1105,758,793,691,626
812,1199,367,1412,615,425,847,1281,793,529,251,317,1050,780,706,691,628
863,1145,411,1394,592,476,751,1146,793,484,251,317,1091,851,728,690,629
892,1126,430,1362,624,447,771,1031,783,369,251,317,1059,717,706,690,631
1008,1126,430,1362,624,446,772,1008,783,236,251,317,859,723,684,690,631
1018,1122,434,1306,680,446,767,870,782,217,251,317,855,794,675,690,631
1018,1108,448,1296,690,446,767,920,591,216,251,317,1089,819,610,710,631
1022,1022,534,1296,690,446,767,955,573,216,290,317,1246,815,539,710,631
1055,902,654,1296,690,446,716,992,591,216,362,317,1349,923,537,708,632
1231,873,683,1296,680,456,659,992,516,187,396,317,1368,1135,420,705,635
1254,866,690,1296,680,379,710,1207,510,190,443,317,1260,1167,409,692,635
1232,884,694,1150,826,360,729,1211,500,129,447,317,1130,1219,410,648,655
1251,830,748,1144,832,360,679,1219,634,106,447,317,1130,1280,485,589,646
1251,775,803,1106,856,374,668,1224,717,106,427,402,1080,1305,563,525,622
1256,775,803,1106,855,375,590,1179,721,162,427,438,986,1272,572,539,627
1327,763,815,1088,873,375,256,1076,768,184,425,438,960,1285,555,543,629
1358,776,815,1088,873,375,255,976,805,189,394,440,857,1404,527,636,629
1299,835,793,1090,893,318,312,972,875,227,393,440,718,1400,655,636,629
1306,835,792,1047,937,318,312,954,958,252,385,471,694,1400,719,636,629
1233,914,790,1040,946,318,312,831,950,252,329,469,693,1378,645,636,608
1068,1079,722,1108,946,151,479,740,1056,252,329,422,693,1338,598,584,607
1040,1071,746,1111,716,380,489,706,1104,252,415,409,693,1355,597,533,650
989,1087,780,1108,707,352,530,621,977,252,417,409,693,1322,493,473,895
945,920,991,989,826,352,530,621,977,263,453,409,693,1341,503,413,809
977,917,994,657,1158,352,530,604,976,265,517,410,693,1375,525,396,800
1094,917,978,610,1221,338,544,534,964,318,526,282,668,1426,525,402,892
1112,846,1049,580,1252,333,549,510,960,340,512,282,654,1424,525,462,856
1112,704,1086,667,1270,333,440,510,889,342,529,282,654,1374,507,433,729
1158,463,1304,588,1373,333,434,475,829,336,527,282,654,1441,506,419,782
1108,513,1243,546,1403,406,429,475,818,336,523,285,654,1452,504,381,813
917,715,1240,497,1452,409,420,475,815,323,523,282,654,1384,565,395,813
852,786,1200,389,1500,509,420,475,823,302,436,282,653,1331,595,511,815
888,812,1199,367,1412,615,425,475,846,302,435,282,653,1309,651,555,813
930,863,1145,411,1394,592,476,475,856,302,435,282,585,1336,673,774,815
927,892,1126,430,1362,624,447,475,915,342,435,282,646,1330,710,787,926
811,1008,1126,430,1362,624,446,475,922,383,435,282,706,1334,780,787,927
801,1018,1122,434,1306,680,446,469,922,383,443,282,708,1263,781,787,975
803,1018,1108,448,1296,690,446,419,922,406,472,282,530,1263,778,767,1042
857,1022,1022,534,1296,690,446,384,922,470,515,282,433,1267,781,762,1042
825,1055,902,654,1296,690,446,347,877,476,446,282,330,1161,781,784,1119
696,1231,873,683,1296,680,456,347,906,476,412,283,271,952,782,789,1123
673,1254,866,690,1296,680,379,132,906,460,514,284,267,920,782,773,1123
685,1232,884,694,1150,826,360,128,906,463,510,284,267,868,860,773,1103
674,1251,830,748,1144,832,360,107,736,455,510,284,267,1064,785,773,1105
674,1251,775,803,1106,856,374,102,653,564,510,202,267,1087,707,757,1114
669,1256,775,803,1106,855,375,102,682,568,510,287,295,1117,698,731,1245
598,1327,763,815,1088,873,375,102,635,545,542,299,328,1123,675,712,1385
716,1358,776,815,1088,873,375,83,598,551,563,326,393,1057,675,619,1423
724,1299,835,793,1090,893,318,136,528,500,569,370,405,1209,561,619,1423
730,1306,835,792,1047,937,318,107,520,475,569,518,430,1209,497,619,1423
747,1233,914,790,1040,946,318,66,517,475,571,525,465,1209,472,685,1450
747,1068,1079,722,1108,946,151,66,382,475,571,432,466,1288,468,685,1519
747,1040,1071,746,1111,716,380,66,327,545,523,403,498,1271,518,678,1475
747,989,1087,780,1108,707,352,90,302,568,538,402,750,1253,482,661,1211
747,945,920,991,989,826,352,92,317,559,503,402,809,1157,506,663,1097
715,977,917,994,657,1158,352,92,317,565,502,401,818,1123,542,668,1069
598,1094,917,978,610,1221,338,198,317,607,694,401,818,1058,546,693,937
579,1112,846,1049,580,1252,333,279,427,590,892,405,818,1021,551,626,841
579,1112,704,1086,667,1270,333,370,432,584,877,413,818,1013,551,626,839
532,1158,463,1304,588,1373,333,370,432,584,877,413,818,929,551,675,786
532,1108,513,1243,546,1403,406,398,432,584,984,410,820,871,554,681,755
521,917,715,1240,497,1452,409,413,557,584,984,452,820,870,579,673,750
515,852,786,1200,389,1500,509,433,571,677,992,464,833,870,550,595,747
453,888,812,1199,367,1412,615,444,548,766,992,500,869,881,494,551,747
360,930,863,1145,411,1394,592,479,538,766,992,500,841,787,450,332,744
392,927,892,1126,430,1362,624,638,876,726,992,506,780,779,438,319,631
418,811,1008,1126,430,1362,624,724,869,685,992,574,720,769,389,327,630
423,801,1018,1122,434,1306,680,724,908,685,984,821,827,785,409,368,582
437,803,1018,1108,448,1296,690,762,959,662,955,1091,771,760,473,369,515
379,857,1022,1022,534,1296,690,902,1144,723,873,1091,711,750,470,367,515
378,825,1055,902,654,1296,690,903,1191,721,870,1121,711,748,591,343,437
331,696,1231,873,683,1296,680,903,1160,722,870,1158,727,745,594,311,430
331,673,1254,866,690,1296,680,903,1173,737,721,1157,739,745,594,286,430
326,685,1232,884,694,1150,826,903,1197,734,721,1247,745,745,523,260,430
321,674,1251,830,748,1144,832,951,1247,733,721,1247,756,474,557,260,448
330,674,1251,775,803,1106,856,1112,1385,624,721,1244,767,415,590,260,454
367,669,1256,775,803,1106,855,1159,1384,563,721,1123,739,385,591,259,369
386,598,1327,763,815,1088,873,1177,1384,563,689,1111,711,366,607,293,460
291,716,1358,776,815,1088,873,1183,1487,796,668,1179,646,312,624,293,430
354,724,1299,835,793,1090,893,1123,1512,796,675,1135,634,157,756,316,431
341,730,1306,835,792,1047,937,1195,1428,796,675,956,609,157,756,316,553
318,747,1233,914,790,1040,946,1443,1468,796,673,949,574,159,756,250,526
330,747,1068,1079,722,1108,946,1443,1468,796,707,984,573,90,756,285,513
345,747,1040,1071,746,1111,716,1443,1468,772,669,1005,559,117,769,396,513
345,747,989,1087,780,1108,707,1419,1470,749,710,1022,382,117,809,443,513
567,747,945,920,991,989,826,1417,1456,740,709,1046,334,117,997,487,512
653,715,977,917,994,657,1158,1417,1456,758,640,1046,461,117,940,488,512
658,598,1094,917,978,610,1221,1311,1456,660,433,1046,461,208,936,517,620
658,579,1112,846,1049,580,1252,1261,1346,649,224,1131,465,222,931,540,620
658,579,1112,704,1086,667,1270,1204,1341,649,222,1123,488,222,938,540,628
658,532,1158,463,1304,588,1373,1278,1341,649,295,1161,504,356,947,491,628
658,532,1108,513,1243,546,1403,1250,1341,649,208,1161,517,364,944,485,644
746,521,917,715,1240,497,1452,1235,1213,649,299,1120,523,364,858,492,676
746,515,852,786,1200,389,1500,1220,1191,556,291,1108,510,364,857,822,680
824,453,888,812,1199,367,1412,1237,1288,468,291,1240,474,353,857,822,732
841,360,930,863,1145,411,1394,1290,1338,468,291,1240,476,666,857,822,756
836,392,927,892,1126,430,1362,1175,941,468,291,1234,476,678,832,822,771
810,418,811,1008,1126,430,1362,1213,941,468,291,1230,476,748,811,814,775
805,423,801,1018,1122,434,1306,1267,1017,468,305,983,367,733,789,773,776
846,437,803,1018,1108,448,1296,1230,1114,468,326,713,367,733,725,770,776
848,379,857,1022,1022,534,1296,1122,929,343,326,713,367,733,725,779,776
848,378,825,1055,902,654,1296,1173,898,339,327,683,367,733,607,813,776
876,331,696,1231,873,683,1296,1266,879,338,423,645,351,733,603,812,776
876,331,673,1254,866,690,1296,1383,866,323,423,645,339,733,609,812,776
869,326,685,1232,884,694,1150,1425,842,323,444,555,333,733,610,812,776
1109,321,674,1251,830,748,1144,1448,933,325,444,555,322,733,618,812,764
1100,330,674,1251,775,803,1106,1409,803,326,444,555,311,757,585,930,749
1063,367,669,1256,775,803,1106,1376,782,326,444,555,311,791,584,1024,716
1044,386,598,1327,763,815,1088,1399,782,376,444,555,330,791,568,991,485
977,291,716,1358,776,815,1088,1401,681,334,444,458,330,791,551,1016,477
906,354,724,1299,835,793,1090,1398,656,392,431,484,330,793,405,1053,514
906,341,730,1306,835,792,1047,1374,642,456,484,523,340,793,486,1053,410
1077,318,747,1233,914,790,1040,1320,591,505,587,549,408,791,717,1053,410
1153,330,747,1068,1079,722,1108,1495,591,505,568,537,492,781,717,1018,354
1138,345,747,1040,1071,746,1111,1529,591,493,606,611,474,754,896,907,354
1138,345,747,989,1087,780,1108,1589,608,507,548,594,415,772,883,858,354
916,567,747,945,920,991,989,1618,624,759,548,570,406,929,667,1022,354
870,653,715,977,917,994,657,1618,625,772,623,570,270,937,887,1062,410
895,658,598,1094,917,978,610,1713,629,848,671,570,270,846,920,1003,301
895,658,579,1112,846,1049,580,1689,629,848,695,481,274,832,1176,980,314
900,658,579,1112,704,1086,667,1656,629,848,705,481,465,854,1208,980,339
967,658,532,1158,463,1304,588,1583,629,848,634,443,449,721,1211,980,356
971,658,532,1108,513,1243,546,1591,629,848,614,443,436,759,1219,1190,360
883,746,521,917,715,1240,497,1593,629,848,523,442,524,1039,1328,1177,424
883,746,515,852,786,1200,389,1588,629,848,523,442,538,1156,1364,809,421
805,824,453,888,812,1199,367,1560,532,847,523,274,541,1165,1402,824,391
808,841,360,930,863,1145,411,1472,482,847,523,281,539,848,1415,824,454
765,836,392,927,892,1126,430,1428,482,847,525,281,561,834,1415,824,543
766,810,418,811,1008,1126,430,1304,482,957,661,217,561,820,1415,824,540
832,805,423,801,1018,1122,434,1307,367,957,715,217,561,890,1415,824,539
820,846,437,803,1018,1108,448,1382,219,1024,724,232,561,893,1415,824,539
821,848,379,857,1022,1022,534,1417,219,1024,776,392,561,893,1415,826,539
821,848,378,825,1055,902,654,1369,223,1024,775,392,561,893,1412,792,539
793,876,331,696,1231,873,683,1313,223,1027,679,392,564,909,1562,792,552
793,876,331,673,1254,866,690,1197,223,1076,679,396,569,909,1588,792,552
793,869,326,685,1232,884,694,1155,223,1093,681,398,571,909,1596,792,552
622,1109,321,674,1251,830,748,1084,82,1091,689,471,571,909,1758,792,544
801,1100,330,674,1251,775,803,962,88,1134,689,493,571,885,1816,674,544
854,1063,367,669,1256,775,803,992,124,1273,689,493,571,851,1837,580,526
854,1044,386,598,1327,763,815,995,124,1657,689,493,547,851,1971,579,587
854,977,291,716,1358,776,815,987,122,1456,689,532,557,851,1971,554,587
854,906,354,724,1299,835,793,984,122,1398,689,506,598,849,1971,494,549
869,906,341,730,1306,835,792,936,134,1334,636,467,605,849,1934,494,560
704,1077,318,747,1233,914,790,834,188,1285,533,441,600,853,1703,494,603
690,1153,330,747,1068,1079,722,659,222,1286,525,417,555,902,1703,510,604
904,1138,345,747,1040,1071,746,625,501,1252,506,322,593,930,1461,523,605
904,1138,345,747,989,1087,780,565,482,1297,506,322,577,947,1434,561,605
904,916,567,747,945,920,991,840,465,1045,506,322,594,856,1425,354,605
864,870,653,715,977,917,994,881,465,1055,454,322,594,1001,1209,323,545
879,895,658,598,1094,917,978,810,461,1007,406,322,596,1002,1205,332,544
879,895,658,579,1112,846,1049,899,475,1007,382,322,622,1003,949,392,531
874,900,658,579,1112,704,1086,907,531,1007,499,322,466,993,910,400,498
828,967,658,532,1158,463,1304,906,612,1019,497,322,469,992,898,400,481
877,971,658,532,1108,513,1243,903,617,1032,567,322,467,946,890,190,461
880,883,746,521,917,715,1240,901,713,1135,654,322,373,666,781,190,365
880,883,746,515,852,786,1200,901,831,1249,682,322,359,549,745,265,364
888,805,824,453,888,812,1199,952,832,1249,682,322,356,540,707,254,342
869,808,841,360,930,863,1145,1009,834,1249,863,315,356,589,694,326,255
865,765,836,392,927,892,1126,1035,1012,1249,900,494,334,551,694,326,151
864,766,810,418,811,1008,1126,1035,1021,1139,995,623,334,525,807,384,150
839,832,805,423,801,1018,1122,1028,1044,1160,927,623,363,458,967,384,150
812,820,846,437,803,1018,1108,963,1062,1093,1010,608,371,455,1123,384,150
809,821,848,379,857,1022,1022,974,1132,1093,982,448,424,455,1123,373,228
922,821,848,378,825,1055,902,1304,1113,1093,982,448,427,455,1123,373,258
922,793,876,331,696,1231,873,1268,1113,1092,983,448,464,439,973,373,246
941,793,876,331,673,1254,866,1267,1363,1044,1022,444,542,439,941,373,326
943,793,869,326,685,1232,884,1267,1469,1087,1097,442,544,439,924,406,326
871,622,1109,321,674,1251,830,1267,1553,1087,1112,369,663,439,820,730,326
692,801,1100,330,674,1251,775,1267,1539,1043,1124,347,956,439,774,731,326
639,854,1063,367,669,1256,775,1223,1666,904,1221,356,967,439,754,731,326
639,854,1044,386,598,1327,763,1179,1748,470,1249,506,1206,439,620,731,263
639,854,977,291,716,1358,776,1179,1748,469,1278,473,1196,454,620,731,263
639,854,906,354,724,1299,835,1179,1748,469,1278,473,1155,469,620,731,263
627,869,906,341,730,1306,835,1179,1736,469,1278,473,1138,469,678,731,236
685,704,1077,318,747,1233,914,1087,1682,469,1278,473,1075,465,793,731,376
687,690,1153,330,747,1068,1079,1196,1670,468,1271,473,1055,527,794,715,486
473,904,1138,345,747,1040,1071,1202,1391,468,1252,473,1043,569,799,702,491
683,904,1138,345,747,989,1087,1207,1391,409,1252,473,1043,535,799,664,534
741,904,916,567,747,945,920,912,1391,409,1252,482,1024,647,987,660,534
758,864,870,653,715,977,917,871,1390,354,1229,629,1024,519,982,645,598
713,879,895,658,598,1094,917,847,1390,326,1229,629,1022,545,953,635,603
713,879,895,658,579,1112,846,751,1376,327,1229,629,989,574,953,575,626
713,874,900,658,579,1112,704,771,1320,658,1233,658,1126,568,953,567,654
707,828,967,658,532,1158,463,772,1239,759,1239,658,1123,575,953,567,655
1057,877,971,658,532,1108,513,767,1234,776,1167,658,1123,577,963,567,1015
1283,880,883,746,521,917,715,767,1138,673,1081,658,1123,709,963,567,1042
1283,880,883,746,515,852,786,767,1020,560,1053,658,1123,711,963,492,1138
1275,888,805,824,453,888,812,716,1022,610,1056,658,1123,794,966,567,1149
1274,869,808,841,360,930,863,659,1020,652,875,658,1123,782,1150,495,1164
