Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
476,800,743,1065,420,682,842,537,517
476,800,704,1065,425,683,843,551,517
568,800,663,1065,476,683,842,551,518
694,631,832,1065,447,683,511,420,491
740,608,855,1052,446,683,398,414,491
740,608,810,649,446,683,368,425,491
739,389,935,420,446,683,368,456,491
646,482,935,428,446,683,367,478,491
648,482,935,491,446,680,317,552,491
650,482,935,491,456,680,275,624,491
650,482,830,491,379,655,280,645,491
650,482,811,491,360,715,323,618,491
650,482,793,491,360,747,383,757,491
556,576,790,510,374,752,424,746,491
556,573,793,510,375,784,477,743,491
558,573,735,511,375,934,481,724,459
600,573,538,515,375,995,481,643,453
605,573,516,515,318,990,483,638,453
605,556,533,515,318,977,476,598,453
605,556,533,679,318,969,476,715,453
605,556,495,682,151,976,465,713,473
605,556,495,702,380,977,455,753,471
605,556,490,760,352,961,438,753,517
605,556,490,734,352,928,493,695,703
639,556,490,689,352,927,338,713,671
684,455,591,637,338,739,402,766,647
761,455,552,611,333,490,471,839,640
942,381,626,609,333,489,522,848,640
771,396,816,542,333,485,547,795,629
740,432,819,505,406,421,547,834,558
806,458,819,506,409,416,552,828,403
788,476,800,457,509,423,552,810,366
845,476,800,569,615,422,561,842,366
797,568,800,618,592,422,561,852,365
671,694,631,668,624,485,563,852,363
628,740,608,674,624,485,573,854,381
629,740,608,674,680,565,573,843,381
639,739,389,674,690,580,573,811,418
642,646,482,670,690,580,647,789,418
802,648,482,634,690,628,665,715,496
955,650,482,634,680,636,680,651,555
955,650,482,640,680,695,675,742,561
955,650,482,642,826,697,632,733,563
955,650,482,648,832,758,572,594,563
955,556,576,657,856,782,539,607,563
959,556,573,720,855,776,486,619,565
1143,558,573,729,873,885,482,629,592
1155,600,573,737,873,851,520,592,592
1187,605,573,737,893,927,518,592,624
1189,605,556,737,937,929,542,616,673
1349,605,556,573,946,929,569,499,717
1453,605,556,570,946,947,593,481,695
1547,605,556,550,716,946,593,440,680
1547,605,556,527,707,947,593,438,678
1558,605,556,553,826,924,499,457,501
1538,639,556,508,1158,906,607,452,492
1549,684,455,561,1221,993,619,399,432
1473,761,455,654,1252,1105,666,326,409
1367,942,381,778,1270,1122,671,317,409
1388,771,396,848,1373,1128,668,317,409
1416,740,432,842,1403,1196,668,275,409
1408,806,458,841,1452,1279,699,275,409
1425,788,476,854,1500,1278,699,274,409
1467,845,476,743,1412,1278,689,228,409
1437,797,568,694,1394,1320,689,218,415
1438,671,694,644,1362,1292,687,218,433
1438,628,740,636,1362,1293,677,216,549
1437,629,740,641,1306,1213,677,216,648
1427,639,739,641,1296,1198,689,216,612
1424,642,646,637,1296,1242,680,272,612
1262,802,648,637,1296,1194,667,356,534
1107,955,650,643,1296,1186,660,440,475
1112,955,650,642,1296,1127,680,344,477
1119,955,650,661,1150,1045,680,344,574
1143,955,650,657,1144,947,680,344,587
1316,955,556,630,1106,918,672,346,587
1323,959,556,567,1106,892,672,365,608
1214,1143,558,557,1088,633,672,402,581
1217,1155,600,541,1088,606,634,419,585
1180,1187,605,541,1090,529,642,419,553
1209,1189,605,541,1047,527,645,395,588
1049,1349,605,541,1040,527,629,411,567
1079,1453,605,541,1108,502,606,411,567
1040,1547,605,541,1111,627,640,411,565
1127,1547,605,520,1108,705,704,433,521
1119,1558,605,444,989,803,721,441,521
1106,1538,639,436,657,832,595,428,522
1050,1549,684,383,610,757,502,433,522
1049,1473,761,290,580,714,386,433,522
974,1367,942,169,667,707,336,485,538
919,1388,771,99,588,777,314,485,576
886,1416,740,98,546,709,314,486,577
802,1408,806,98,497,704,278,517,660
798,1425,788,85,389,706,278,517,683
706,1467,845,84,367,735,278,532,703
692,1437,797,84,411,731,319,538,901
691,1438,671,84,430,698,319,578,1050
709,1438,628,84,430,704,319,578,1017
709,1437,629,88,434,712,319,578,985
709,1427,639,88,448,712,307,578,1026
774,1424,642,88,534,668,247,522,1079
845,1262,802,81,654,746,374,515,1118
845,1107,955,263,683,904,374,513,1127
840,1112,955,365,690,959,354,506,1179
833,1119,955,356,694,1014,380,650,1086
815,1143,955,354,748,1015,387,650,1073
645,1316,955,381,803,1015,387,635,1073
634,1323,959,750,803,1015,387,608,1050
602,1214,1143,750,815,1015,387,562,1072
549,1217,1155,750,815,1015,391,545,1080
549,1180,1187,750,793,1015,384,545,1102
519,1209,1189,750,792,1036,357,545,1026
535,1049,1349,750,790,1036,346,530,1016
468,1079,1453,750,722,1039,345,528,1017
417,1040,1547,750,746,914,311,530,1017
351,1127,1547,736,780,836,247,525,1049
357,1119,1558,736,991,738,230,500,1091
441,1106,1538,764,994,709,230,516,1091
604,1050,1549,771,978,697,230,513,1091
607,1049,1473,778,1049,628,230,513,1091
644,974,1367,775,1086,622,224,461,1075
644,919,1388,775,1304,591,224,461,1042
641,886,1416,786,1243,601,225,460,1082
641,802,1408,786,1240,707,246,429,1059
628,798,1425,888,1200,706,258,429,1036
621,706,1467,1042,1199,704,270,479,1021
622,692,1437,1063,1145,801,229,518,817
622,691,1438,1083,1126,914,239,593,650
601,709,1438,1086,1126,930,239,726,549
620,709,1437,1077,1122,1066,240,745,482
627,709,1427,1080,1108,1066,431,746,440
562,774,1424,1148,1022,1066,444,746,387
517,845,1262,1139,902,988,339,666,348
556,845,1107,951,873,830,427,605,339
556,840,1112,848,866,775,433,609,279
556,833,1119,837,884,720,417,526,273
570,815,1143,837,830,732,446,558,273
574,645,1316,835,775,732,446,558,293
708,634,1323,485,775,777,446,555,293
708,602,1214,485,763,880,446,555,273
749,549,1217,485,776,999,442,555,292
778,549,1180,485,835,1016,441,568,271
804,519,1209,489,835,1042,464,568,271
982,535,1049,489,914,1206,486,567,314
935,468,1079,508,1079,1294,515,567,313
931,417,1040,510,1071,1328,522,565,313
910,351,1127,510,1087,1412,674,548,281
901,357,1119,632,920,1412,674,553,230
816,441,1106,672,917,1429,675,543,235
692,604,1050,720,917,1499,687,544,241
689,607,1049,713,846,1523,691,550,266
652,644,974,765,704,1519,762,554,266
652,644,919,780,463,1509,822,560,263
652,641,886,837,513,1499,832,560,228
652,641,802,838,715,1315,817,573,168
652,628,798,743,786,1308,805,594,255
652,621,706,592,812,1281,793,529,251
651,622,692,571,863,1146,793,484,251
651,622,691,551,892,1031,783,369,251
651,601,709,548,1008,1008,783,236,251
632,620,709,548,1018,870,782,217,251
625,627,709,545,1018,920,591,216,251
628,562,774,477,1022,955,573,216,290
782,517,845,466,1055,992,591,216,362
820,556,845,466,1231,992,516,187,396
824,556,840,462,1254,1207,510,190,443
824,556,833,534,1232,1211,500,129,447
804,570,815,547,1251,1219,634,106,447
797,574,645,571,1251,1224,717,106,427
790,708,634,600,1256,1179,721,162,427
807,708,602,622,1327,1076,768,184,425
784,749,549,648,1358,976,805,189,394
816,778,549,654,1299,972,875,227,393
821,804,519,650,1306,954,958,252,385
645,982,535,650,1233,831,950,252,329
628,935,468,631,1068,740,1056,252,329
688,931,417,629,1040,706,1104,252,415
697,910,351,629,989,621,977,252,417
736,901,357,507,945,621,977,263,453
739,816,441,439,977,604,976,265,517
700,692,604,384,1094,534,964,318,526
700,689,607,388,1112,510,960,340,512
725,652,644,340,1112,510,889,342,529
725,652,644,326,1158,475,829,336,527
725,652,641,258,1108,475,818,336,523
725,652,641,257,917,475,815,323,523
731,652,628,250,852,475,823,302,436
735,652,621,247,888,475,846,302,435
735,651,622,247,930,475,856,302,435
735,651,622,247,927,475,915,342,435
735,651,601,290,811,475,922,383,435
735,632,620,492,801,469,922,383,443
735,625,627,578,803,419,922,406,472
732,628,562,578,857,384,922,470,515
552,782,517,578,825,347,877,476,446
475,820,556,578,696,347,906,476,412
471,824,556,578,673,132,906,460,514
471,824,556,505,685,128,906,463,510
471,804,570,492,674,107,736,455,510
500,797,574,448,674,102,653,564,510
373,790,708,471,669,102,682,568,510
311,807,708,451,598,102,635,545,542
289,784,749,479,716,83,598,551,563
228,816,778,473,724,136,528,500,569
198,821,804,473,730,107,520,475,569
190,645,982,473,747,66,517,475,571
275,628,935,473,747,66,382,475,571
276,688,931,473,747,66,327,545,523
267,697,910,473,747,90,302,568,538
228,736,901,475,747,92,317,559,503
486,739,816,475,715,92,317,565,502
507,700,692,475,598,198,317,607,694
507,700,689,476,579,279,427,590,892
533,725,652,540,579,370,432,584,877
533,725,652,683,532,370,432,584,877
632,725,652,721,532,398,432,584,984
632,725,652,776,521,413,557,584,984
626,731,652,776,515,433,571,677,992
627,735,652,935,453,444,548,766,992
627,735,651,983,360,479,538,766,992
627,735,651,983,392,638,876,726,992
693,735,651,945,418,724,869,685,992
693,735,632,743,423,724,908,685,984
693,735,625,662,437,762,959,662,955
693,732,628,662,379,902,1144,723,873
693,552,782,703,378,903,1191,721,870
693,475,820,703,331,903,1160,722,870
693,471,824,703,331,903,1173,737,721
693,471,824,703,326,903,1197,734,721
765,471,804,703,321,951,1247,733,721
866,500,797,709,330,1112,1385,624,721
871,373,790,639,367,1159,1384,563,721
893,311,807,648,386,1177,1384,563,689
972,289,784,594,291,1183,1487,796,668
1100,228,816,594,354,1123,1512,796,675
1106,198,821,594,341,1195,1428,796,675
1096,190,645,594,318,1443,1468,796,673
1008,275,628,594,330,1443,1468,796,707
947,276,688,594,345,1443,1468,772,669
947,267,697,594,345,1419,1470,749,710
947,228,736,592,567,1417,1456,740,709
940,486,739,650,653,1417,1456,758,640
919,507,700,685,658,1311,1456,660,433
1062,507,700,684,658,1261,1346,649,224
1073,533,725,661,658,1204,1341,649,222
1164,533,725,711,658,1278,1341,649,295
1100,632,725,757,658,1250,1341,649,208
1129,632,725,702,746,1235,1213,649,299
1129,626,731,702,746,1220,1191,556,291
1151,627,735,543,824,1237,1288,468,291
1151,627,735,879,841,1290,1338,468,291
1151,627,735,879,836,1175,941,468,291
1151,693,735,874,810,1213,941,468,291
1151,693,735,874,805,1267,1017,468,305
1158,693,735,869,846,1230,1114,468,326
1160,693,732,882,848,1122,929,343,326
1160,693,552,889,848,1173,898,339,327
1160,693,475,889,876,1266,879,338,423
1160,693,471,889,876,1383,866,323,423
1160,693,471,889,869,1425,842,323,444
1088,765,471,905,1109,1448,933,325,444
958,866,500,893,1100,1409,803,326,444
953,871,373,892,1063,1376,782,326,444
931,893,311,881,1044,1399,782,376,444
852,972,289,888,977,1401,681,334,444
724,1100,228,888,906,1398,656,392,431
716,1106,198,888,906,1374,642,456,484
716,1096,190,888,1077,1320,591,505,587
716,1008,275,888,1153,1495,591,505,568
716,947,276,888,1138,1529,591,493,606
716,947,267,888,1138,1589,608,507,548
716,947,228,898,916,1618,624,759,548
462,940,486,892,870,1618,625,772,623
462,919,507,896,895,1713,629,848,671
319,1062,507,933,895,1689,629,848,695
340,1073,533,888,900,1656,629,848,705
378,1164,533,694,967,1583,629,848,634
344,1100,632,655,971,1591,629,848,614
315,1129,632,750,883,1593,629,848,523
319,1129,626,750,883,1588,629,848,523
299,1151,627,750,805,1560,532,847,523
304,1151,627,366,808,1472,482,847,523
304,1151,627,471,765,1428,482,847,525
238,1151,693,490,766,1304,482,957,661
238,1151,693,508,832,1307,367,957,715
231,1158,693,511,820,1382,219,1024,724
267,1160,693,498,821,1417,219,1024,776
272,1160,693,508,821,1369,223,1024,775
276,1160,693,705,793,1313,223,1027,679
276,1160,693,727,793,1197,223,1076,679
276,1160,693,727,793,1155,223,1093,681
317,1088,765,711,622,1084,82,1091,689
317,958,866,749,801,962,88,1134,689
447,953,871,749,854,992,124,1273,689
468,931,893,754,854,995,124,1657,689
468,852,972,747,854,987,122,1456,689
471,724,1100,747,854,984,122,1398,689
471,716,1106,747,869,936,134,1334,636
494,716,1096,786,704,834,188,1285,533
494,716,1008,786,690,659,222,1286,525
536,716,947,786,904,625,501,1252,506
597,716,947,786,904,565,482,1297,506
597,716,947,776,904,840,465,1045,506
597,462,940,743,864,881,465,1055,454
605,462,919,704,879,810,461,1007,406
605,319,1062,663,879,899,475,1007,382
522,340,1073,832,874,907,531,1007,499
433,378,1164,855,828,906,612,1019,497
777,344,1100,810,877,903,617,1032,567
777,315,1129,935,880,901,713,1135,654
885,319,1129,935,880,901,831,1249,682
1024,299,1151,935,888,952,832,1249,682
1110,304,1151,935,869,1009,834,1249,863
1225,304,1151,830,865,1035,1012,1249,900
1237,238,1151,811,864,1035,1021,1139,995
1237,238,1151,793,839,1028,1044,1160,927
1237,231,1158,790,812,963,1062,1093,1010
1199,267,1160,793,809,974,1132,1093,982
1196,272,1160,735,922,1304,1113,1093,982
1302,276,1160,538,922,1268,1113,1092,983
1326,276,1160,516,941,1267,1363,1044,1022
1326,276,1160,533,943,1267,1469,1087,1097
1474,317,1088,533,871,1267,1553,1087,1112
1829,317,958,495,692,1267,1539,1043,1124
1722,447,953,495,639,1223,1666,904,1221
1777,468,931,490,639,1179,1748,470,1249
1787,468,852,490,639,1179,1748,469,1278
1784,471,724,490,639,1179,1748,469,1278
1784,471,716,591,627,1179,1736,469,1278
1761,494,716,552,685,1087,1682,469,1278
1761,494,716,626,687,1196,1670,468,1271
1719,536,716,816,473,1202,1391,468,1252
1658,597,716,819,683,1207,1391,409,1252
1696,597,716,819,741,912,1391,409,1252
1877,597,462,800,758,871,1390,354,1229
1921,605,462,800,713,847,1390,326,1229
1922,605,319,800,713,751,1376,327,1229
1922,522,340,631,713,771,1320,658,1233
1882,433,378,608,707,772,1239,759,1239
1565,777,344,608,1057,767,1234,776,1167
1565,777,315,389,1283,767,1138,673,1081
1453,885,319,482,1283,767,1020,560,1053
1379,1024,299,482,1275,716,1022,610,1056
1376,1110,304,482,1274,659,1020,652,875
1261,1225,304,482,1268,710,867,652,836
1249,1237,238,482,1268,729,878,652,641
1249,1237,238,482,1227,679,860,631,641
1249,1237,231,576,1209,668,842,631,539
1249,1199,267,573,1209,590,772,631,518
1247,1196,272,573,1096,256,771,631,537
1206,1302,276,573,1100,255,771,629,654
1386,1326,276,573,1081,312,527,628,620
1387,1326,276,556,1079,312,434,575,562
1212,1474,317,556,1079,312,358,575,539
858,1829,317,556,1079,479,358,586,549
839,1722,447,556,1079,489,184,596,453
763,1777,468,556,1079,530,118,613,427
812,1787,468,556,1155,530,174,652,456
825,1784,471,556,1253,530,193,825,456
959,1784,471,455,1302,544,381,842,456
959,1761,494,455,1264,549,630,842,456
959,1761,494,381,1190,440,609,842,456
988,1719,536,396,1257,434,613,842,509
989,1658,597,432,1091,429,677,842,512
951,1696,597,458,1033,420,682,842,518
770,1877,597,476,1065,420,682,842,537
718,1921,605,476,1065,425,683,843,551
717,1922,605,568,1065,476,683,842,551
717,1922,522,694,1065,447,683,511,420
717,1882,433,740,1052,446,683,398,414
689,1565,777,740,649,446,683,368,425
689,1565,777,739,420,446,683,368,456
720,1453,885,646,428,446,683,367,478
722,1379,1024,648,491,446,680,317,552
634,1376,1110,650,491,456,680,275,624
634,1261,1225,650,491,379,655,280,645
727,1249,1237,650,491,360,715,323,618
762,1249,1237,650,491,360,747,383,757
762,1249,1237,556,510,374,752,424,746
762,1249,1199,556,510,375,784,477,743
799,1247,1196,558,511,375,934,481,724
730,1206,1302,600,515,375,995,481,643
526,1386,1326,605,515,318,990,483,638
525,1387,1326,605,515,318,977,476,598
512,1212,1474,605,679,318,969,476,715
511,858,1829,605,682,151,976,465,713
507,839,1722,605,702,380,977,455,753
523,763,1777,605,760,352,961,438,753
531,812,1787,605,734,352,928,493,695
518,825,1784,639,689,352,927,338,713
385,959,1784,684,637,338,739,402,766
406,959,1761,761,611,333,490,471,839
423,959,1761,942,609,333,489,522,848
394,988,1719,771,542,333,485,547,795
519,989,1658,740,505,406,421,547,834
627,951,1696,806,506,409,416,552,828
708,770,1877,788,457,509,423,552,810
804,718,1921,845,569,615,422,561,842
858,717,1922,797,618,592,422,561,852
1013,717,1922,671,668,624,485,563,852
1046,717,1882,628,674,624,485,573,854
1134,689,1565,629,674,680,565,573,843
1138,689,1565,639,674,690,580,573,811
1108,720,1453,642,670,690,580,647,789
1034,722,1379,802,634,690,628,665,715
1034,634,1376,955,634,680,636,680,651
1035,634,1261,955,640,680,695,675,742
944,727,1249,955,642,826,697,632,733
909,762,1249,955,648,832,758,572,594
909,762,1249,955,657,856,782,539,607
924,762,1249,959,720,855,776,486,619
888,799,1247,1143,729,873,885,482,629
888,730,1206,1155,737,873,851,520,592
890,526,1386,1187,737,893,927,518,592
891,525,1387,1189,737,937,929,542,616
893,512,1212,1349,573,946,929,569,499
893,511,858,1453,570,946,947,593,481
930,507,839,1547,550,716,946,593,440
915,523,763,1547,527,707,947,593,438
848,531,812,1558,553,826,924,499,457
850,518,825,1538,508,1158,906,607,452
849,385,959,1549,561,1221,993,619,399
832,406,959,1473,654,1252,1105,666,326
820,423,959,1367,778,1270,1122,671,317
821,394,988,1388,848,1373,1128,668,317
722,519,989,1416,842,1403,1196,668,275
754,627,951,1408,841,1452,1279,699,275
702,708,770,1425,854,1500,1278,699,274
612,804,718,1467,743,1412,1278,689,228
559,858,717,1437,694,1394,1320,689,218
410,1013,717,1438,644,1362,1292,687,218
388,1046,717,1438,636,1362,1293,677,216
306,1134,689,1437,641,1306,1213,677,216
302,1138,689,1427,641,1296,1198,689,216
332,1108,720,1424,637,1296,1242,680,272
347,1034,722,1262,637,1296,1194,667,356
377,1034,634,1107,643,1296,1186,660,440
480,1035,634,1112,642,1296,1127,680,344
495,944,727,1119,661,1150,1045,680,344
577,909,762,1143,657,1144,947,680,344
717,909,762,1316,630,1106,918,672,346
809,924,762,1323,567,1106,892,672,365
883,888,799,1214,557,1088,633,672,402
884,888,730,1217,541,1088,606,634,419
882,890,526,1180,541,1090,529,642,419
883,891,525,1209,541,1047,527,645,395
887,893,512,1049,541,1040,527,629,411
889,893,511,1079,541,1108,502,606,411
852,930,507,1040,541,1111,627,640,411
851,915,523,1127,520,1108,705,704,433
901,848,531,1119,444,989,803,721,441
1010,850,518,1106,436,657,832,595,428
1092,849,385,1050,383,610,757,502,433
1091,832,406,1049,290,580,714,386,433
1086,820,423,974,169,667,707,336,485
1314,821,394,919,99,588,777,314,485
1335,722,519,886,98,546,709,314,486
1203,754,627,802,98,497,704,278,517
1293,702,708,798,85,389,706,278,517
1287,612,804,706,84,367,735,278,532
1306,559,858,692,84,411,731,319,538
1325,410,1013,691,84,430,698,319,578
1365,388,1046,709,84,430,704,319,578
1364,306,1134,709,88,434,712,319,578
1415,302,1138,709,88,448,712,307,578
1384,332,1108,774,88,534,668,247,522
1369,347,1034,845,81,654,746,374,515
1359,377,1034,845,263,683,904,374,513
1255,480,1035,840,365,690,959,354,506
1248,495,944,833,356,694,1014,380,650
1166,577,909,815,354,748,1015,387,650
1026,717,909,645,381,803,1015,387,635
919,809,924,634,750,803,1015,387,608
844,883,888,602,750,815,1015,387,562
868,884,888,549,750,815,1015,391,545
898,882,890,549,750,793,1015,384,545
896,883,891,519,750,792,1036,357,545
900,887,893,535,750,790,1036,346,530
928,889,893,468,750,722,1039,345,528
928,852,930,417,750,746,914,311,530
928,851,915,351,736,780,836,247,525
878,901,848,357,736,991,738,230,500
770,1010,850,441,764,994,709,230,516
708,1092,849,604,771,978,697,230,513
705,1091,832,607,778,1049,628,230,513
705,1086,820,644,775,1086,622,224,461
476,1314,821,644,775,1304,591,224,461
428,1335,722,641,786,1243,601,225,460
428,1203,754,641,786,1240,707,246,429
309,1293,702,628,888,1200,706,258,429
311,1287,612,621,1042,1199,704,270,479
309,1306,559,622,1063,1145,801,229,518
347,1325,410,622,1083,1126,914,239,593
316,1365,388,601,1086,1126,930,239,726
321,1364,306,620,1077,1122,1066,240,745
351,1415,302,627,1080,1108,1066,431,746
359,1384,332,562,1148,1022,1066,444,746
359,1369,347,517,1139,902,988,339,666
339,1359,377,556,951,873,830,427,605
339,1255,480,556,848,866,775,433,609
337,1248,495,556,837,884,720,417,526
337,1166,577,570,837,830,732,446,558
337,1026,717,574,835,775,732,446,558
337,919,809,708,485,775,777,446,555
367,844,883,708,485,763,880,446,555
342,868,884,749,485,776,999,442,555
391,898,882,778,485,835,1016,441,568
399,896,883,804,489,835,1042,464,568
388,900,887,982,489,914,1206,486,567
358,928,889,935,508,1079,1294,515,567
358,928,852,931,510,1071,1328,522,565
358,928,851,910,510,1087,1412,674,548
358,878,901,901,632,920,1412,674,553
355,770,1010,816,672,917,1429,675,543
378,708,1092,692,720,917,1499,687,544
378,705,1091,689,713,846,1523,691,550
378,705,1086,652,765,704,1519,762,554
378,476,1314,652,780,463,1509,822,560
378,428,1335,652,837,513,1499,832,560
370,428,1203,652,838,715,1315,817,573
370,309,1293,652,743,786,1308,805,594
388,311,1287,652,592,812,1281,793,529
375,309,1306,651,571,863,1146,793,484
312,347,1325,651,551,892,1031,783,369
297,316,1365,651,548,1008,1008,783,236
296,321,1364,632,548,1018,870,782,217
215,351,1415,625,545,1018,920,591,216
219,359,1384,628,477,1022,955,573,216
219,359,1369,782,466,1055,992,591,216
219,339,1359,820,466,1231,992,516,187
219,339,1255,824,462,1254,1207,510,190
211,337,1248,824,534,1232,1211,500,129
211,337,1166,804,547,1251,1219,634,106
211,337,1026,797,571,1251,1224,717,106
211,337,919,790,600,1256,1179,721,162
181,367,844,807,622,1327,1076,768,184
181,342,868,784,648,1358,976,805,189
102,391,898,816,654,1299,972,875,227
94,399,896,821,650,1306,954,958,252
124,388,900,645,650,1233,831,950,252
154,358,928,628,631,1068,740,1056,252
197,358,928,688,629,1040,706,1104,252
259,358,928,697,629,989,621,977,252
330,358,878,736,507,945,621,977,263
330,355,770,739,439,977,604,976,265
297,378,708,700,384,1094,534,964,318
297,378,705,700,388,1112,510,960,340
297,378,705,725,340,1112,510,889,342
297,378,476,725,326,1158,475,829,336
297,378,428,725,258,1108,475,818,336
297,370,428,725,257,917,475,815,323
317,370,309,731,250,852,475,823,302
297,388,311,735,247,888,475,846,302
292,375,309,735,247,930,475,856,302
292,312,347,735,247,927,475,915,342
287,297,316,735,290,811,475,922,383
295,296,321,735,492,801,469,922,383
295,215,351,735,578,803,419,922,406
283,219,359,732,578,857,384,922,470
283,219,359,552,578,825,347,877,476
283,219,339,475,578,696,347,906,476
283,219,339,471,578,673,132,906,460
288,211,337,471,505,685,128,906,463
314,211,337,471,492,674,107,736,455
314,211,337,500,448,674,102,653,564
314,211,337,373,471,669,102,682,568
314,181,367,311,451,598,102,635,545
352,181,342,289,479,716,83,598,551
360,102,391,228,473,724,136,528,500
390,94,399,198,473,730,107,520,475
360,124,388,190,473,747,66,517,475
330,154,358,275,473,747,66,382,475
287,197,358,276,473,747,66,327,545
225,259,358,267,473,747,90,302,568
154,330,358,228,475,747,92,317,559
154,330,355,486,475,715,92,317,565
144,297,378,507,475,598,198,317,607
144,297,378,507,476,579,279,427,590
186,297,378,533,540,579,370,432,584
186,297,378,533,683,532,370,432,584
186,297,378,632,721,532,398,432,584
186,297,370,632,776,521,413,557,584
179,317,370,626,776,515,433,571,677
187,297,388,627,935,453,444,548,766
187,292,375,627,983,360,479,538,766
187,292,312,627,983,392,638,876,726
218,287,297,693,945,418,724,869,685
255,295,296,693,743,423,724,908,685
364,295,215,693,662,437,762,959,662
425,283,219,693,662,379,902,1144,723
425,283,219,693,703,378,903,1191,721
433,283,219,693,703,331,903,1160,722
433,283,219,693,703,331,903,1173,737
428,288,211,693,703,326,903,1197,734
402,314,211,765,703,321,951,1247,733
402,314,211,866,709,330,1112,1385,624
402,314,211,871,639,367,1159,1384,563
402,314,181,893,648,386,1177,1384,563
364,352,181,972,594,291,1183,1487,796
356,360,102,1100,594,354,1123,1512,796
435,390,94,1106,594,341,1195,1428,796
435,360,124,1096,594,318,1443,1468,796
435,330,154,1008,594,330,1443,1468,796
488,287,197,947,594,345,1443,1468,772
488,225,259,947,594,345,1419,1470,749
528,154,330,947,592,567,1417,1456,740
630,154,330,940,650,653,1417,1456,758
633,144,297,919,685,658,1311,1456,660
648,144,297,1062,684,658,1261,1346,649
611,186,297,1073,661,658,1204,1341,649
674,186,297,1164,711,658,1278,1341,649
674,186,297,1100,757,658,1250,1341,649
711,186,297,1129,702,746,1235,1213,649
698,179,317,1129,702,746,1220,1191,556
690,187,297,1151,543,824,1237,1288,468
726,187,292,1151,879,841,1290,1338,468
741,187,292,1151,879,836,1175,941,468
760,218,287,1151,874,810,1213,941,468
754,255,295,1151,874,805,1267,1017,468
864,364,295,1158,869,846,1230,1114,468
811,425,283,1160,882,848,1122,929,343
1097,425,283,1160,889,848,1173,898,339
1101,433,283,1160,889,876,1266,879,338
1102,433,283,1160,889,876,1383,866,323
1104,428,288,1160,889,869,1425,842,323
1104,402,314,1088,905,1109,1448,933,325
1105,402,314,958,893,1100,1409,803,326
1105,402,314,953,892,1063,1376,782,326
1164,402,314,931,881,1044,1399,782,376
1164,364,352,852,888,977,1401,681,334
1164,356,360,724,888,906,1398,656,392
1055,435,390,716,888,906,1374,642,456
1055,435,360,716,888,1077,1320,591,505
1055,435,330,716,888,1153,1495,591,505
1002,488,287,716,888,1138,1529,591,493
1002,488,225,716,888,1138,1589,608,507
962,528,154,716,898,916,1618,624,759
860,630,154,462,892,870,1618,625,772
857,633,144,462,896,895,1713,629,848
859,648,144,319,933,895,1689,629,848
854,611,186,340,888,900,1656,629,848
812,674,186,378,694,967,1583,629,848
833,674,186,344,655,971,1591,629,848
811,711,186,315,750,883,1593,629,848
811,698,179,319,750,883,1588,629,848
937,690,187,299,750,805,1560,532,847
1032,726,187,304,366,808,1472,482,847
1032,741,187,304,471,765,1428,482,847
989,760,218,238,490,766,1304,482,957
946,754,255,238,508,832,1307,367,957
729,864,364,231,511,820,1382,219,1024
735,811,425,267,498,821,1417,219,1024
451,1097,425,272,508,821,1369,223,1024
458,1101,433,276,705,793,1313,223,1027
457,1102,433,276,727,793,1197,223,1076
467,1104,428,276,727,793,1155,223,1093
552,1104,402,317,711,622,1084,82,1091
590,1105,402,317,749,801,962,88,1134
590,1105,402,447,749,854,992,124,1273
531,1164,402,468,754,854,995,124,1657
536,1164,364,468,747,854,987,122,1456
536,1164,356,471,747,854,984,122,1398
536,1055,435,471,747,869,936,134,1334
542,1055,435,494,786,704,834,188,1285
598,1055,435,494,786,690,659,222,1286
729,1002,488,536,786,904,625,501,1252
829,1002,488,597,786,904,565,482,1297
832,962,528,597,776,904,840,465,1045
971,860,630,597,743,864,881,465,1055
1021,857,633,605,704,879,810,461,1007
1004,859,648,605,663,879,899,475,1007
1004,854,611,522,832,874,907,531,1007
997,812,674,433,855,828,906,612,1019
977,833,674,777,810,877,903,617,1032
980,811,711,777,935,880,901,713,1135
980,811,698,885,935,880,901,831,1249
854,937,690,1024,935,888,952,832,1249
725,1032,726,1110,935,869,1009,834,1249
710,1032,741,1225,830,865,1035,1012,1249
705,989,760,1237,811,864,1035,1021,1139
700,946,754,1237,793,839,1028,1044,1160
728,729,864,1237,790,812,963,1062,1093
714,735,811,1199,793,809,974,1132,1093
712,451,1097,1196,735,922,1304,1113,1093
718,458,1101,1302,538,922,1268,1113,1092
753,457,1102,1326,516,941,1267,1363,1044
805,467,1104,1326,533,943,1267,1469,1087
861,552,1104,1474,533,871,1267,1553,1087
822,590,1105,1829,495,692,1267,1539,1043
822,590,1105,1722,495,639,1223,1666,904
822,531,1164,1777,490,639,1179,1748,470
817,536,1164,1787,490,639,1179,1748,469
817,536,1164,1784,490,639,1179,1748,469
817,536,1055,1784,591,627,1179,1736,469
811,542,1055,1761,552,685,1087,1682,469
770,598,1055,1761,626,687,1196,1670,468
639,729,1002,1719,816,473,1202,1391,468
540,829,1002,1658,819,683,1207,1391,409
579,832,962,1696,819,741,912,1391,409
440,971,860,1877,800,758,871,1390,354
401,1021,857,1921,800,713,847,1390,326
402,1004,859,1922,800,713,751,1376,327
